date,特锐德,乐普医疗,安科生物,豆神教育,华测检测,亿纬锂能,爱尔眼科,网宿科技,机器人,红日药业,同花顺,数知科技,蓝色光标,东方财富,碧水源,三聚环保,当升科技,思创医惠,长信科技,高新兴,顺网科技,长盈精密,智飞生物,汇川技术,华策影视,信维通信,沃森生物,宋城演艺,汤臣倍健,东方国信,万达信息,华峰超纤,捷成股份,美亚柏科,欣旺达,易华录,北京君正,上海钢联,迪安诊断,光线传媒,卫宁健康,华宇软件,阳光电源,国瓷材料,博雅生物,利亚德,中际旭创,掌趣科技,晶盛机电,旋极信息,泰格医药,我武生物,绿盟科技,光环新网,三环集团,芒果超媒,昆仑万维,蓝思科技,先导智能,创业慧康,深信服,赢合科技,金科文化,迈克生物,景嘉微,胜宏科技,万孚生物,中科创达,温氏股份,健帆生物,贝达药业,精测电子,欧普康视,康泰生物,尚品宅配,寒锐钴业,亿联网络,普利制药,开立医疗,圣邦股份,江丰电子,宇信科技,华大基因,朗新科技,光威复材,捷佳伟创,华宝股份,锐科激光,金力永磁,宁德时代,康龙化成,迈瑞医疗,立华股份,每日互动,迪普科技,新媒股份,拉卡拉,三角防务,卓胜微,三只松鼠
2019-09-02,0.010800000000000143,0.4767000000000001,2.2051,0.6631,-0.4451999999999998,7.433400000000001,-1.4148999999999998,0.22219999999999995,0.4146000000000001,-0.4735999999999998,7.4351,0.5794000000000001,-1.9016,1.2316000000000003,-0.6825999999999999,-0.34010000000000007,1.4653,4.8149,-0.4173,-0.25459999999999994,-1.2566,5.1806,5.0891,-1.0054999999999998,3.0556,0.41800000000000015,-0.6561999999999999,0.7236000000000002,-0.027499999999999858,2.9770000000000003,-2.0111999999999997,-0.5999999999999999,1.177,0.5832999999999999,4.9763,2.0675999999999997,7.4262999999999995,2.1052,-1.1474,3.9574,2.8268000000000004,0.7149000000000001,4.5913,-4.7443,-2.5071,-0.14880000000000004,-0.6730999999999998,0.6006,0.4563999999999999,7.4306,0.5289999999999999,-1.5651,3.9709000000000003,0.5556000000000001,-1.0980999999999999,5.0067,0.9294000000000002,-1.6444999999999999,-0.12719999999999976,5.2578000000000005,-2.3802,-1.5731,1.5457999999999998,1.0897000000000001,0.15560000000000018,-0.6343999999999999,1.3353000000000002,1.8287000000000004,-3.6299,-1.9628999999999999,2.2029000000000005,-1.4803,1.9557000000000002,-3.6242,-2.4634,-1.3752,-1.3134,-0.15490000000000004,-0.9927999999999999,5.0834,-0.7925,-0.051899999999999835,7.4274000000000004,-0.9835999999999998,0.13200000000000012,0.2749999999999999,-1.4141,2.8688000000000002,-6.1791,-1.6145999999999998,-0.7743,-0.6965999999999999,3.6010999999999997,0.8841999999999999,3.8101000000000003,0.6149,-0.3352999999999997,2.2664,6.312200000000001,3.2191
2019-09-03,-1.1673,-1.9705,-0.4292,-1.6036,-2.4125,4.8119000000000005,-0.9022,0.4774,-0.0882,0.09400000000000003,2.0898999999999996,-0.17669999999999997,-10.4428,-0.7587999999999999,-0.4925,-0.3367,0.8002,-0.5753,4.844600000000001,8.4064,1.5357,2.2144,-1.5421,0.36290000000000006,6.1643,5.3701,-1.0701,-0.6024,1.3915,-0.2572,2.0452,6.589,0.06309999999999999,-0.3316,-0.4925,1.2511,4.149500000000001,4.4301,-0.08539999999999998,-3.7748000000000004,-0.0388,-0.9671000000000001,-2.1242,3.8631999999999995,-0.8351,2.0185999999999997,2.6092,-0.2132,-0.13429999999999997,-0.136,-2.3847,-1.4016,-1.9842,1.7404,0.8575000000000002,-0.3861,0.05780000000000002,7.411300000000001,-1.0329,-1.6539,-1.1488,0.45280000000000004,-0.09720000000000001,-1.1627,8.1616,2.3928,-4.3597,0.8102,0.11649999999999999,-2.5019,1.8894,1.3545,1.6721000000000001,-1.8086,0.1901,7.0743,2.5132,-1.8874,-1.1207,-1.144,0.5502,0.12140000000000001,2.4099,-2.6685000000000003,-3.81,1.8071,-0.8732,2.8699,0.191,-2.9048000000000003,2.1879999999999997,-3.3265000000000002,3.0995999999999997,3.5683000000000002,1.5324000000000002,-1.4648,1.7627,-2.3908,0.716,1.4023
2019-09-04,-1.0352000000000001,-2.5169,0.09139999999999993,-1.2561,-1.6829999999999998,0.46630000000000005,-0.7762,-0.6372,0.39849999999999997,-0.5411,5.8967,0.08850000000000002,6.0887,2.9301999999999997,4.7058,4.2801,-0.29410000000000003,-1.5361,-0.9411,1.121,-0.8172,1.0402,-0.4625,-0.5411,3.7584999999999997,1.3626,-1.3399,-1.8617,-0.5411,1.4150999999999998,-2.0879,2.9659,0.5639,-3.3784,-0.8365,-0.7553000000000001,8.8198,-0.5653,-1.8474,0.13759999999999994,-0.7346,-1.9717000000000002,-0.9359999999999999,-1.8454000000000002,-1.5411000000000001,-0.6852,-0.6614,0.2946,1.1006,-0.008199999999999985,-3.8636,-0.31170000000000003,1.0897000000000001,0.08289999999999997,-1.1331,1.2867000000000002,0.16259999999999997,-0.9657,-0.9246000000000001,-0.6586000000000001,-1.1836,-0.5411,0.24629999999999996,-0.766,-0.16090000000000004,4.994,-0.5184,3.4261,0.5484999999999999,0.5661999999999999,0.5609000000000001,-0.13090000000000002,-1.0046,-2.2482,0.6862,-2.7515,0.6167999999999999,0.6942,-0.6899,-2.5475000000000003,3.4186,-0.03260000000000007,0.3847999999999999,5.6001,-0.8842000000000001,-0.14620000000000005,-1.2736,-1.4647999999999999,-0.48450000000000004,-0.5692,-4.9148000000000005,-1.4085,0.9133999999999999,-1.786,-0.7447,-2.3554,0.3308,-6.0945,-2.0336,-1.2622
2019-09-05,2.5477,1.0256,-0.6110000000000001,-0.25080000000000013,0.8859999999999999,-4.4063,-1.972,5.2656,-0.7113,-1.1767,8.8261,0.17889999999999984,-2.0403000000000002,2.3716999999999997,-0.4436000000000001,-1.0283,-1.7927,-1.3442,8.8635,-0.9042000000000001,1.5365,1.8625999999999998,-0.7057000000000001,-1.7704,-0.6448,-0.5257000000000001,-1.0303,-2.3291000000000004,-1.4200000000000002,1.5862,-2.6692,-0.3054000000000001,1.8288,-0.46040000000000003,0.45289999999999986,-0.8189000000000001,-0.07669999999999999,-0.46310000000000007,0.3751,-4.5475,0.9564999999999999,3.4193,-1.3353000000000002,-0.56,-0.5454000000000001,-0.45520000000000005,8.8233,-0.0717000000000001,-1.0362,0.7667999999999999,-1.0929,-1.3483,-0.6036,1.0971999999999997,4.2824,3.7492,1.8513,7.032299999999999,0.20279999999999987,-0.7061000000000001,0.09849999999999981,0.24839999999999995,1.9483,-0.18480000000000008,-2.7317,2.2499000000000002,0.8909999999999998,-2.5451,-0.9132,-3.7592,-2.731,-0.29520000000000013,-3.6157000000000004,-2.8049,-3.4862,-0.33530000000000004,-2.1688,-2.7906,-0.9905,-1.2893000000000001,-2.5617,2.2634,-1.092,-1.9512,-1.1767,-2.266,0.8444999999999998,1.7013,-2.265,-1.0081,-2.2303,-1.4665000000000001,-2.6872,0.20509999999999984,0.8120999999999998,-0.19840000000000013,8.8233,1.6710999999999998,-1.9646000000000001,-0.10640000000000005
2019-09-06,-0.9067,-0.15209999999999999,-1.5011,-0.6983,-4.3923000000000005,-0.06589999999999999,0.4646,1.4373999999999998,0.40700000000000003,0.10289999999999999,4.8339,1.6631999999999998,0.5083,1.3690000000000002,0.5392,-0.04039999999999999,0.5965,2.496,-1.4051,1.9853,-0.6199,7.9409,2.937,1.0059,0.7373,0.8519,0.030700000000000005,0.5636,-0.8714999999999999,0.33420000000000005,0.7683,3.2662999999999998,-0.1886,1.2884000000000002,-2.2294,0.9522,-0.9366,-1.4735999999999998,3.0474,-0.07229999999999999,-0.2519,-1.7149999999999999,-2.5714,0.7308,0.6583,0.5277000000000001,5.2002,0.9043,-0.1886,2.5844,0.029200000000000004,1.8744,-1.2711999999999999,-0.5423,-0.1415,-3.1327000000000003,-0.3393,2.1759,1.2038000000000002,-0.2471,-0.6293,-0.4295,-2.4613,-0.8136,1.472,-1.1352,1.3475000000000001,2.0793,-3.8436,1.5878999999999999,-0.7422,9.8071,-0.1886,0.7631,0.39060000000000006,-2.8555,-1.8072,-1.2288000000000001,-0.00269999999999998,-0.7923,1.5903999999999998,1.8329,3.2100999999999997,-1.1069,0.8935000000000001,1.6467999999999998,-0.6917,2.1164,-4.2755,0.5968,-0.019199999999999995,0.3982,-5.3095,-0.6668000000000001,-1.4386,-0.31779999999999997,0.1658,5.2895,-2.7879,-1.6636000000000002
2019-09-09,1.1341,-1.6555999999999997,-0.20569999999999977,1.5735999999999999,-0.48139999999999983,5.0532,-1.1539,5.4888,1.1303,-2.1315999999999997,0.774,2.6282000000000005,7.612299999999999,-1.1952999999999998,3.2135,3.3468999999999998,7.581799999999999,-2.0138,0.04079999999999995,3.6947,3.6416000000000004,4.8964,-2.3465,0.6131000000000002,-3.3396999999999997,1.8916000000000004,1.9176000000000002,-1.4144999999999999,-3.6010999999999997,1.2924000000000002,1.9221000000000004,-3.1643999999999997,2.6174999999999997,0.4887999999999999,2.8604000000000003,-0.2721,2.2367999999999997,-0.7190999999999999,-1.4209999999999998,-2.4223,2.7075000000000005,2.6975,0.5883000000000003,7.599399999999999,-3.5420999999999996,1.8451000000000004,-2.6509,-0.8007,0.3126000000000002,3.6485000000000003,-2.4892,-0.3729,0.7459000000000002,7.5676000000000005,-1.7637999999999998,-2.1764,1.2758000000000003,1.4276,3.6951,1.1512000000000002,3.1513,-0.6517,7.2676,0.31800000000000006,0.36650000000000027,2.4924,-0.6901999999999999,7.5699000000000005,-5.794499999999999,-4.4133,-2.2367,1.1623,0.05500000000000016,-3.6792999999999996,1.5735000000000001,0.8050999999999999,0.5392000000000001,-1.3509,-0.15890000000000004,0.3740000000000001,1.0735999999999999,7.5809,-2.4223,1.2848000000000002,-0.8895,-0.9803999999999999,-0.7787999999999999,-3.3659,-1.7816999999999998,4.7305,-0.3927999999999998,-3.033,-1.0524,0.9174000000000002,2.7169,1.4255,0.8481000000000001,-3.2344,5.8909,5.428
2019-09-10,0.39890000000000003,3.2832,1.7582,-3.2866999999999997,1.7816,-1.4812999999999998,0.36970000000000003,-0.6960999999999999,-1.1946999999999999,1.9064,-2.9459999999999997,0.26480000000000004,2.3439,0.09350000000000003,1.4147,1.1564,1.5007000000000001,0.9453,-4.711200000000001,0.5824,3.3667000000000002,-6.6105,-0.7543,0.4571,-0.8656999999999999,-5.0125,0.4571,-1.2428,0.8547,-0.8323,3.7879,-3.655,3.2349,-2.1097,-2.5818,-1.5442999999999998,-4.993,-0.38020000000000004,1.2761,-0.23979999999999996,-2.0128,-1.4196,-0.7277,-2.7763,0.9919,0.04780000000000001,-3.1471,-0.8727,-2.4097999999999997,-1.9276,0.4571,0.5671,2.523,-2.2169,0.7375,-0.17670000000000002,-0.8529,-3.5281,1.0159,-1.466,0.7822,0.4966,-3.4297999999999997,4.4361,-3.6902000000000004,3.0596,-2.4093,-1.4642,1.1499,1.1806,0.25129999999999997,-2.4423,2.0317,2.1452,0.44580000000000003,8.8271,1.2028,8.4971,2.5979,-3.0877,-1.4985,10.4513,-0.22479999999999994,2.155,2.7097,0.3683,2.0118,-0.6899,1.4193,0.7428,2.8724,-0.8486,0.903,1.3406,3.9726,1.8167,4.4268,-0.4378,-0.5562,3.9631
2019-09-11,1.7861,-1.1693999999999998,-1.9185,0.6478,3.3861,2.541,0.27060000000000006,0.5952000000000001,0.4867,0.40480000000000005,-2.7076000000000002,-0.7611999999999999,1.4162,1.1402,0.17789999999999995,2.0952,1.7783,3.1242,1.5154,-0.24,-3.1528,-0.7394000000000001,-1.4014,-0.6203000000000001,-0.7487999999999999,-1.7581,-0.9400999999999999,-0.20429999999999993,-0.9658,1.8425,-0.8625999999999998,1.6518000000000002,-1.6864999999999999,2.7135,0.46010000000000006,-0.2873999999999999,0.44830000000000003,-2.1519000000000004,-1.0895,0.7941,-1.3322999999999998,2.1271,-0.7364999999999999,-1.3461,-2.7744,0.44000000000000006,-0.14290000000000003,0.45330000000000004,-1.0571,0.6104,-0.7283999999999999,-2.0357000000000003,0.5507,-0.2065999999999999,-0.5553999999999999,0.6446000000000001,-0.13929999999999998,-2.4061000000000003,2.0224,-0.5259,1.2193,0.5109,0.5266000000000001,3.8270999999999997,6.3974,-1.4648,4.2572,2.2051,-0.9297000000000002,0.4054,-1.1097,-0.37549999999999994,0.19199999999999995,-2.0991,1.0246,0.6608,-1.0795000000000001,-2.5145,-1.9353,-0.6833,-0.34729999999999994,-5.2357000000000005,0.6439,0.11949999999999994,-1.5035,2.7142,-0.14650000000000007,-0.8030000000000002,0.4701000000000001,1.9741,-2.9693000000000005,1.4287,-3.5410000000000004,-0.7893000000000001,-2.6693,-1.9431,2.0627,-2.6382000000000003,-0.02499999999999991,0.6601
2019-09-12,-0.7027,-0.4491,-0.792,-0.722,-3.6929999999999996,-10.4015,-0.6779999999999999,2.5232,-0.022399999999999975,-0.12479999999999997,1.7425,0.6685999999999999,3.4391000000000003,0.3787,0.13490000000000008,1.5153999999999999,-0.8901,1.1768,0.21910000000000002,0.2223,-0.6206,3.3991000000000002,1.2208999999999999,2.6729000000000003,-0.002599999999999991,0.5183,-0.5202,-0.48929999999999996,-0.6661999999999999,-1.2788,4.0032,-0.12169999999999997,2.625,-1.1549,-1.3682,4.5584,-4.758500000000001,-0.40049999999999997,0.5939999999999999,0.4096,0.1577,-1.1353,2.6865,2.9343000000000004,0.10870000000000007,0.692,-0.8952,0.40220000000000006,0.4503,-0.7409,1.7541999999999998,0.29740000000000005,-1.7904,0.3562,1.6278,-0.3509,0.0358,-0.21259999999999998,-1.1387,0.2916,-2.5888,-1.09,-0.413,1.4729999999999999,-1.7976,-0.28259999999999996,-2.1578999999999997,-1.6588,-0.5433,0.32550000000000007,-0.2229,-0.8243,-1.1413,0.3474,-0.9454,-1.0933,1.5669,-1.1824999999999999,-0.37629999999999997,0.27340000000000003,0.07080000000000003,-0.44129999999999997,0.7339,-0.8573999999999999,0.5992999999999999,-0.1793,-0.07139999999999996,0.9925999999999999,-4.4331000000000005,-0.11729999999999996,-0.002599999999999991,-0.3797,0.7176,0.1517,-1.5752,0.6131,-1.406,-0.8928,-0.16709999999999997,6.7657
2019-09-16,-0.2219,1.1509,-1.1097000000000001,2.3606999999999996,5.0717,-3.0025000000000004,0.6638000000000001,-0.14039999999999997,0.16720000000000002,-0.2219,-2.6628999999999996,1.6264,-3.7827,-1.9137,-0.7669,-1.1678,-1.8074,-0.4566,0.5319,0.2832,0.6621,3.3846999999999996,-0.27999999999999997,2.3266,-0.4944,1.8541999999999998,-0.7585999999999999,-0.5274,0.7933000000000001,-0.003599999999999992,5.2978000000000005,5.3928,0.2695,2.2874999999999996,3.1163999999999996,2.6742,1.4749,-0.9587,0.3416,0.8271,-1.3568,0.7331,-1.3295,-2.4081,0.3295,1.4174,0.08650000000000002,1.9344,-1.0777999999999999,0.9294,0.06209999999999999,0.5117,2.1245000000000003,1.6388,-1.6638,-1.7324,0.5972000000000001,5.2781,-1.9763,-1.6213,-1.0767,-1.2644,-0.2219,4.4461,-1.3724,-1.3938,8.7454,-0.4645,0.0912,-0.2357,-1.2339,0.0731,-1.2668,-0.9346,-3.1262,0.3869,1.1280000000000001,-0.9586,-1.5058,4.3118,1.8414,1.3887,-0.0716,-1.7844,-0.7706999999999999,-0.0179,-0.5005,-1.0635,-1.3152,-1.8886,2.2066,0.6879000000000001,-0.0542,2.8665000000000003,9.773200000000001,-2.5046,2.9447,1.2044,0.5673,1.15
