date,我武生物,博腾股份,溢多利,九强生物,金石亚药,广生堂,美康生物,山河药辅,迈克生物,万孚生物,赛升药业,富祥药业,海顺新材,新光药业,陇神戎发,贝达药业,兴齐眼药,赛托生物,海辰药业,康泰生物,普利制药,同和药业,凯普生物,透景生命,海特生物,艾德生物,天宇股份,九典制药,一品红,中国医药,华润双鹤,人福医药,ST金花,同仁堂,太极集团,天坛生物,中牧股份,复星医药,生物股份,西藏药业,浙江医药,太龙药业,圣济堂,中恒集团,海正药业,恒瑞医药,羚锐制药,安迪苏,中新药业,白云山,亚宝药业,健康元,ST金泰,现代制药,昆药集团,片仔癀,千金药业,天药股份,联环药业,ST康美,华海药业,*ST交昂,天士力,康缘药业,济川药业,*ST中珠,康恩贝,益佰制药,神奇制药,哈药股份,*ST目药,江中药业,莱美药业,安科生物,沪深300能源(一级行业)指数,沪深300价值指数,中证可选消费指数,沪深300地产指数,全指可选,寿仙谷,大理药业,正川股份,方盛制药,康惠制药,莎普爱思,济民制药,奥翔药业,威尔药业,辰欣药业,基蛋生物,九洲药业,司太立,美诺华,普莱柯,珍宝岛,康辰药业,安图生物,灵康药业,卫信康,健友股份,海利生物,诚意药业,步长制药,南卫股份,北陆药业,红日药业,上海凯宝,康芝药业,吉药控股,华仁药业,向日葵,瑞普生物,智飞生物,沃森生物,上证民营企业红利指数,广誉远,*ST辅仁,鲁抗医药,华北制药,海欣股份,通化东宝,仟源医药,常山药业,尔康制药,利德曼,博雅生物,香雪制药,振东制药,佐力药业,福安药业,翰宇药业,舒泰神,金城医药
2019-11-15,15.96337985152904,-15.405320148470958,-27.534520148470957,2.1507798515290455,-7.689220148470955,-9.327420148470955,-9.419120148470954,-5.995920148470956,6.220979851529044,-3.2252201484709553,-9.859020148470954,-11.387320148470954,-1.5554201484709567,-4.106720148470956,0.9241798515290465,24.753479851529047,-9.70262014847096,-1.1659201484709556,6.609279851529045,3.8245798515290446,2.223079851529044,-12.213920148470958,1.771879851529046,-4.890920148470955,-7.371420148470956,-5.276220148470957,-13.736520148470959,0.7444798515290456,-10.310520148470957,-0.691620148470955,-1.8330201484709558,9.115079851529044,-1.9493201484709544,-3.7284201484709545,-10.277720148470953,-7.824620148470954,-14.280820148470957,5.303779851529044,7.212779851529045,-17.169520148470955,15.225579851529044,-9.958420148470957,-23.627120148470954,0.6418798515290449,7.268879851529046,8.391679851529043,23.74977985152905,4.749079851529046,-8.562420148470956,-7.749920148470957,-6.359620148470954,5.7136798515290455,3.498479851529045,2.458279851529045,0.4777798515290441,-9.990420148470953,-3.044720148470955,-7.6555201484709565,0.13837985152904503,-17.016220148470957,9.666279851529042,-3.2036201484709546,-4.910820148470956,-15.101120148470953,-20.975620148470952,-13.872220148470955,-4.161420148470954,-3.200420148470956,-6.691320148470957,-4.053220148470954,-18.023220148470955,-5.819920148470954,3.5890798515290427,-5.170920148470958,-6.931063148470955,-3.1221361484709544,-0.7951761484709556,-5.149933148470956,-1.8299191484709563,-4.524920148470955,-12.366320148470956,12.343879851529046,6.803679851529046,-4.124820148470956,-11.528220148470954,2.739179851529044,-1.5169201484709545,-6.734720148470956,7.650879851529046,-12.152020148470957,7.955779851529044,-0.7482201484709541,2.6294798515290423,5.950779851529044,-4.026320148470956,-13.367520148470955,7.685079851529046,-12.800520148470955,-9.973820148470958,6.349879851529044,-1.3935201484709536,-9.197720148470957,-1.866820148470956,-11.931320148470954,-8.235620148470955,-1.4924201484709552,3.5238798515290446,-9.021420148470948,-6.201220148470956,-4.629620148470956,-7.360320148470954,0.656279851529046,-9.724320148470955,-0.022020148470953682,-2.809020148470955,-9.144920148470955,-3.556620148470957,5.570979851529046,4.546479851529045,-0.5521201484709546,-17.647220148470954,-8.17882014847096,-4.632020148470955,-2.6598201484709563,14.14117985152905,-4.552820148470955,5.972679851529043,-14.795520148470956,-4.212320148470956,-4.936320148470956,-12.463320148470952,-12.096220148470955,-5.9243201484709545
2019-11-18,19.34661927696181,-7.380380723038192,-28.330580723038192,-1.5132807230381893,-9.14538072303819,-11.051180723038192,-12.045480723038192,-8.142480723038192,9.537819276961807,0.32681927696181057,-9.89478072303819,-9.428880723038192,-8.932480723038191,-5.066980723038191,-1.0524807230381907,19.821219276961813,-8.268680723038194,-1.0794807230381909,6.343419276961809,4.87321927696181,4.724619276961809,-11.219480723038192,6.8877192769618105,3.63291927696181,-5.475880723038192,5.290219276961807,-13.996680723038192,7.0543192769618095,-10.624080723038192,-2.0282807230381907,-2.5875807230381915,9.21811927696181,2.6612192769618095,-3.34638072303819,-12.04028072303819,-5.74288072303819,-19.253780723038187,6.355919276961808,1.0490192769618103,-17.02188072303819,17.808319276961807,-9.30488072303819,-21.851880723038185,-0.4527807230381908,5.442319276961807,8.783319276961807,23.10721927696181,3.3597192769618114,-10.050180723038192,-6.628980723038191,-7.44278072303819,5.77721927696181,-0.9252807230381919,1.1583192769618096,-5.869980723038193,-10.05738072303819,-6.20788072303819,-6.956580723038192,0.0810192769618091,-14.731880723038188,7.1402192769618065,-5.429180723038189,-6.841380723038192,-16.963680723038188,-23.919980723038186,-11.857980723038192,-6.360580723038194,-3.316380723038192,-8.191680723038193,-3.2012807230381903,-16.227280723038188,-6.598580723038189,3.9618192769618084,-6.4231807230381905,-7.47463472303819,-4.525651723038191,-2.1948757230381917,-8.677993723038192,-2.945341723038192,-4.7958807230381915,-6.601380723038192,16.25661927696181,2.790119276961812,-5.7226807230381915,-13.32588072303819,0.9603192769618082,4.9221192769618085,-7.025180723038192,12.58561927696181,-10.084680723038193,4.886119276961807,-3.7791807230381895,7.698519276961807,-6.13238072303819,-4.616380723038191,-15.118780723038192,7.508519276961812,-13.024580723038195,-11.465580723038192,4.838919276961809,-1.614480723038188,-4.667380723038191,-2.8838807230381907,-9.630580723038193,-9.247080723038192,-2.393680723038191,0.6177192769618092,-10.145880723038186,-17.83568072303819,-6.152880723038192,-9.904680723038188,-5.381080723038189,-7.410680723038192,4.11361927696181,-3.720193723038191,-11.569280723038188,-2.522380723038192,4.713319276961809,3.5547192769618112,-2.3394807230381898,-19.84108072303819,-10.311680723038194,-7.74188072303819,-6.029380723038189,2.111219276961812,-2.2921807230381894,2.945219276961807,-9.719380723038192,-1.9772807230381915,-8.231680723038188,-12.907480723038189,-15.10508072303819,-4.772980723038188
2019-11-19,23.003621625123913,-4.642478374876088,-19.532078374876086,-4.273378374876087,-10.726478374876088,-11.580178374876088,-12.139778374876087,-6.836378374876089,3.2992216251239124,-2.840378374876086,-10.420578374876087,-6.935678374876086,-7.736878374876088,-4.829978374876088,-1.1381783748760859,26.803921625123913,-6.28327837487609,-1.2791783748760877,7.269121625123914,9.267721625123913,0.9508216251239119,-9.746978374876088,14.359521625123918,0.5827216251239138,-6.1899783748760875,-1.7083783748760863,-12.06757837487609,5.8431216251239135,-11.108178374876088,-1.9507783748760867,-3.193178374876088,6.5098216251239105,2.294121625123913,-3.948278374876087,-12.335578374876086,-4.719978374876088,-17.503278374876082,5.512621625123913,1.9487216251239132,-13.09917837487609,14.969321625123913,-10.256078374876086,-17.96087837487608,-1.0743783748760871,5.353221625123913,9.81242162512391,18.418721625123915,-0.33837837487608713,-8.852778374876088,-6.405878374876089,-8.861478374876086,4.366621625123913,-1.274378374876087,1.106521625123913,-8.716178374876089,-11.796878374876085,-7.580378374876086,-7.276978374876087,-3.048778374876088,-16.603178374876087,6.433921625123909,-4.955978374876086,-6.624778374876087,-14.740778374876085,-23.08557837487609,-12.358878374876088,-4.386878374876089,-5.394778374876089,-8.127078374876088,-4.067978374876086,-17.271578374876082,-7.108778374876084,5.953021625123913,-6.652778374876087,-7.760406374876087,-4.660722374876086,-1.957236374876088,-7.474579374876088,-2.8401233748760877,-5.645878374876089,-10.457178374876086,20.021421625123914,1.8185216251239138,-5.6228783748760875,-12.495278374876088,-3.7050783748760883,8.919321625123914,-6.372478374876088,9.825221625123913,-10.47697837487609,3.2868216251239115,-1.7280783748760875,6.74922162512391,-7.3892783748760875,-4.776378374876088,-15.252478374876087,4.4544216251239135,-15.369578374876085,-12.087278374876087,6.131421625123913,-3.6203783748760854,-5.978678374876086,-2.8715783748760875,-7.1420783748760845,-10.275878374876088,-1.8167783748760875,1.1022216251239132,-10.810878374876083,-17.488678374876088,-6.710378374876088,-8.021578374876086,-5.900378374876087,-8.190978374876087,2.0541216251239143,-3.6484133748760867,-13.501078374876084,-3.3237783748760887,2.7908216251239133,4.564521625123914,-2.3848783748760867,-23.272578374876087,-11.82017837487609,-15.823478374876085,-6.7584783748760895,4.729421625123914,-7.086978374876088,0.9808216251239115,-10.039378374876089,-4.010578374876088,-9.285478374876087,-10.339778374876083,-10.123378374876086,-4.935878374876085
2019-11-20,25.05169345479116,-3.626406545208835,-16.777606545208833,0.5963934547911669,-11.232906545208836,-14.293006545208836,-11.871206545208835,-10.258806545208836,12.993493454791164,1.4555934547911653,-11.760806545208835,-7.392106545208834,-7.790906545208836,-5.194206545208837,-3.7667065452088355,24.802593454791168,-7.141706545208839,-2.496106545208835,3.7636934547911656,8.866593454791166,4.412493454791165,-13.087106545208835,17.76439345479117,-2.8493065452088344,-6.3517065452088355,3.3332934547911663,-12.112606545208838,3.8648934547911646,-12.526406545208836,-4.932506545208835,-1.8399065452088352,9.677593454791165,0.41269345479116515,-4.8266065452088345,-16.297706545208833,-4.021906545208835,-23.041706545208832,4.517293454791165,-0.3906065452088352,-13.204106545208838,15.923793454791165,-11.974606545208834,-19.21040654520883,-2.295006545208835,4.357193454791164,8.991493454791161,16.358293454791163,-1.4254065452088338,-9.049606545208837,-7.241306545208835,-10.801306545208837,7.011093454791165,-0.6207065452088356,1.3930934547911653,-9.176206545208837,-11.723206545208834,-9.205106545208835,-8.552206545208836,-3.0211065452088346,-13.939006545208834,4.7196934547911615,-8.703906545208834,-5.601606545208833,-16.816106545208832,-23.377306545208835,-8.623206545208836,-9.568706545208837,-8.912006545208836,-8.500706545208834,-6.632606545208834,-18.558606545208832,-7.435806545208832,7.055693454791163,-7.229006545208836,-8.520347545208834,-6.738196545208833,-3.6219325452088356,-8.018735545208836,-4.4309825452088365,-7.617506545208836,-13.579006545208834,26.391993454791162,-9.368206545208832,-7.186206545208834,-13.844706545208835,-5.512906545208835,11.362693454791165,-8.029406545208836,10.809993454791163,-3.4112065452088345,-0.5768065452088362,0.5081934547911668,2.708393454791164,-16.569806545208834,-4.469306545208836,-13.487906545208835,7.6009934547911655,-14.741806545208835,-12.252706545208833,7.285293454791164,-3.4878065452088327,-4.864206545208835,2.2576934547911662,-18.098806545208838,-11.421806545208835,1.0155934547911647,-0.1578065452088354,-13.75090654520883,-22.614006545208838,-6.766606545208836,-9.718006545208834,-8.819306545208836,-8.116506545208836,3.246893454791167,-4.9098975452088345,-17.023506545208832,-3.445806545208836,2.4590934547911667,11.882293454791167,-3.611806545208834,-15.309806545208836,-13.089606545208838,-18.27530654520883,0.20269345479116407,-2.8506065452088336,-7.314406545208835,-0.528006545208836,-11.168606545208835,-4.662506545208836,-12.552206545208834,-7.846906545208835,-14.102706545208836,-5.458306545208833
2019-11-21,23.483545748893,-5.075454251106994,-16.741654251106993,2.183845748893007,-10.640854251106996,-15.275354251106993,-11.730554251106994,-10.078754251106997,14.265245748893005,3.6632457488930066,-11.820954251106995,-5.519554251106994,-7.795454251106994,-5.932154251106995,-2.7579542511069937,26.495745748893007,-6.6328542511069974,1.390745748893004,6.9718457488930055,8.567745748893005,6.218145748893005,-11.069554251106995,17.46014574889301,-2.679354251106993,-5.363254251106994,6.057945748893008,-11.211454251106996,1.6473457488930046,-13.511954251106996,-4.392254251106994,-1.433354251106995,9.782645748893005,-0.45375425110699386,-5.185354251106995,-14.654054251106992,-3.2774542511069953,-24.204954251106994,4.040445748893006,-1.2800542511069943,-13.629354251106998,17.610845748893006,-12.152554251106995,-20.623354251106992,-0.9558542511069938,6.029445748893005,6.860745748893004,19.453145748893004,-0.4587542511069935,-8.741654251106997,-7.031554251106996,-10.012054251106992,8.271745748893007,-2.3457542511069946,1.9320457488930058,-6.685354251106996,-12.346654251106994,-8.456154251106996,-7.726254251106994,-3.559654251106995,-14.767654251106993,3.1229457488930015,-8.614354251106995,-2.3887542511069935,-17.16685425110699,-22.012854251106994,-8.355754251106996,-10.573754251106996,-6.968754251106994,-7.606054251106993,-4.742654251106993,-18.30515425110699,-5.6559542511069925,12.413345748893004,-5.652054251106995,-8.237830251106994,-7.350059251106993,-3.907534251106995,-8.463253251106998,-4.531199251106996,-5.416754251106995,-11.142554251106993,34.086845748893005,-5.965654251106992,-7.723354251106997,-12.991754251106997,-6.1085542511069955,16.021945748893003,-7.830954251106994,9.154245748893006,-2.146254251106994,1.8698457488930034,0.1036457488930056,1.0045457488930016,-16.233854251106994,-5.029654251106995,-11.296854251106994,7.316945748893006,-13.115454251106993,-12.728254251106993,6.457945748893005,-2.2549542511069927,-5.656054251106994,2.622445748893007,-17.318654251106995,-8.389154251106993,1.870745748893005,1.2424457488930063,-12.60105425110699,-25.21065425110699,-2.718554251106994,-8.954454251106997,-10.726054251106994,-7.120154251106994,7.485145748893008,-4.420679251106994,-14.063854251106992,-6.570354251106995,0.229045748893006,10.769745748893005,-2.871054251106994,-16.865054251106994,-11.997154251106997,-16.62875425110699,11.417245748893004,-0.5568542511069925,-4.894654251106994,-0.650054251106996,-10.306754251106995,-4.738354251106996,-6.353454251106995,-9.526354251106994,-16.486354251106995,-5.962954251106991
2019-11-22,19.136829253231667,-3.6340707467683284,-11.726070746768329,3.5097292532316735,-9.236570746768328,-12.429470746768327,-8.898570746768328,-5.1248707467683285,12.576129253231672,-1.440470746768328,-8.87057074676833,-4.934470746768328,-3.255470746768329,-3.5096707467683284,-8.806570746768326,24.618229253231675,-0.9378707467683314,4.122029253231672,7.374529253231671,2.7086292532316723,6.469229253231674,-6.1001707467683275,17.183729253231675,-1.6546707467683264,-1.9643707467683271,1.1851292532316737,0.486129253231673,4.979729253231671,-8.867870746768327,-2.007670746768327,1.4069292532316724,10.28792925323167,3.2334292532316726,-2.3682707467683266,-13.949470746768329,-1.2192707467683268,-20.577070746768324,4.280329253231672,0.8157292532316733,-13.887270746768333,21.31832925323167,-10.92547074676833,-9.899970746768325,2.6739292532316723,9.85112925323167,2.4746292532316727,19.630429253231675,3.138829253231674,-6.8241707467683295,-5.24557074676833,-6.5697707467683255,10.411729253231675,1.5417292532316715,4.988729253231673,-3.755970746768328,-4.257770746768327,-6.889470746768328,-2.607270746768327,-1.0417707467683273,-12.059070746768327,5.261529253231668,-3.715570746768326,3.2968292532316728,-14.499470746768328,-18.717670746768327,-5.2250707467683295,-9.058770746768328,-3.469870746768329,-4.194570746768328,-0.7025707467683273,-12.928170746768329,-7.433270746768327,15.398729253231672,3.0276292532316713,-2.5001397467683253,-2.0087007467683256,0.3068812532316718,-3.625506746768328,-0.418494746768328,-4.626370746768327,-7.966470746768328,30.677229253231673,-3.759670746768326,-5.024870746768329,-7.591670746768329,-4.387670746768328,17.938329253231668,-3.483970746768328,7.33242925323167,0.23222925323167276,-2.1430707467683283,-1.9491707467683268,1.7104292532316712,-7.767570746768332,-1.1501707467683282,-8.507370746768327,2.7292292532316713,-9.623670746768326,-7.995470746768326,-1.9880707467683276,1.6159292532316738,-4.936070746768328,3.8401292532316744,-11.73337074676833,-5.473070746768329,5.524229253231671,4.347829253231672,-8.457470746768323,-26.254370746768327,-1.2631707467683277,-5.702170746768328,-10.152270746768327,-5.383370746768328,6.059229253231674,-0.5251327467683282,-11.590470746768325,-2.6981707467683282,2.6883292532316725,11.459329253231676,1.917929253231673,-13.035470746768329,-10.311070746768328,-8.818270746768324,7.079229253231669,3.9152292532316744,-5.2148707467683275,0.7539292532316713,-6.2251707467683275,-1.9271707467683292,-4.518470746768327,-5.0600707467683295,-10.74697074676833,-4.118070746768325
2019-11-25,10.92918948171856,-4.1532105182814405,-10.48961051828144,2.9057894817185606,-8.463210518281441,-13.23001051828144,-8.686910518281438,-4.032310518281442,13.750889481718557,-1.8185105182814398,-8.30051051828144,-3.941110518281439,-2.61991051828144,-2.9262105182814393,-14.909910518281436,26.66508948171856,-4.820510518281441,5.163289481718559,2.5131894817185625,-0.04431051828143984,6.774389481718561,-5.291210518281439,16.338589481718557,-1.3772105182814374,-0.10411051828143902,2.130389481718563,-1.6190105182814385,4.7255894817185595,-11.326910518281437,0.9491894817185607,1.9727894817185603,13.154589481718558,1.510589481718561,-0.7082105182814393,-7.867010518281438,0.5108894817185607,-21.732210518281434,6.366789481718562,2.201889481718562,-6.166310518281441,22.34988948171856,-10.69551051828144,-9.259710518281437,3.792389481718561,8.86308948171856,0.027589481718561015,19.97988948171856,4.583489481718561,-5.80901051828144,-3.4272105182814396,-4.814510518281436,9.455889481718563,6.56518948171856,5.239489481718561,-9.181010518281441,-1.6458105182814375,-4.283010518281438,-1.0013105182814388,-1.3187105182814387,-8.774410518281439,4.590089481718557,-5.65741051828144,2.639389481718561,-12.22291051828144,-8.892510518281437,-2.0146105182814398,-5.259410518281442,-2.0978105182814404,-4.57121051828144,0.011689481718560768,-11.76161051828144,-5.624910518281437,6.0723894817185595,-1.2621105182814398,2.3259454817185605,2.310782481718561,2.864273481718561,3.6996434817185606,1.3939054817185599,-4.275710518281439,-8.293610518281438,27.110989481718562,-6.866810518281437,-4.675410518281441,-7.52051051828144,0.5735894817185607,18.246189481718556,-6.1910105182814394,1.8714894817185606,0.15108948171856085,-4.39961051828144,-1.0258105182814394,5.746889481718558,-12.381210518281444,0.5495894817185603,-6.2238105182814385,3.3137894817185605,-3.395910518281437,-7.993210518281437,0.7498894817185604,0.2785894817185621,-4.046010518281439,2.384989481718562,-11.342110518281437,-7.6792105182814385,7.467589481718559,7.073289481718561,-8.270310518281434,-20.188610518281436,-1.91241051828144,-4.336710518281439,-8.02661051828144,-5.35771051828144,8.357989481718565,1.8442754817185611,-14.745610518281435,-0.8765105182814399,2.724589481718561,4.776889481718559,7.29088948171856,-7.883510518281439,-11.198010518281443,-6.858510518281437,1.9545894817185574,5.981789481718562,-4.5309105182814395,3.47088948171856,-3.1676105182814407,-4.25741051828144,-7.349310518281437,-4.335110518281439,-10.148410518281441,-1.3087105182814363
2019-11-26,8.146279477658656,-1.8589205223413423,-10.41822052234134,-0.038420522341341634,-6.709020522341342,-13.248020522341339,-8.474420522341342,-3.799820522341342,11.959779477658657,-2.5763205223413417,-8.755320522341341,-5.771820522341341,-2.0673205223413427,-3.1823205223413424,-7.1999205223413405,34.295379477658656,2.0236794776586553,4.869279477658657,0.07997947765865954,1.9708794776586593,6.200579477658659,-2.016320522341342,18.124279477658657,-2.7059205223413407,-0.5079205223413417,1.5699794776586613,8.103479477658661,2.387679477658657,-14.016520522341343,-1.2975205223413413,-0.279120522341342,9.846279477658657,-0.6089205223413408,0.6403794776586595,-5.973720522341342,3.0168794776586583,-22.282020522341337,3.7108794776586578,-1.38192052234134,-3.344420522341342,24.052779477658657,-9.617320522341343,-8.450920522341343,2.319479477658659,6.436479477658658,0.13247947765865897,18.46797947765866,6.374779477658659,-6.375220522341341,2.142579477658659,-4.888920522341341,3.861079477658661,5.851779477658658,3.417379477658659,-10.65432052234134,-2.92342052234134,-4.49852052234134,-1.6125205223413412,-1.77612052234134,-5.90882052234134,-4.4387205223413435,-11.51392052234134,2.813579477658659,-13.387120522341341,-9.078520522341337,-0.4580205223413407,-5.344020522341342,-1.6685205223413422,-3.635720522341342,-1.6561205223413409,-10.198020522341341,-8.02932052234134,8.907079477658659,-3.5974205223413414,1.4472084776586591,1.5972884776586593,1.867889477658658,3.252966477658658,0.7216514776586578,-2.703120522341341,-7.35472052234134,25.970279477658654,-2.8921205223413398,-4.473720522341343,-6.808920522341341,-0.5580205223413421,24.002079477658654,-5.397820522341341,0.7497794776586576,0.8356794776586589,-4.317520522341343,-5.725520522341341,10.701079477658658,-18.22712052234134,-0.6874205223413419,-9.11372052234134,2.1536794776586583,-1.0664205223413414,-7.956520522341339,-1.2707205223413414,-2.2616205223413406,-2.7525205223413405,1.5594794776586598,-7.841520522341342,-6.377620522341341,4.3874794776586565,3.1277794776586587,-9.375520522341338,-11.726820522341344,-0.10112052234134206,-3.4603205223413402,-10.071920522341342,-4.817520522341341,9.045279477658662,1.3297284776586589,-15.532820522341337,2.7421794776586585,3.806179477658659,8.70347947765866,10.180079477658659,-6.651820522341344,-7.543720522341343,-6.369720522341339,1.0962794776586553,6.253879477658661,-3.94852052234134,3.248179477658657,0.10937947765865808,-5.290220522341341,-5.875620522341341,-3.518620522341341,-9.985420522341341,-3.8041205223413384
2019-11-27,8.607445842027545,-11.697654157972448,-5.253554157972447,4.639645842027553,-5.1016541579724475,-13.249254157972445,-5.050854157972447,-3.275654157972448,9.473245842027552,-2.3649541579724467,-7.3295541579724475,-1.3868541579724485,-3.959054157972448,-3.2219541579724487,-0.4906541579724477,33.19034584202755,2.835145842027551,6.1838458420275515,-1.9429541579724472,-8.733454157972446,7.280945842027552,2.1198458420275523,15.252345842027554,-2.9833541579724447,3.6421458420275528,3.603845842027556,15.213645842027553,5.038345842027551,-15.84465415797245,-1.0426541579724475,0.30304584202755214,12.849245842027551,-2.4536541579724473,-0.06425415797244671,-6.195154157972447,1.0972458420275522,-24.229654157972448,5.993345842027552,-4.674554157972446,-2.8993541579724473,21.963845842027553,-7.176454157972446,-9.773854157972448,1.841745842027553,9.803045842027553,1.4728458420275525,17.891045842027555,5.927945842027554,-3.2845541579724475,1.6504458420275525,-6.024154157972445,10.773945842027556,10.052745842027553,2.575145842027553,-10.379554157972448,-4.030154157972447,-5.068854157972446,1.118045842027553,-1.0823541579724465,-6.1413541579724455,-4.764854157972449,-7.4728541579724475,4.545145842027552,-15.545554157972445,-4.589554157972446,-5.0986541579724465,-2.06515415797245,-0.8157541579724479,-3.4224541579724477,-1.548354157972446,-10.438554157972447,-8.463554157972446,6.316645842027552,-2.012554157972448,0.9609138420275531,1.4497658420275523,1.917263842027553,2.7026408420275527,0.922640842027552,-1.7195541579724463,-7.148254157972446,18.392545842027552,-0.8973541579724459,-3.1857541579724478,-6.5905541579724485,-0.27915415797244725,23.06144584202755,-4.785254157972447,-1.1943541579724473,0.901645842027553,-3.1797541579724484,-4.932254157972447,11.75564584202755,-21.577054157972448,-0.05545415797244785,-0.5401541579724483,0.8078458420275518,-2.315254157972448,-7.623354157972447,-4.347654157972448,-1.8384541579724463,-3.0407541579724464,0.7765458420275537,-7.691054157972448,-6.468654157972447,2.8327458420275526,3.432545842027553,-19.556354157972446,-9.738654157972448,2.2303458420275524,-3.2388541579724475,-16.944154157972445,-5.818954157972447,8.227745842027554,2.2484068420275536,-13.351854157972445,-2.1206541579724485,3.677545842027553,10.717945842027548,12.003245842027551,-5.2659541579724465,-6.311254157972449,-6.002354157972445,-0.44345415797244975,1.4849458420275532,-3.2812541579724472,2.8134458420275514,-0.06285415797244931,-3.3074541579724475,-3.5032541579724468,-2.842554157972446,-10.491554157972448,-3.154154157972445
2019-11-28,6.420492255720879,-6.2805077442791175,-3.982707744279118,6.961592255720882,-6.424307744279117,-9.642407744279117,-3.9356077442791175,-6.3354077442791175,10.164592255720882,-0.16110774427911734,1.7925922557208829,-2.004307744279118,-3.1139077442791185,-3.1814077442791184,-8.376507744279118,36.158992255720875,0.6036922557208815,8.388892255720881,-0.06520774427911702,-6.357607744279116,8.799392255720882,8.264292255720884,18.833592255720887,-5.159807744279114,4.706192255720883,2.5300922557208847,20.077592255720884,7.69659225572088,-14.92780774427912,-1.1998077442791175,-0.7346077442791177,5.674692255720881,-0.6573077442791179,-0.507307744279117,-5.165207744279117,0.6791922557208825,-21.102007744279117,2.902492255720883,-6.127807744279116,1.7673922557208819,14.83389225572088,-4.629107744279117,1.8484922557208823,1.8358922557208825,2.8131922557208817,0.7242922557208827,10.579992255720883,7.063792255720885,-3.3731077442791175,0.2993922557208829,-3.932207744279118,11.508892255720886,5.9508922557208805,2.6842922557208824,-11.82440774427912,-4.546507744279116,-3.039907744279117,3.0765922557208825,-2.522007744279116,-5.638307744279116,1.2626922557208822,-4.554707744279117,4.7373922557208825,-17.104007744279116,-3.875207744279116,-0.2545077442791168,-10.209507744279117,-1.0401077442791185,-6.479207744279118,0.5528922557208839,-6.316907744279116,-8.806207744279115,6.5929922557208815,-1.3701077442791174,0.9240572557208839,1.2790852557208836,1.2388732557208824,2.2197782557208816,0.852281255720882,-0.7917077442791172,-6.334407744279118,15.917592255720875,-1.924207744279116,-3.435607744279118,-3.7398077442791173,1.2461922557208824,24.585892255720882,-3.9074077442791175,0.8892922557208822,1.1544922557208832,-4.616907744279119,3.1880922557208793,15.17429225572088,-22.24650774427912,0.11439225572088191,0.5579922557208812,7.757992255720881,-1.9786077442791168,-4.536907744279118,-6.907707744279119,-7.094707744279117,-8.676407744279118,1.9665922557208848,-6.2701077442791195,-4.668707744279117,1.9340922557208815,6.501792255720883,-12.237607744279115,-10.793207744279117,4.725692255720881,-2.043407744279117,-13.751807744279118,-6.313807744279118,4.103092255720883,1.6951062557208836,-11.192807744279117,-3.272707744279119,4.311992255720884,13.325592255720885,9.799292255720884,-5.883207744279119,-5.6158077442791186,-2.320007744279117,-1.15820774427912,2.6572922557208822,-4.965307744279118,4.0449922557208815,-0.08190774427911851,-4.346507744279118,-5.280607744279117,-3.081307744279117,-7.315207744279118,-1.2492077442791154
2019-11-29,5.443191628698946,-7.041008371301053,-0.90230837130105,8.761191628698949,-4.14460837130105,-8.239008371301049,-2.7965083713010492,-2.974108371301052,6.19759162869895,1.2496916286989503,3.5127916286989507,3.5718916286989497,-3.1085083713010513,0.3871916286989494,-4.105608371301051,23.42529162869895,4.30899162869895,9.027391628698949,1.0719916286989508,-6.43110837130105,6.52709162869895,15.242591628698953,12.486791628698949,-1.2318083713010481,6.46419162869895,2.5162916286989523,24.688191628698952,14.643991628698952,-14.993308371301051,0.8073916286989502,1.5850916286989496,6.515691628698948,0.5315916286989489,2.9388916286989506,-4.762108371301049,3.3738916286989493,-13.97060837130105,2.5737916286989506,-3.020208371301049,-1.370808371301052,4.808891628698949,-3.0956083713010494,7.93769162869895,3.5076916286989506,5.662891628698949,-2.2409083713010496,11.08969162869895,7.435391628698952,-3.4476083713010497,1.40699162869895,0.30279162869895027,5.280791628698953,8.162991628698949,3.1451916286989494,-10.928808371301052,-3.5436083713010484,1.1701916286989515,4.62259162869895,-0.766408371301049,-0.35940837130104786,5.309891628698949,-7.97560837130105,8.00309162869895,-15.377508371301047,-3.66940837130105,1.0402916286989496,-6.550908371301052,0.9673916286989492,-2.6094083713010496,1.73559162869895,-4.55050837130105,-5.87250837130105,9.20899162869895,-1.12940837130105,3.5967056286989503,1.9765986286989503,0.5130706286989499,2.8748196286989494,1.04239662869895,2.3530916286989503,-2.7944083713010492,17.968091628698946,0.758191628698951,-2.21620837130105,-3.028608371301049,2.0119916286989503,38.29949162869895,-2.07270837130105,0.5589916286989496,2.8305916286989503,-6.12440837130105,6.442891628698948,16.591191628698947,-17.041508371301052,2.8012916286989498,3.589291628698949,5.078291628698949,-0.8475083713010498,-0.41350837130105145,-7.804908371301051,-0.09230837130104907,-6.233908371301052,5.682891628698951,-5.08660837130105,-2.09110837130105,6.7156916286989485,7.364191628698951,-2.8436083713010496,-9.280208371301049,6.47659162869895,0.5819916286989502,-6.746408371301053,-3.364108371301051,5.609691628698951,3.407208628698951,-5.48170837130105,-0.3147083713010508,6.368591628698951,16.960391628698947,12.90979162869895,-11.572908371301049,-2.36910837130105,-0.9875083713010491,0.174191628698948,4.67539162869895,-1.7225083713010503,7.9972916286989495,3.814191628698948,-4.01970837130105,-1.90290837130105,-1.536908371301049,-3.70800837130105,1.8793916286989518
