date,澄天伟业,必创科技,飞利信,英唐智控,特发信息,歌尔股份,移为通信,民德电子,长盈精密,和而泰,国民技术,东软载波,*ST晨鑫,万盛股份,安控科技,润欣科技,东土科技,兆日科技,澳洋顺昌,力源信息,联创光电,经纬辉开,三川智慧,富瀚微,苏试试验,景嘉微,博创科技,水晶光电,太极实业,睿创微纳,鼎龙股份,木林森,纳思达,科力远,中颖电子,高鸿股份,大族激光,紫光国微,赛微电子,太辰光,汇顶科技,轴研科技,华工科技,跃岭股份,联创电子,晶晨股份,全志科技,乾照光电,海伦哲,智光电气,上海贝岭,北方华创,四维图新,亚翔集成,士兰微,聚灿光电,光弘科技,汉威科技,*ST大港,证通电子,扬杰科技,通富微电,天龙股份,中微公司,翠微股份,澜起科技,中科曙光,苏州固锝,晶方科技,航锦科技,怡达股份,国科微,华胜天成,博通集成,鼎信通讯,*ST北能,恒实科技,格力电器,圣邦股份,荣联科技,大恒科技,奥普光电,*ST华讯,韦尔股份,波导股份,瑞斯康达,明阳智能,欧比特,南洋股份,劲嘉股份,兆易创新,华天科技,华灿光电,北京君正,华微电子,腾信股份,卓胜微,*ST盈方,*ST德豪,海特高新,博威合金,乐鑫科技,长电科技,上海新阳,中化岩土,晓程科技,大唐电信,金信诺,光力科技,吉视传媒,张江高科,华力创通,卫士通,亨通光电,嘉欣丝绸,淳中科技,华西股份,友讯达,合众思壮,天和防务,*ST高升,综艺股份,三安光电,传艺科技,宏达电子,ST瑞德,三泰控股,振芯科技,兆驰股份,中海达,光库科技,捷捷微电,光迅科技,台基股份,富满电子,亚光科技
2019-12-12,-1.052042415645985,-0.21114241564598624,-7.695842415645982,-10.361842415645986,-7.463742415645985,-12.840542415645986,-5.965742415645984,-9.451642415645985,-1.2934424156459874,0.4877575843540165,-6.195442415645984,0.3364575843540121,-9.433942415645983,-13.669742415645988,2.065057584354015,7.518057584354015,-5.233142415645986,-6.044242415645986,0.9068575843540136,-2.395242415645988,-4.512142415645984,-5.297542415645986,-4.186442415645986,-8.784542415645985,-6.807142415645986,11.77735758435401,10.603457584354011,1.6240575843540137,6.299057584354013,-2.8258424156459907,-9.88024241564599,-0.07204241564598579,5.226957584354014,-16.225042415645987,-4.491642415645986,-5.960642415645985,-4.206142415645988,-1.6290424156459866,16.960157584354015,-0.3218424156459855,-0.772842415645987,-4.281542415645987,-5.178142415645988,-4.616942415645984,15.015957584354016,-3.684742415645986,6.170757584354013,17.77925758435401,-17.514442415645988,-10.849842415645986,-1.347742415645986,5.906557584354014,1.7683575843540118,-5.140342415645985,-3.3377424156459856,-4.442742415645983,4.052557584354014,-8.033742415645984,4.048157584354014,-5.118442415645984,4.8390575843540145,16.116357584354013,3.285557584354015,8.583957584354014,-5.573842415645987,-5.210142415645986,-3.6538424156459866,20.332557584354014,45.03955758435401,11.764457584354014,-3.2462424156459857,-2.545342415645985,-7.243442415645987,-5.4604424156459865,12.540557584354014,-1.1028424156459886,-8.561342415645987,-4.512842415645988,-3.498442415645986,0.3418575843540146,-9.116242415645987,-3.473842415645987,-18.042942415645985,12.90025758435401,-6.731742415645985,-2.9661424156459852,1.0659575843540143,-2.0109424156459843,6.3378575843540155,6.387957584354015,7.183757584354012,9.692457584354013,18.048357584354015,34.04965758435401,1.4181575843540133,-2.3476424156459856,-9.888042415645984,-2.087642415645985,-2.0385424156459857,-2.2156424156459846,-0.3589424156459863,-6.091042415645985,7.660657584354017,0.17945758435401393,-12.311442415645985,-1.9735424156459875,10.067557584354015,-8.220342415645986,-16.584442415645988,-5.0969424156459855,-12.916542415645985,-17.754942415645985,-9.477342415645985,-7.403642415645986,-3.9902424156459846,7.578157584354011,5.579257584354016,-4.763642415645987,-20.458142415645987,-7.621542415645987,6.2647575843540135,3.0363575843540143,-3.0668424156459873,3.1031575843540127,-1.1381424156459836,-1.9208424156459858,-2.904242415645986,-4.669542415645987,2.617957584354014,-5.1742424156459865,-6.956542415645986,17.459657584354012,-4.0272424156459845,13.929357584354014,-3.528942415645986,-3.4062424156459854
2019-12-13,4.536558743967071,0.3432587439670729,-3.573541256032926,-5.491241256032928,-6.071341256032927,-9.847641256032926,-5.730241256032925,-8.602941256032926,3.592058743967071,0.5051587439670753,-2.0315412560329267,0.37255874396707167,-8.480241256032926,-13.871741256032928,3.075258743967072,10.133558743967074,-2.8784412560329273,-4.869941256032927,4.226058743967073,0.41505874396707076,-6.835541256032927,-4.345841256032927,-3.846741256032926,-8.064341256032929,-2.8276412560329267,9.438058743967074,5.930558743967072,8.315058743967072,6.247758743967074,-5.398541256032931,-7.99844125603293,0.5056587439670726,6.275458743967074,-16.528741256032927,-0.6266412560329271,-4.226641256032926,-4.988341256032927,0.19845874396707341,22.23115874396707,1.432158743967074,-7.478341256032925,-7.615141256032927,-3.241541256032928,0.7161587439670751,20.246158743967072,-3.2403412560329263,9.90845874396707,14.10415874396707,-3.729641256032929,-10.261841256032927,-0.7527412560329276,7.131958743967074,3.2990587439670715,-3.7689412560329267,-2.6868412560329245,-3.436741256032925,-1.527141256032928,-5.066341256032926,16.950358743967072,-4.706441256032925,4.6991587439670734,20.422458743967074,4.0790587439670745,8.254858743967072,-6.579341256032927,-6.646941256032926,-4.098541256032927,25.07725874396707,47.670658743967074,16.40305874396707,-2.0620412560329258,-3.961441256032924,-6.043741256032927,-11.60144125603293,12.062858743967068,0.5807587439670705,-5.331041256032928,-2.1878412560329275,-4.618641256032926,0.5776587439670737,-7.358841256032927,0.2645587439670729,-14.579241256032926,7.167258743967069,-4.551141256032926,-2.5130412560329263,1.966058743967072,-1.3524412560329262,8.560458743967073,7.4045587439670735,8.384458743967075,11.804858743967072,16.198958743967072,25.60505874396707,3.089758743967072,-3.265541256032926,-8.184041256032925,-4.683241256032925,0.12545874396707357,0.20205874396707302,0.4737587439670726,-5.2620412560329255,6.814858743967074,-1.2721412560329277,-10.826641256032925,-2.8649412560329277,6.081858743967075,-8.161741256032927,-11.78214125603293,-3.7087412560329267,-7.849841256032929,-15.221241256032927,-10.020041256032927,-5.764041256032928,-1.8943412560329271,8.682058743967072,5.998658743967076,-4.594241256032926,-19.697941256032923,-4.327541256032928,5.820658743967073,2.977858743967074,-0.4928412560329274,2.191858743967072,-0.015341256032925354,-0.16414125603292695,0.09295874396707293,-2.714041256032928,5.490658743967072,-2.7714412560329267,-7.012341256032926,21.277158743967075,-3.977341256032927,15.852758743967074,-0.3781412560329266,-2.509541256032926
2019-12-16,6.534949752377402,1.2073497523774037,-7.449950247622596,-6.824250247622597,-7.805650247622594,-10.310650247622595,-5.485050247622594,-10.670650247622595,6.363749752377402,1.488549752377407,-3.7014502476225957,-0.17325024762259789,-11.497350247622595,-16.4383502476226,0.5482497523774044,5.016749752377405,-5.060650247622597,-6.377750247622597,4.132949752377403,0.44094975237740197,-7.6782502476225964,-7.326250247622596,-5.073150247622595,-10.813950247622596,-7.322750247622597,9.256849752377404,3.8958497523774027,16.949749752377404,4.851249752377404,-4.7104502476226005,-4.066950247622596,2.3892497523774043,8.830449752377405,-18.239150247622597,0.26324975237740533,-5.156450247622595,-4.262650247622597,-0.07785024762259629,26.563949752377408,1.5302497523774048,-9.489650247622595,-9.308550247622597,-3.457350247622599,-2.4280502476225942,21.227449752377403,-3.937250247622597,8.010949752377401,17.903749752377404,-1.2446502476225954,-9.295750247622594,-1.9108502476225966,6.8441497523774055,5.390549752377401,-7.038650247622595,-2.977050247622594,-2.7823502476225945,-1.4993502476225964,-5.284950247622595,16.801349752377405,-7.898150247622594,8.980449752377405,24.311149752377403,7.518249752377406,6.205349752377403,-10.426050247622598,-4.437150247622596,-4.481250247622597,27.6015497523774,53.9440497523774,15.767549752377402,-3.6818502476225956,-5.893150247622595,-6.582250247622596,-12.269050247622596,9.665749752377403,-7.540250247622598,-7.473050247622597,-5.241650247622598,-7.674650247622596,-1.8050502476225958,-8.024450247622596,-1.7706502476225972,-13.104750247622594,7.031749752377401,-5.037150247622596,-4.596950247622596,-3.5510502476225954,-1.3346502476225957,5.530749752377406,4.435149752377407,5.786149752377404,13.357749752377403,24.906849752377404,26.287549752377405,1.7833497523774033,-5.0399502476225955,-4.519850247622594,-8.137150247622596,-5.882850247622594,-1.3594502476225956,-5.418250247622598,-8.609850247622596,7.906649752377406,-3.3062502476225957,-11.969450247622596,-3.7031502476225966,3.819149752377402,-8.803450247622596,-17.928250247622596,-5.2739502476225955,-9.563050247622595,-15.601950247622597,-9.320450247622595,-10.964650247622597,1.4895497523774046,5.3043497523774015,7.200149752377408,-6.5410502476225965,-18.141250247622594,2.6815497523774043,3.629049752377405,2.517849752377403,2.464149752377404,6.0828497523774026,-1.9016502476225936,-2.6160502476225957,-7.6645502476225955,-4.306250247622596,9.415549752377403,-1.9778502476225963,-8.848150247622595,19.867349752377404,-5.875050247622596,14.625349752377403,0.7828497523774037,-3.4263502476225947
2019-12-17,3.880870786632811,0.9458707866328113,-7.891129213367188,-5.711629213367189,-4.0411292133671886,-4.205329213367189,-5.413629213367188,-10.069529213367186,5.611270786632808,-3.5759292133671856,-4.542729213367188,-0.6710292133671901,-12.69442921336719,-13.870829213367191,1.2472707866328112,7.15037078663281,-5.164429213367187,-7.346929213367188,2.109570786632811,-0.7504292133671908,-5.89792921336719,-5.805929213367189,-5.602229213367188,-11.341029213367191,-1.7681292133671893,6.145470786632812,-0.5294292133671901,14.24147078663281,3.6301707866328115,-1.7082292133671935,-1.4259292133671897,0.2979707866328124,6.110770786632811,-12.073229213367188,-1.8904292133671885,-5.944329213367189,-1.7529292133671903,-1.3714292133671893,37.93187078663281,-5.998329213367187,-7.637429213367188,-8.227029213367187,0.22207078663280932,-3.664429213367187,18.35747078663281,-3.608629213367189,8.78897078663281,14.851970786632808,-0.7436292133671882,-11.388529213367189,-2.551429213367189,5.385170786632813,3.8611707866328087,-7.425829213367188,-4.612929213367186,-4.030829213367187,-4.53522921336719,-5.3365292133671876,19.50557078663281,-6.324429213367188,8.559570786632811,22.49267078663281,5.542270786632811,3.6573707866328107,-10.173629213367187,-4.2168292133671885,-5.03252921336719,28.20927078663281,52.47717078663281,22.29067078663281,-4.275329213367188,-6.062129213367187,-7.30802921336719,-13.044529213367188,8.098870786632808,-6.05212921336719,-9.06762921336719,-3.4801292133671904,-10.993129213367187,3.4215707866328127,-8.632629213367192,-2.7755292133671903,-13.546429213367187,7.504170786632811,-7.056429213367187,-5.14062921336719,-4.00522921336719,-1.5711292133671884,2.293970786632812,-3.4196292133671893,2.391170786632811,11.73547078663281,24.66767078663281,22.082070786632812,0.6058707866328108,-6.915629213367189,-4.1814292133671875,-4.472229213367188,1.0398707866328114,-2.735329213367189,-4.808029213367189,-13.053129213367189,6.841770786632813,-4.33042921336719,-9.948029213367189,-2.612929213367189,5.757070786632812,-8.53232921336719,-16.67792921336719,-5.973929213367189,-7.562029213367191,-16.794529213367188,-8.621929213367189,-7.470429213367189,0.6662707866328113,6.7851707866328095,5.560770786632814,-8.055729213367188,-16.521829213367184,5.049970786632812,3.9211707866328123,-7.131429213367189,4.499570786632811,8.07277078663281,-3.662029213367187,-0.7677292133671885,-7.391829213367188,-5.37182921336719,15.01487078663281,-2.0106292133671895,-8.323029213367189,16.790770786632812,-8.07762921336719,10.222270786632809,0.8405707866328118,-4.451829213367188
2019-12-18,3.521364368502234,5.260564368502235,-7.510935631497764,-4.378035631497767,-6.842235631497765,-6.067935631497765,-7.367735631497764,-0.7086356314977653,7.450364368502233,-5.056135631497763,-6.747435631497765,-1.4193356314977663,-11.064135631497765,-16.491535631497765,3.2046643685022334,4.4708643685022365,-1.4117356314977654,-7.571235631497767,0.8572643685022343,4.346664368502233,5.331364368502236,-4.379835631497765,-7.961635631497765,-14.024635631497764,-1.1884356314977653,5.674264368502235,-1.362335631497766,14.483064368502234,2.5124643685022354,5.00216436850223,-2.325035631497765,4.242564368502235,2.105664368502234,-8.309635631497766,-0.3689356314977631,-6.710335631497766,0.585464368502234,-1.6525356314977657,47.132264368502234,-7.6514356314977645,-10.476535631497766,-9.438235631497765,-2.895435631497767,-1.4165356314977644,14.482864368502236,0.17206436850223428,9.32666436850223,18.31396436850224,0.23536436850223375,-10.060135631497765,-3.214735631497766,6.970364368502234,-7.402335631497769,-8.245935631497764,-6.410435631497764,-1.2423356314977632,-5.844335631497765,0.041164368502236925,18.354164368502232,-2.9685356314977653,12.958564368502238,20.04176436850224,6.149964368502236,3.897764368502234,-11.696635631497767,-1.3230356314977652,-6.0191356314977655,30.342964368502233,51.393164368502234,28.085964368502232,-5.524035631497765,-5.6899356314977645,-6.202335631497765,-12.870435631497765,5.036364368502234,-9.035835631497767,-6.700835631497767,-3.7304356314977665,-13.429435631497764,3.958364368502235,-11.200335631497769,-3.4119356314977654,-16.739135631497764,7.302664368502232,-7.663135631497766,-5.594535631497764,-2.4707356314977655,4.486964368502237,-0.5000356314977652,-8.562235631497765,6.677464368502236,8.433364368502238,23.831864368502238,33.264364368502235,-0.5901356314977663,-6.614635631497764,-6.244535631497763,-4.677935631497767,-0.5547356314977643,-0.10723563149776494,-4.304435631497768,-9.392435631497762,5.501664368502237,-5.032835631497766,-10.805535631497763,-3.9727356314977658,8.734264368502235,-8.690935631497767,-12.387435631497766,-6.658535631497766,-9.531135631497763,-11.595335631497768,-10.432635631497767,-8.036835631497768,9.452664368502235,2.0688643685022323,4.024364368502238,-8.321235631497768,-14.336935631497761,6.4941643685022346,4.737464368502236,-6.354435631497766,3.820664368502234,7.172764368502235,-4.522235631497764,-7.530335631497765,-11.364535631497764,-4.016735631497763,14.046764368502235,-2.1735356314977645,-8.106935631497764,14.667164368502235,-6.892235631497765,13.035264368502235,5.8424643685022355,5.331464368502234
2019-12-19,2.453366641070458,1.005366641070459,-6.192633358929539,-4.218233358929542,-7.578133358929541,-8.02923335892954,-6.366333358929541,-1.6995333589295432,5.490766641070456,-2.5967333589295385,-5.16013335892954,1.496466641070458,-7.602133358929541,-15.01803335892954,14.990366641070459,3.4960666410704597,-0.3654333589295409,-4.83613335892954,3.3285666410704584,2.073066641070457,-0.22713335892954012,-3.48973335892954,-0.7752333589295404,-12.723233358929543,0.21166664107045863,-4.109733358929542,11.91306664107046,10.719866641070457,4.695566641070459,6.684166641070455,1.552566641070459,6.474266641070458,3.01006664107046,-2.32423335892954,-2.4379333589295396,-6.594233358929543,1.1113666410704588,-1.3068333589295407,45.60256664107045,-1.7788333589295395,-12.83183335892954,-6.29573335892954,1.4617666410704575,-1.489233358929539,13.335566641070457,0.7665666410704588,4.5847666410704555,16.50676664107046,0.2276666410704582,-7.852333358929542,-0.9977333589295416,3.574066641070459,-1.8733333589295431,-5.85263335892954,-7.73273335892954,-0.8071333589295389,-2.740233358929541,1.9046666410704622,13.511366641070456,-0.858433358929541,12.755266641070461,18.41316664107046,5.07946664107046,1.6430666410704586,-12.721433358929541,-0.3920333589295397,-4.053033358929541,27.617166641070458,44.54626664107046,26.577766641070458,-4.627433358929541,5.553866641070462,-3.5967333589295407,-11.896433358929542,4.587966641070457,-6.076633358929541,-5.699533358929541,1.0302666410704586,-7.892733358929538,4.13326664107046,-9.032333358929545,1.2195666410704589,-14.136033358929541,6.855766641070458,-6.832233358929541,-4.651433358929541,-0.360233358929543,7.46556664107046,7.936966641070461,-7.643233358929541,3.8427666410704595,5.0205666410704595,19.665766641070462,27.628866641070456,0.5610666410704586,-3.6718333589295415,-9.95823335892954,-3.4354333589295405,8.27826664107046,-0.9530333589295414,-2.407833358929541,-7.08783335892954,2.443766641070458,-0.5999333589295421,-8.082733358929538,-2.6561333589295417,10.022166641070461,-6.328333358929542,-6.715933358929542,-4.401633358929541,-7.327333358929541,-11.618433358929542,-5.013433358929542,-6.352133358929544,4.57036664107046,2.5202666410704566,6.193666641070461,-6.378233358929543,-12.974133358929539,5.728166641070459,7.439766641070461,-2.175033358929541,2.5772666410704574,8.326866641070458,-2.8156333589295395,1.07296664107046,-11.15843335892954,-3.9889333589295406,13.897366641070459,-2.4080333589295413,-3.72323335892954,11.899166641070455,-4.786633358929541,11.51306664107046,2.9310666410704598,7.745866641070457
2019-12-20,1.7741686698437558,11.510268669843757,-7.6758313301562415,-6.4932313301562425,-10.545731330156242,-4.651131330156243,-8.385031330156242,-4.902931330156243,8.223068669843755,-1.1264313301562399,-8.052131330156241,-2.4700313301562433,-9.795831330156242,-17.701031330156244,13.821568669843757,1.0322686698437584,-2.9385313301562412,-6.647731330156243,0.5990686698437573,-2.137031330156244,-1.8819313301562413,-5.241631330156241,-4.762831330156242,-9.07283133015624,-4.870231330156242,-5.394231330156243,10.246568669843757,14.032968669843761,1.976468669843757,4.329068669843755,0.5814686698437572,2.820568669843757,2.6027686698437584,-3.250231330156242,-2.2734313301562397,-6.695531330156244,4.726568669843758,-0.12083133015624259,50.76576866984376,-2.561731330156241,-12.034031330156242,-6.188231330156244,-1.1336313301562437,-4.268031330156242,13.322768669843759,1.0935686698437574,17.20166866984375,12.649468669843763,-1.0862313301562432,-8.91443133015624,-3.660431330156242,4.710268669843759,-5.117831330156244,-7.517931330156242,-7.75053133015624,-5.199031330156241,1.412068669843758,0.9808686698437612,18.313968669843756,-3.296731330156242,8.588968669843759,21.00886866984376,3.4349686698437587,2.5645686698437578,-23.834931330156245,-3.978531330156243,-6.053331330156242,34.05726866984376,50.99106866984374,31.823968669843758,-4.477231330156242,-1.2197313301562414,-6.565131330156242,-10.017531330156244,2.765368669843757,2.7852686698437576,-7.7149313301562445,0.44776866984375796,1.007868669843758,0.5828686698437553,-10.533931330156243,2.149468669843757,-14.602131330156242,12.351768669843757,-8.347831330156245,-7.403531330156242,1.5371686698437577,1.8885686698437603,7.23866866984376,-10.830231330156243,6.772368669843759,2.8298686698437585,16.764768669843754,24.357068669843752,-0.3365313301562429,-7.609031330156242,-6.50223133015624,-2.326231330156242,11.60276866984376,-6.226231330156241,-6.851531330156242,-7.69293133015624,-2.289131330156242,-3.0520313301562427,-8.882531330156242,-5.125331330156243,5.6481686698437565,-11.760531330156242,-8.628631330156242,-6.837331330156243,-7.660831330156241,-12.729331330156244,-7.5757313301562395,-8.360431330156244,5.989868669843759,-1.2623313301562447,3.636668669843761,-8.242131330156242,-14.804431330156243,6.704668669843758,6.252468669843759,-4.912531330156243,3.939868669843757,7.1439686698437574,-8.65593133015624,1.0825686698437578,-11.073531330156243,-7.138631330156241,8.754468669843758,-3.8297313301562426,-8.723531330156243,12.375668669843755,-10.715231330156243,8.395368669843759,0.8034686698437583,1.2503686698437568
2019-12-23,1.052307858803256,10.95750785880326,-10.715392141196741,-12.266592141196744,-10.460492141196744,-2.8468921411967445,-7.1633921411967405,-1.4233921411967434,7.841107858803256,3.4188078588032593,-8.821192141196743,-0.364292141196743,-12.856392141196741,-18.260392141196743,8.046907858803257,2.331707858803259,-8.84229214119674,-7.108592141196743,-3.2858921411967428,2.3284078588032555,-2.5235921411967417,-8.16469214119674,-4.16209214119674,-14.194792141196743,-4.851292141196743,-5.794792141196744,2.9666078588032563,14.31100785880326,0.29380785880325666,6.059407858803253,-1.378592141196743,6.942307858803257,2.9798078588032584,-3.706592141196742,-4.047792141196743,-5.182792141196744,2.0535078588032576,1.6386078588032578,45.67340785880326,-3.2627921411967407,-7.287492141196742,-8.176292141196743,-2.2446921411967438,-6.173692141196741,18.775107858803263,-2.836492141196742,11.700607858803254,5.38090785880326,-5.519492141196743,-13.136192141196743,-0.31719214119674266,3.6550078588032586,-11.819892141196746,-6.398992141196741,-3.0988921411967416,-1.6254921411967416,2.604607858803258,5.3556078588032605,15.44740785880326,-9.001092141196745,7.4905078588032605,19.446407858803262,2.6312078588032577,2.9088078588032564,-36.089992141196745,-4.760892141196742,-7.682992141196744,29.04710785880326,47.05130785880325,37.41330785880326,-7.824592141196742,-1.2906921411967405,-9.504192141196741,-10.963092141196743,-1.093892141196744,2.998507858803258,-7.806792141196743,-1.5642921411967423,7.531007858803258,-2.2387921411967433,-11.832392141196742,6.518807858803256,-13.048492141196741,16.21420785880326,-10.006992141196742,-8.864892141196743,-1.6981921411967442,-4.9319921411967425,3.317507858803259,-9.308192141196741,2.752707858803259,5.613907858803259,19.072007858803257,25.839407858803256,-2.2998921411967426,-12.11859214119674,-9.532792141196742,-4.876492141196742,17.76270785880326,-7.728592141196742,-8.61859214119674,-6.844192141196742,2.022307858803258,0.27840785880325614,-12.427092141196743,-4.938392141196742,4.136207858803255,-12.687592141196745,-5.505592141196743,-12.603492141196742,-10.997292141196743,-10.468592141196742,-3.232592141196743,-10.001992141196745,7.628907858803256,1.4024078588032556,-1.4478921411967403,-2.3943921411967413,-13.39489214119674,8.817407858803257,11.006107858803258,-7.523292141196744,5.535107858803257,3.6195078588032583,-4.439492141196743,5.597307858803257,-15.892492141196744,-7.362892141196742,7.883607858803256,-3.7536921411967423,-1.5140921411967438,4.021707858803256,-11.162492141196743,8.899407858803258,-1.2866921411967418,-1.9382921411967433
2019-12-24,0.8857901593048676,5.350190159304871,-12.372909840695131,-10.631009840695132,-9.48400984069513,-5.195609840695131,-6.924309840695128,-0.6449098406951337,8.723390159304868,3.562290159304872,-8.449209840695131,5.45939015930487,-12.09270984069513,-20.20980984069513,5.171390159304868,-2.5922098406951304,-6.954309840695129,-7.547709840695132,-5.119109840695131,3.653290159304866,3.6626901593048706,-7.92540984069513,-2.5793098406951303,-14.00830984069513,-4.2314098406951315,-3.658309840695132,2.375490159304869,15.484490159304869,2.1267901593048686,6.577590159304868,1.3646901593048693,5.004490159304869,-2.1985098406951296,-0.016809840695129807,-1.2594098406951293,-5.464109840695131,0.7112901593048697,-2.0809098406951305,55.455990159304875,-1.4250098406951295,-11.58320984069513,-8.694409840695132,-1.182109840695132,-5.50150984069513,21.038990159304873,-1.960809840695131,12.577690159304861,9.745590159304873,-5.601709840695131,-11.047309840695128,0.43879015930486964,6.148190159304871,-10.384309840695133,-7.41920984069513,-3.08850984069513,-4.275509840695131,-13.418509840695128,5.594290159304872,15.959790159304866,-5.2024098406951325,7.766990159304873,24.954690159304874,2.51689015930487,6.8451901593048685,-26.418709840695133,-5.290009840695131,-9.190409840695132,31.96769015930487,46.68309015930486,35.60729015930487,-7.74630984069513,-0.04690984069512982,-9.52210984069513,-11.712909840695133,-0.42560984069513097,-1.5573098406951296,-5.660809840695132,-3.1158098406951305,15.82109015930487,-1.720809840695133,-12.313609840695129,4.677090159304869,-13.23430984069513,10.21789015930487,-9.146609840695131,-9.32330984069513,-3.949909840695132,2.228590159304871,10.098790159304869,-8.935409840695133,5.429790159304872,7.411990159304873,21.292590159304865,31.12959015930487,-1.2103098406951314,-10.402609840695128,-10.384309840695131,-2.532709840695131,23.21129015930487,-6.94370984069513,-6.707009840695132,-5.829109840695129,-0.820309840695129,7.51059015930487,-11.893809840695132,-3.414509840695131,4.695590159304868,-11.449009840695135,-0.22930984069513105,-10.799809840695131,-9.80830984069513,-8.925509840695131,-6.02420984069513,-11.402409840695132,9.52599015930487,2.5010901593048676,0.45669015930487117,-8.521609840695128,-12.394609840695129,7.449290159304869,14.86989015930487,-6.67540984069513,9.524490159304868,3.66499015930487,-3.0885098406951306,5.406490159304867,-14.13860984069513,-6.523809840695131,7.759790159304869,-9.903809840695128,2.0886901593048686,5.017090159304867,-11.344209840695132,10.66579015930487,1.778990159304871,-0.13690984069513012
2019-12-25,0.06688202136926513,4.364382021369268,-10.749217978630735,-11.939917978630733,-9.216317978630734,-8.790017978630734,-4.697117978630731,-0.325217978630735,6.206182021369264,4.680282021369268,-9.093917978630733,5.595282021369267,-9.765817978630736,-18.621117978630732,5.245982021369266,-4.981017978630733,-5.646317978630732,-6.049717978630734,-3.962717978630734,0.9171820213692636,-1.336717978630733,-7.104617978630733,-1.9437179786307324,-13.737317978630731,-5.531017978630733,-11.142917978630734,1.980082021369265,12.494282021369267,7.3002820213692665,9.821782021369264,5.480982021369266,-2.572317978630733,-1.5139179786307322,-1.0550179786307332,0.03978202136926745,-7.161017978630734,-0.28001797863073286,2.5694820213692666,57.21858202136927,0.24258202136926887,-8.922617978630734,-9.392317978630734,-2.406717978630734,-4.755617978630731,19.762182021369266,1.2079820213692674,11.291282021369259,10.36828202136927,-5.276917978630734,-9.029517978630732,1.772982021369267,7.7308820213692675,-13.659917978630736,1.246282021369269,-1.3195179786307323,-2.0787179786307326,-17.166817978630732,7.070182021369271,8.336682021369263,-2.5193179786307325,9.84778202136927,21.05518202136927,1.1902820213692658,16.188982021369267,-19.608117978630734,-3.269417978630732,-8.961817978630732,34.960882021369265,40.48108202136926,45.564282021369266,-4.537017978630733,5.526282021369268,-9.197517978630732,-12.202217978630735,-2.0169179786307345,-1.7854179786307345,-5.466117978630734,-3.244617978630734,14.394182021369268,-3.5446179786307352,-12.154917978630733,6.454582021369267,-12.749217978630735,10.401682021369266,-8.215517978630732,-9.109017978630732,-2.566917978630735,5.350182021369267,8.473082021369267,-11.217417978630733,12.642782021369271,-0.33121797863073305,25.71808202136927,28.031182021369265,2.9492820213692665,-7.3491179786307335,-14.059817978630733,-7.607417978630734,17.596582021369272,-2.153517978630734,-3.502517978630733,-6.800617978630733,-6.398917978630732,7.017482021369267,-13.387217978630737,-4.064417978630734,-1.5719179786307365,-10.150817978630736,8.953582021369266,-11.988717978630733,-11.358117978630734,-8.758517978630735,-8.418017978630733,-12.688817978630736,8.470182021369267,-1.7678179786307338,2.9221820213692675,-9.816117978630732,-10.791517978630733,13.133982021369267,15.465382021369267,-4.431217978630732,5.225282021369265,1.777182021369268,-2.7222179786307326,0.5449820213692682,-17.722117978630735,-5.467417978630733,4.854882021369264,-10.024217978630732,0.8003820213692663,1.9859820213692645,-8.396617978630735,15.03898202136927,2.6502820213692675,3.6535820213692687
