date,特锐德,乐普医疗,安科生物,豆神教育,华测检测,亿纬锂能,爱尔眼科,网宿科技,机器人,红日药业,同花顺,数知科技,蓝色光标,东方财富,碧水源,三聚环保,当升科技,思创医惠,长信科技,高新兴,顺网科技,长盈精密,智飞生物,汇川技术,华策影视,信维通信,沃森生物,宋城演艺,汤臣倍健,东方国信,万达信息,华峰超纤,捷成股份,美亚柏科,欣旺达,易华录,北京君正,上海钢联,迪安诊断,光线传媒,卫宁健康,华宇软件,阳光电源,国瓷材料,博雅生物,利亚德,中际旭创,掌趣科技,晶盛机电,旋极信息,泰格医药,我武生物,绿盟科技,光环新网,三环集团,芒果超媒,昆仑万维,蓝思科技,先导智能,创业慧康,深信服,赢合科技,金科文化,迈克生物,景嘉微,胜宏科技,万孚生物,中科创达,温氏股份,健帆生物,贝达药业,精测电子,欧普康视,康泰生物,尚品宅配,寒锐钴业,亿联网络,普利制药,开立医疗,圣邦股份,江丰电子,宇信科技,华大基因,朗新科技,光威复材,捷佳伟创,华宝股份,锐科激光,金力永磁,宁德时代,康龙化成,迈瑞医疗,立华股份,每日互动,迪普科技,新媒股份,拉卡拉,三角防务,卓胜微,三只松鼠
2020-01-14,6.703599999999999,0.1726000000000003,-3.5906000000000002,-9.1707,-5.222100000000001,-7.9901,-4.8864,-2.1207,-4.1676,-3.4592,-9.8219,7.551699999999999,16.230800000000002,-4.469099999999999,11.145,3.229099999999997,25.933499999999995,-6.0688,5.943200000000004,-5.426800000000002,18.543499999999995,-16.674200000000003,9.263900000000001,-0.9825000000000016,1.2191999999999972,-3.101799999999999,-12.420399999999999,3.8554000000000004,6.291200000000001,2.578100000000001,-10.3161,-6.870600000000001,24.272199999999998,8.0476,14.730599999999997,-3.6167,-6.420499999999997,-1.0131999999999994,-1.5895000000000001,-0.7759000000000011,-8.3226,-4.793000000000001,-4.399700000000002,-5.299000000000001,-12.9452,4.685299999999999,-3.1069999999999998,-4.342900000000001,7.049700000000001,1.0481000000000005,-0.6005000000000007,-6.059400000000001,-4.192500000000001,-3.6364999999999994,-2.5883000000000003,14.578299999999995,11.257500000000002,5.756899999999999,6.829099999999999,-7.153300000000001,-2.9084000000000003,18.249399999999998,8.591399999999997,-3.123099999999999,-19.143900000000002,13.398200000000001,0.490899999999999,-5.738100000000001,1.547099999999999,-3.014499999999999,-10.159199999999998,5.043799999999999,-14.5829,-7.760199999999999,1.9458999999999984,21.978599999999993,-0.8029999999999999,-5.570100000000001,-6.216100000000001,-0.9177999999999997,-4.052099999999999,21.1982,3.5061999999999998,-0.2340000000000001,8.4589,30.575600000000005,-1.5651000000000006,1.5957,-9.960499999999998,15.635,-3.8102,-4.740400000000001,-7.190799999999999,4.615599999999999,-3.8048999999999995,20.566000000000003,24.9107,-3.3166000000000033,-15.764399999999998,-3.0715000000000012
2020-01-15,11.593215,-3.8840850000000002,-2.7781849999999997,-0.7781850000000006,-2.0719850000000006,-8.554485,-4.616085,-2.9616849999999992,-5.221485,-3.788585,-8.766085000000004,4.321314999999997,11.004415000000002,-6.260085,9.508515000000001,1.681114999999998,17.542514999999998,-6.906085000000001,0.6233150000000027,-6.860485000000001,16.287415,-15.717985,11.396815,0.7282149999999988,2.764614999999995,-3.323185,-11.841885,0.21251499999999934,1.9037150000000018,4.541315,-8.069484999999998,-9.071585000000002,24.130014999999997,8.876414999999998,11.816214999999998,3.3765150000000004,-1.0249849999999983,-1.9730849999999989,0.6894150000000001,2.2225150000000005,-5.410085,-0.7983850000000001,-4.503385000000002,-3.906185000000001,-15.121985,6.086414999999999,-2.691485,-3.4953850000000015,9.913415,9.121015,0.7757150000000006,-4.603185,-5.1993849999999995,-2.5629849999999994,-2.934084999999999,16.341514999999998,11.264415000000001,11.589614999999997,-0.7163850000000007,-9.803185000000001,-0.29908500000000016,13.555415000000004,7.627314999999999,-2.469784999999999,-13.617885000000001,16.678015000000002,3.0471149999999976,0.3371149999999986,-1.5003850000000012,2.193214999999999,-7.443385,7.408714999999999,-5.682985,-4.886085,-1.2402849999999999,13.874814999999998,2.045515000000001,0.2083150000000007,-3.8897850000000003,-0.9554849999999995,4.954514999999998,24.487615000000005,5.422015,2.6703149999999996,9.003915000000001,35.206215,-0.4878849999999999,1.652814999999999,-12.651884999999996,13.049515000000003,-2.031385,-2.856785000000001,-6.5118849999999995,7.071715000000001,-3.2502850000000003,24.512415000000004,23.106315000000002,-4.724985000000004,-14.374485000000002,-1.4972850000000004
2020-01-16,10.710453999999999,-4.7659460000000005,-2.930746000000001,-2.9962459999999993,1.2019539999999984,-4.7096459999999984,0.4542540000000006,-9.429246,-6.998146,-4.870046,-10.534046,6.233954000000001,12.202153999999998,-6.749845999999999,6.589454,0.5205539999999971,17.811553999999997,-6.956346,-2.4214459999999987,-9.676746000000001,10.035953999999998,-14.295546000000002,11.971853999999999,-0.7646460000000008,1.352353999999998,-6.868245999999999,-14.329045999999998,-2.589346,2.6053539999999993,9.998754,-8.258946000000002,-10.551446,25.549453999999994,8.195754,9.446253999999996,5.705354,-7.414745999999997,-1.547946,-0.6308459999999998,-0.35364600000000057,-5.960946,2.410654,-5.493146000000001,-4.297546000000001,-14.287146,2.661453999999998,-1.078046,-5.834246000000003,10.471353999999998,7.708454,4.872653999999999,0.1544540000000003,-5.964046,-3.9514460000000007,-5.342046,7.432053999999999,9.787254,10.678953999999997,-1.8881460000000017,-9.690946,0.9050540000000001,13.320154000000002,5.535053999999997,-0.41544599999999887,-9.732646000000003,13.960954000000003,2.8609539999999973,0.02915399999999957,-2.137346000000001,4.3026539999999995,-4.732946,8.154453999999998,-0.8370460000000013,-0.6895459999999973,-6.191146,13.190154,5.3924540000000025,0.634954,-2.291846,-5.744646,8.063854000000001,30.301154,3.536154,5.650254,9.210754,34.734154000000004,-2.5381460000000002,6.715554000000001,-14.632845999999995,15.501854,2.278154,0.39515399999999934,-8.793446,7.932554,-4.516746,25.181854000000005,21.868154,-4.483846000000003,-15.418146,1.7806539999999988
2020-01-17,19.230462,-2.1372380000000004,-5.278238,2.739462,0.3552619999999995,-5.791537999999998,1.2129619999999997,-9.870238,-7.171938,-5.149737999999999,-8.544238000000002,6.902861999999997,9.267361999999997,-5.778238000000001,4.739362,-0.30263800000000207,15.075562,-6.9651380000000005,-2.413237999999996,-11.289138000000001,6.978261999999999,-14.315938000000001,12.504762,-3.2581380000000006,-6.774638000000001,-5.312938,-12.244038,-1.9249380000000005,-0.7275379999999997,8.694162,-2.939938000000001,-11.357338,23.274661999999996,8.157962,10.284861999999999,3.9325620000000017,-3.239337999999998,-2.3024379999999995,2.715262,-5.816838000000001,-3.9515379999999993,0.8420619999999999,-5.723838000000002,-5.898938,-14.658038,-4.825638000000002,-1.1539380000000001,-10.344338000000002,15.238462000000002,12.414662000000002,8.057962000000002,3.125362,-1.9900379999999993,-4.191038,-2.306538,6.474761999999998,-2.023837999999998,11.737962,-6.395938000000001,-7.825238000000001,4.0294620000000005,18.217162000000002,-1.6805379999999999,1.1476620000000008,-9.420538,6.096362000000003,4.302561999999998,0.6039619999999983,-2.620238000000002,4.061361999999999,1.6540619999999997,15.569761999999999,1.2398619999999996,3.781262000000001,-4.055038,10.540162,4.586762000000001,1.4754619999999992,4.230162,-4.270738,5.936862,27.066761999999997,-4.276537999999999,3.3735619999999993,9.859962000000001,31.607862,-2.6035380000000012,4.400561999999999,-12.402237999999997,14.060862000000004,3.743461999999999,-0.12523800000000027,-11.033538000000002,5.602962,-4.147238,28.473862,21.077361999999997,-4.702638000000004,-8.177438,1.602662
2020-01-20,21.572766999999995,-14.301932999999998,-2.453133000000001,-0.1942330000000001,0.8980669999999988,2.8262670000000014,-1.1713329999999993,-8.112333,-6.488433,-4.554333,-9.584233,6.5252669999999995,9.452267,-6.454632999999999,3.287466999999999,-2.9031330000000026,13.864666999999995,-5.675832999999999,0.5589670000000027,-10.746233,7.512267,-10.203233,10.563367,-6.564933000000001,-10.388933,-3.0573330000000007,-12.618233,-14.177132999999998,-3.7964330000000004,8.075966999999999,-6.064432999999999,-14.262033,22.687266999999995,6.712266999999999,11.617266999999998,3.2729670000000004,1.346767000000003,-5.987733,5.410267000000001,-13.389933000000003,-5.238533,-2.1313329999999997,-4.979233000000001,-3.8760330000000014,-14.705632999999999,0.4743669999999982,1.4940669999999998,-11.610633000000004,21.634467,15.350767000000001,7.519866999999999,1.997767,2.7672670000000013,-0.8774329999999999,-2.486633,7.468667,1.4414670000000047,20.126866999999997,-6.855333000000002,-11.287932999999999,6.519766999999997,21.934467,-5.582433000000001,-1.2518329999999982,-6.085033000000002,13.367067000000002,7.622766999999998,12.754867,-5.713233000000001,3.2050670000000006,5.048367000000002,22.544567,1.928466999999999,11.690667000000001,-5.4294329999999995,8.733367000000001,2.420667000000001,4.289866999999999,7.146667000000001,-1.8572330000000008,15.001367,28.428467,4.625066999999999,0.06646700000000028,7.004866999999999,31.769767000000012,-5.655833000000001,0.4853670000000001,-12.011232999999997,18.004667,1.2574670000000003,-1.4160330000000005,-14.961533,5.335066999999999,-6.298533,24.252467000000003,24.488467,-3.5781330000000042,-6.005132999999999,-1.3663330000000018
2020-01-21,21.086454,-12.060946,-5.537046000000001,-0.6012460000000013,-0.6845460000000002,0.7977540000000022,-3.4199459999999995,-15.852345999999999,-3.862445999999999,3.8017540000000007,-7.972246000000001,4.990653999999999,7.834653999999999,-8.066846000000002,5.009554000000001,-4.828846000000001,13.341653999999998,-5.599146,2.375354000000002,-11.781346,3.414754,-4.664446,13.206954,-8.915746,0.6029539999999987,-2.2462460000000006,-10.906046,-18.936745999999996,-3.3311460000000004,6.291854000000001,-11.336645999999998,-12.200645999999999,29.692553999999998,16.201454,10.130354,3.2958540000000016,12.923754000000002,-5.149745999999999,6.291154000000001,-15.498045999999999,-4.438646,0.08525400000000016,-6.2037460000000015,-0.9506460000000012,-9.825946,0.19635399999999825,-0.35644600000000104,-12.550846000000002,20.648654,13.723354000000002,7.880754,1.6087539999999996,-4.974345999999997,-0.2241459999999994,-3.2045459999999992,13.578454,0.10435400000000183,25.971953999999997,-9.107846000000002,-6.9728460000000005,13.282353999999998,20.538154000000002,-2.350846,5.194154000000001,2.477453999999999,12.899854000000001,12.203354,18.605954,-4.916046,4.374353999999999,2.2704540000000004,21.911454,-0.018446000000000295,5.868954000000002,-6.113346,2.706354000000002,2.6872540000000007,6.721554,7.040154,-2.0617460000000016,15.092853999999997,27.944054000000005,7.048953999999998,-0.7013460000000009,5.252554,36.205354,-5.764646,-3.2649459999999997,-13.787145999999996,15.401454000000003,-1.5053460000000003,-2.125146,-17.613746,4.560953999999999,-5.337546,19.904454,23.126153999999996,-7.007346000000002,-3.522546,-8.380046
2020-01-22,26.940069,-12.833831,-7.040631000000001,-0.26073100000000116,-3.7512310000000006,3.8368690000000023,-2.0766309999999994,-21.010430999999997,-4.192231,0.0022690000000009647,-6.6156310000000005,1.5674689999999996,7.626169000000001,-7.3253309999999985,5.319969,-6.045931000000003,7.775368999999998,-5.113030999999999,8.740669,-12.474931000000002,3.6905689999999987,-2.9325310000000004,13.426769,-9.486131,-1.3411310000000025,-4.1255310000000005,-14.352131,-18.887130999999997,-3.472531,7.900169000000001,-11.544230999999998,-6.4856310000000015,37.610868999999994,17.096869,8.508869,4.2467690000000005,9.351769000000003,-2.4528310000000006,6.626469,-17.816231,-3.427331,2.094169,0.8729689999999977,-0.503831000000001,-17.953530999999998,0.12646899999999905,-1.4651310000000006,-16.747831,23.924769,14.104368999999998,8.053168999999999,0.5820689999999997,-2.515630999999998,0.7878690000000003,-2.8557310000000005,15.318169000000001,-2.665930999999998,31.709568999999995,-12.611931,-1.7085310000000011,16.385569,15.329669000000003,-6.499031000000001,2.5513690000000007,5.228668999999999,16.999469,5.781769,17.263069,-6.683231,4.442869,1.4426689999999995,21.700369,-0.5020310000000004,5.493469,-7.464930999999999,-3.728930999999998,2.4000690000000002,3.896369,6.382069000000001,-8.368031000000002,15.374268999999998,26.966568999999996,2.3745689999999984,8.007368999999999,2.487569000000001,35.601269,-7.712031000000001,-4.9251309999999995,-16.560830999999997,18.849269,5.670069,-2.516731000000001,-21.270631,8.742369000000002,-3.0634310000000005,23.555669,21.113168999999996,-8.414131000000003,0.8543690000000006,-7.828131000000001
2020-01-23,28.29183,-12.669670000000002,2.13893,-6.323470000000002,-0.8541700000000003,8.092530000000004,-4.80087,-21.76467,-0.426369999999999,9.120930000000001,-3.4611700000000014,6.007229999999998,7.746929999999998,-8.164469999999998,5.502330000000002,-6.604470000000003,7.511229999999998,-12.35447,16.908330000000003,-15.51897,6.85083,1.0686299999999984,10.166830000000001,-6.817670000000001,-4.703770000000002,-8.226270000000003,-16.35197,-19.26777,-2.0731700000000006,6.941030000000002,-9.94477,-3.190970000000001,34.92683,16.73633,11.323329999999999,0.8722300000000007,3.886130000000001,-3.4324700000000004,8.87183,-18.876469999999998,-1.833870000000001,0.4911299999999994,-0.9497700000000029,-2.28697,-13.166369999999999,-3.9239700000000024,-3.3755700000000006,-15.910269999999999,10.050229999999999,18.406930000000003,9.210930000000001,3.0852299999999993,-2.882069999999998,-0.2824699999999992,-5.496569999999998,23.06733,1.1264300000000018,31.528529999999993,-13.24357,-2.68317,20.490129999999997,12.60383,-7.09167,5.0435300000000005,-1.2991699999999997,17.09543,10.802029999999998,12.990630000000001,-7.172670000000002,7.553729999999999,2.99853,12.133629999999998,2.7711300000000003,8.039430000000003,-7.42197,-1.942769999999999,4.37463,7.090729999999999,9.23803,-11.222370000000002,10.652929999999998,29.302429999999994,11.901429999999998,6.706230000000001,1.38013,33.26993,-7.044870000000001,-13.26757,-15.75677,14.730330000000002,2.8025300000000004,-1.1850700000000003,-21.08767,7.97133,-4.86687,19.45313,18.908229999999996,-6.380370000000004,2.601729999999997,-11.15907
2020-02-03,23.97249,-9.887909999999998,6.95699,-2.4938100000000025,1.30119,5.935890000000002,-5.439309999999999,-24.61141,-4.3232099999999996,26.141490000000005,-10.564910000000001,0.6001899999999978,4.3844899999999996,-12.789209999999999,2.4329899999999998,-9.72871,6.977889999999998,-12.523109999999999,11.66629,-18.018810000000002,5.356390000000001,-1.0430100000000007,16.750490000000003,-9.50831,-5.327710000000001,-11.448010000000002,-23.782010000000003,-19.30211,-0.01921000000000017,4.0246900000000005,-13.23191,-5.8155100000000015,33.70419,13.20859,8.094890000000001,-0.4446099999999995,2.947989999999998,-4.667809999999999,23.92329,-21.877709999999997,1.3977899999999992,1.3466900000000004,-3.1286100000000037,-2.766210000000001,-13.145110000000003,-16.65401,-6.097210000000001,-13.954310000000003,7.258589999999998,15.384190000000002,10.951890000000002,0.7660900000000002,-4.341709999999998,-3.578109999999999,-6.062809999999999,19.137990000000002,13.539990000000001,29.446189999999998,-12.544310000000003,-0.9248100000000004,23.59709,14.568990000000003,-8.767010000000003,15.35229,-4.097810000000001,14.73789,21.46009,12.614990000000006,-9.049510000000001,9.533690000000002,-1.980710000000002,0.9230899999999997,1.0297899999999984,10.02899,-10.91641,-3.7605099999999982,11.890889999999999,8.71639,10.304590000000001,-10.537710000000002,7.279189999999997,26.71799,29.44719,3.373690000000001,-7.609909999999999,28.297890000000002,-9.63821,-15.352609999999997,-17.75431,25.93329,6.28129,4.032989999999998,-23.43311,0.6130900000000006,-10.86851,26.282590000000003,15.823589999999996,-9.875810000000003,1.1446899999999984,-14.973209999999998
2020-02-04,30.388723,-5.914476999999998,2.9692229999999995,3.830122999999997,4.8835229999999985,15.073223000000002,-3.9515769999999986,-31.974877,-9.016677,27.220923000000003,-12.686177,-6.155377,-5.465277,-16.453277,-1.3665769999999968,-19.588177,13.646322999999999,-5.3701769999999955,12.301023,-34.405777,1.0539230000000002,0.2312229999999995,16.399323,-12.480377,-7.4536770000000026,-15.157477000000002,-18.562777000000004,-22.966276999999998,-5.856977000000002,3.6326229999999997,-13.036976999999997,-10.208577000000002,39.046822999999996,17.127823000000003,13.365723000000001,-5.499276999999999,5.234623000000001,-10.762477,17.419223,-21.472476999999998,6.031123,5.835723,-8.225977000000004,-2.4094770000000008,-10.972876999999999,-20.092577000000002,1.3362229999999986,-8.063177,16.203923,19.105323,10.446123,-3.160577000000001,-4.552876999999998,-1.2538769999999988,-7.625076999999998,25.520023000000002,19.571423,32.44902299999999,-8.892277000000002,6.8156229999999995,26.370123000000003,18.238323,-1.389877000000002,9.133823,-5.135577,19.538223,13.043822999999998,19.943823000000005,-14.550777,6.562322999999999,-2.8544770000000015,-1.090777000000001,2.2840229999999986,5.5747230000000005,-14.321677000000001,-5.803776999999999,15.315423000000001,6.174322999999999,7.562823000000002,-2.6391770000000037,6.974222999999996,30.504222999999996,26.317622999999998,-2.896177,-4.790577,31.473222999999997,-13.553377000000003,-19.307177000000003,-32.908077,30.518822999999998,-0.934577,6.760522999999999,-36.224277,0.9434229999999979,-13.807177,28.296523,0.6044229999999988,-23.864477,-2.641777000000002,-16.138277000000002
