date,飞利信,恒宝股份,数知科技,聚龙股份,梦网集团,昆仑万维,科蓝软件,金固股份,金冠股份,金财互联,紫光国微,中科创达,信息发展,海联金汇,飞天诚信,赢时胜,科达股份,汉威科技,朗科科技,华媒控股,海峡创新,*ST联络,二三四五,众应互联,新晨科技,广电运通,数字认证,奥马电器,智度股份,华力创通,广东骏亚
2019-11-11,-10.764024002132105,-0.17772400213210227,-14.283324002132105,33.0543759978679,15.590075997867896,13.533675997867896,-6.277924002132101,0.919975997867899,-24.268124002132105,22.658675997867896,-14.730224002132106,5.7808759978678985,5.591875997867895,-7.567024002132101,-1.0781240021321046,-3.456424002132104,-11.9449240021321,7.572475997867896,-13.845124002132104,2.2806759978678985,8.607875997867893,8.100575997867894,-7.6596240021321025,-24.573424002132107,10.617175997867896,-5.138224002132107,21.2969759978679,-21.5716240021321,22.4338759978679,-3.6874240021321016,-10.2553240021321
2019-11-12,-9.275866391384309,0.03413360861569137,-12.014466391384309,34.46713360861569,9.14723360861569,10.557233608615691,-4.0790663913843055,-0.4898663913843062,-17.869466391384307,19.380533608615693,-14.96906639138431,-2.071866391384307,8.688133608615692,-3.418566391384305,1.6803336086156906,-3.882266391384308,-3.9860663913843037,4.803433608615692,-4.675766391384309,2.2826336086156935,5.9721336086156915,10.08383360861569,-10.027166391384306,-23.21186639138431,14.992433608615691,-2.52996639138431,21.689733608615693,-20.985766391384303,21.821933608615698,0.289933608615693,-10.565366391384305
2019-11-13,-4.857541905649255,1.9100580943507488,-11.508941905649252,20.144358094350746,5.243858094350746,10.971958094350747,-5.52114190564925,-5.060341905649251,-14.835941905649253,12.701558094350746,-12.972041905649252,-2.85924190564925,19.948158094350745,-2.58054190564925,2.050658094350746,-4.6701419056492535,-6.900341905649247,-2.481641905649253,-5.210941905649255,7.251058094350748,6.942958094350744,9.984358094350748,-8.566541905649249,-17.947741905649256,16.123258094350746,0.6741580943507459,33.926758094350745,-19.62404190564925,18.789158094350746,-2.4403419056492517,-10.087941905649252
2019-11-14,-8.253419215397548,-6.611519215397545,-9.823119215397545,17.550580784602456,4.10938078460245,7.8920807846024505,-2.9343192153975464,-7.587019215397546,-8.378519215397546,7.555080784602454,-9.636919215397548,0.6646807846024556,13.815880784602454,5.7778807846024565,3.687780784602451,-6.459519215397546,-5.299519215397543,0.21488078460245014,-5.893119215397548,12.405880784602452,6.759280784602453,13.678380784602453,-8.551119215397545,-10.389019215397548,11.831980784602456,1.6119807846024532,30.36808078460245,-18.001219215397548,13.886880784602454,-0.7968192153975464,-13.723419215397545
2019-11-15,-10.731873360522465,-5.444573360522462,-7.6685733605224655,15.718726639477536,2.4279266394775334,6.367826639477532,0.6249266394775375,-3.425173360522463,-0.5716733605224658,-0.09627336052246438,-6.036073360522465,3.248926639477536,8.706826639477534,1.7738266394775373,6.661726639477533,-4.087673360522465,-6.42487336052246,-5.159473360522467,-11.867473360522464,3.7970266394775365,3.533626639477532,11.584126639477537,-6.661373360522464,-9.469173360522465,8.813026639477535,1.8391266394775347,29.027726639477535,-12.127773360522461,13.452026639477538,3.3828266394775364,-11.848173360522464
2019-11-18,-6.179751314468353,2.58974868553165,-7.865051314468351,11.900648685531648,2.2513486855316467,0.21234868553164699,-2.5463513144683496,-0.469051314468349,-0.9788513144683494,-2.3129513144683482,-9.05065131446835,-0.3379513144683497,5.720148685531648,-0.11425131446834724,7.653248685531647,-4.214351314468351,4.9077486855316526,0.4152486855316462,-7.818251314468352,-2.799151314468352,0.04334868553164928,9.937848685531648,-8.73725131446835,-4.574651314468351,2.3421486855316496,-1.6526513144683495,28.12254868553165,-6.850151314468347,29.47004868553165,4.118248685531651,-10.886151314468348
2019-11-19,-5.252195495949935,0.9106045040500663,0.042404504050066016,2.267804504050071,6.463104504050064,11.652604504050064,-4.822095495949933,2.2591045040500672,-2.469395495949935,-0.7910954959499339,-9.548295495949933,-1.8869954959499333,5.618604504050065,0.3868045040500694,6.183404504050063,-4.223995495949933,-4.940195495949932,-3.977795495949938,-8.94909549594993,-0.8036954959499334,0.6970045040500636,11.251504504050068,-7.538695495949934,-4.934895495949936,-1.517695495949934,-2.2282954959499355,23.069804504050065,-7.99919549594993,18.260304504050062,4.320604504050067,-10.274295495949932
2019-11-20,-15.743182864014678,-7.104282864014679,-2.117682864014679,-1.9426828640146736,13.497017135985319,9.529417135985318,-4.21248286401468,-0.2565828640146781,-0.12238286401468068,3.513617135985323,-10.017682864014679,5.782617135985321,5.067217135985318,2.7620171359853236,5.381417135985317,-5.194982864014678,-9.854382864014678,-1.896582864014683,-8.372282864014679,3.0747171359853187,4.411417135985319,8.45921713598532,-10.310282864014678,-3.2543828640146812,-1.443282864014679,-0.35938286401467867,26.082517135985317,-13.489782864014677,9.00941713598532,3.3077171359853215,-13.420182864014677
2019-11-21,-8.808071366219608,-12.10217136621961,0.9339286337803889,-9.597071366219604,14.415428633780389,12.24792863378039,-9.031071366219608,1.3929286337803917,-0.5762713662196095,6.2975286337803915,-10.76987136621961,5.498928633780389,3.4508286337803855,3.2482286337803927,4.107928633780388,-6.205771366219609,-7.403471366219605,1.3012286337803867,-12.344571366219608,-3.4595713662196097,5.24412863378039,11.20972863378039,-7.6273713662196085,-2.771671366219611,1.1557286337803911,-0.20517136621960988,23.984928633780388,-15.350671366219608,4.915828633780391,4.599228633780392,-12.809571366219608
2019-11-22,-11.139049558627663,-11.420849558627664,-1.0076495586276626,-8.31514955862766,14.249250441372332,9.903250441372336,-10.054449558627663,0.7594504413723383,6.288450441372337,8.506950441372338,-13.136549558627662,5.060150441372338,0.9632504413723333,2.3419504413723393,3.0430504413723343,-6.420049558627662,-4.503649558627659,-8.789849558627665,-14.44464955862766,-0.5183495586276652,6.512650441372338,9.056250441372338,-5.665849558627663,-4.519749558627665,-2.257949558627662,2.7218504413723377,22.541150441372338,-14.74324955862766,5.088350441372339,4.286450441372338,-15.299949558627661
2019-11-25,-10.72911929297845,-12.811319292978451,5.255980707021548,-10.30201929297845,15.331680707021548,13.95288070702155,-13.189819292978452,0.7573807070215501,6.882380707021548,7.593980707021547,-6.34441929297845,13.541580707021549,-1.9660192929784541,1.3869807070215516,1.4509807070215464,-7.600719292978451,-9.09491929297845,-9.441719292978451,-15.05031929297845,-8.973219292978452,13.28478070702155,11.40808070702155,-3.117619292978449,-6.168219292978455,-9.181519292978448,-1.4472192929784509,13.92028070702155,-14.917119292978448,3.8589807070215483,1.6688807070215508,-12.569919292978447
2019-11-26,-4.66680655160229,-11.245206551602292,9.536793448397708,-11.742806551602289,22.57609344839771,18.228593448397707,-4.235306551602291,3.4229934483977105,4.252793448397707,12.423393448397707,-0.28000655160229115,20.21529344839771,-12.884506551602296,-9.416906551602292,-1.3920065516022944,-6.028906551602292,-2.93330655160229,-19.431806551602293,-10.240006551602292,-11.345606551602296,3.265993448397708,21.943993448397705,-1.640906551602292,-8.733206551602294,-10.934206551602289,-11.14020655160229,14.708093448397703,-14.75730655160229,-6.053806551602291,2.43879344839771,-7.050606551602291
2019-11-27,-1.8978196546598423,-10.443819654659844,9.600080345340155,-19.334319654659843,22.463180345340156,20.444280345340157,2.0392803453401562,-4.969419654659844,6.431080345340154,15.375080345340153,-0.10591965465984332,23.296580345340153,-7.757719654659848,-20.37031965465984,-11.188519654659844,-5.436219654659844,-7.673719654659843,-10.823919654659843,-12.227219654659846,-4.809419654659846,5.085680345340159,30.955080345340157,3.2181803453401567,-14.295619654659845,-4.977919654659843,-4.963019654659844,5.954480345340156,-20.13651965465984,-14.065219654659842,-0.7969196546598414,-5.073419654659842
2019-11-28,-2.4387866504290088,-7.355486650429009,8.168713349570988,-6.446186650429009,16.717213349570986,16.66451334957099,0.6061133495709894,2.03541334957099,-9.20898665042901,13.77211334957099,-3.1087866504290096,21.14291334957099,-0.7122866504290138,-12.979986650429007,-6.365986650429012,-3.5443866504290105,-2.2147866504290095,-6.492886650429011,-9.21218665042901,0.3587133495709869,4.760513349570992,16.44841334957099,1.2528133495709903,-21.207286650429005,0.23491334957099252,-8.77658665042901,8.366213349570987,-20.263386650429005,-14.656586650429006,1.1464133495709923,-3.577386650429011
2019-11-29,-0.0535368751645674,-7.608136875164569,7.756563124835429,0.660563124835432,16.58316312483543,13.089263124835426,1.06886312483543,-7.918736875164571,-8.15193687516457,9.785963124835426,-1.8125368751645698,22.43826312483543,1.5953631248354256,-16.026336875164567,-6.911336875164571,-2.62423687516457,3.2129631248354307,-4.51833687516457,-6.6956368751645705,2.0560631248354264,0.4728631248354289,10.702863124835432,1.9821631248354308,-24.82533687516457,-0.21463687516456786,-6.158936875164568,7.9618631248354275,-16.858936875164567,-15.291036875164568,-5.111136875164568,-2.7317368751645685
2019-12-02,-2.1998052736760516,-5.010505273676052,7.161794726323945,-5.348705273676052,18.36569472632394,14.004994726323945,3.210694726323946,-8.102805273676054,-3.642805273676053,9.751594726323946,-2.2721052736760523,18.513994726323943,-1.090205273676057,-22.50800527367605,-7.776405273676056,-0.8697052736760533,-1.1326052736760523,0.36099472632394747,-9.307305273676054,0.3438947263239432,-0.8922052736760542,10.763894726323949,3.4647947263239476,-22.514905273676053,-0.42910527367605056,-3.1551052736760523,3.570994726323942,-13.763205273676048,-12.376205273676055,-6.7889052736760505,-2.8184052736760523
2019-12-03,0.9599576565215981,-3.4450423434784048,9.256357656521594,-5.041242343478403,13.318757656521598,11.711757656521593,1.1642576565215956,-6.692742343478406,2.1664576565215956,4.715357656521595,-1.6838423434784033,20.115857656521598,1.9193576565215917,-24.5371423434784,-7.218442343478406,-0.6693423434784043,1.332257656521596,-1.019342343478403,-7.333942343478404,1.7596576565215918,-1.0493423434784042,6.270157656521597,4.126257656521597,-20.461942343478405,-0.4119423434784024,-2.9697423434784036,0.17135765652159224,-11.674442343478402,-10.414442343478404,-5.765242343478401,-1.3493423434784027
2019-12-04,3.0916925521958802,0.41029255219587923,7.989892552195879,-13.783307447804122,7.408292552195878,11.345792552195878,1.652692552195879,-0.6966074478041215,2.801292552195879,2.446692552195878,11.088692552195878,15.92059255219588,-0.29400744780412547,-20.01490744780412,-3.725407447804123,2.009292552195878,2.551692552195878,-0.8433074478041203,-7.050707447804122,1.3883925521958744,-10.78790744780412,8.189592552195881,4.31199255219588,-12.517807447804119,-1.1015074478041176,-1.6531074478041208,2.0414925521958764,-7.7720074478041195,-6.2654074478041215,-8.176107447804121,-0.4491074478041224
2019-12-05,1.9972066787295224,-0.9178933212704787,6.700606678729519,-13.122293321270478,10.180606678729522,8.11390667872952,-0.23159332127047816,-0.9037933212704794,1.636306678729521,0.6998066787295203,9.408106678729519,21.10750667872952,-6.459293321270483,-23.353093321270475,-8.12449332127048,-1.6944933212704791,3.60510667872952,-3.537693321270478,-9.18589332127048,-1.5444933212704823,-1.8376933212704774,9.64960667872952,3.5706066787295225,-4.56519332127048,-11.156993321270475,-1.0077933212704777,-4.221893321270482,-6.489393321270477,2.5727066787295243,-11.12839332127048,-1.3397933212704785
2019-12-06,3.360927836202347,-0.34017216379765247,7.834927836202345,-17.003072163797658,3.978627836202345,8.033027836202347,-2.0511721637976534,-0.051572163797655,1.6816278362023473,-5.539372163797654,11.564127836202346,24.302927836202347,-8.569472163797656,-18.506672163797653,-5.880772163797654,-1.8076721637976543,3.946827836202347,-2.386872163797652,-6.340072163797653,-1.4808721637976578,0.8799278362023474,11.608627836202349,2.6987278362023477,-1.4832721637976545,-8.370672163797652,-0.5554721637976527,-7.9159721637976554,-6.972972163797652,3.2779278362023456,-8.715272163797653,-1.423672163797654
2019-12-09,5.051108524268738,-1.8491914757312626,6.903708524268733,-8.131391475731261,2.1894085242687367,7.584808524268736,-1.9187914757312625,-0.42579147573126486,5.5452085242687374,-15.644491475731265,11.460708524268737,21.013508524268737,-13.061391475731266,-13.920491475731264,-4.638891475731263,-1.5852914757312633,4.030408524268736,0.22020852426873838,-2.3963914757312637,-8.970191475731266,-1.5011914757312617,15.106708524268738,2.1072085242687386,4.840408524268736,-13.597291475731263,2.361608524268738,-10.190791475731267,-2.76939147573126,4.965808524268739,-7.156191475731263,-0.6731914757312631
2019-12-10,2.47997633593472,-5.895123664065279,5.769276335934717,-9.64892366406528,4.310976335934718,3.0948763359347193,-1.3331236640652793,-1.345023664065281,4.713376335934719,-13.061323664065277,11.77767633593472,26.04587633593472,-13.910923664065285,-12.49102366406528,-3.8044236640652813,-2.6681236640652806,6.989676335934721,-1.0258236640652787,-7.101723664065279,-9.629923664065283,-0.17562366406527774,14.254976335934723,2.0432763359347206,7.68767633593472,-17.45092366406528,0.14987633593472127,-4.30842366406528,-4.829423664065278,5.003376335934721,-7.287323664065278,-2.63562366406528
2019-12-11,2.6323941431283324,-6.5573058568716664,3.1001941431283297,1.418194143128332,2.789694143128331,1.1645941431283318,-0.3372058568716677,0.2730941431283307,5.623194143128334,-10.417205856871668,6.527894143128334,22.940394143128334,-25.045605856871667,-11.00340585687167,-1.5134058568716686,-3.528205856871668,6.989594143128333,2.0304941431283328,-4.817205856871668,-9.192905856871668,-1.2366058568716656,13.343294143128333,1.2092941431283324,9.681894143128332,-17.348005856871666,-0.768605856871667,-8.365205856871674,-3.491905856871665,10.290794143128334,-7.876905856871667,-2.5889058568716674
2019-12-12,1.522044913174398,-5.639255086825601,4.388344913174397,0.5304449131743985,2.4828449131743957,4.913844913174397,-1.523255086825601,1.817444913174398,3.9138449131743975,-5.036355086825601,7.588844913174398,18.642244913174398,-17.452055086825606,-13.812955086825601,-2.1493550868256026,-2.1725550868256027,9.3159449131744,1.184144913174399,-6.2853550868256,-14.150855086825601,-0.11915508682560116,13.227944913174401,0.3315449131743988,4.299344913174398,-15.320655086825603,-0.5189550868256012,-7.141555086825604,-3.7851550868256005,9.043044913174397,-8.5370550868256,-1.787555086825602
2019-12-13,1.9057035076745088,-2.8963964923254912,2.821703507674506,1.333403507674509,-0.6101964923254926,4.665503507674508,-0.9102964923254904,-1.6947964923254926,-4.04719649232549,0.8820035076745081,5.677703507674508,19.812703507674506,-12.091296492325494,-9.469896492325493,-2.2769964923254924,0.8749035076745084,7.86770350767451,0.4129035076745087,0.6360035076745079,-12.17449649232549,-2.6345964923254903,12.36720350767451,-1.3782964923254917,4.301003507674508,-13.961796492325492,0.9964035076745088,-6.793196492325494,0.10660350767450999,2.931403507674509,-9.741996492325493,-3.533096492325491
2019-12-16,0.20947383753760862,-3.6008261624623916,3.7724738375376066,-0.7193261624623919,-0.6464261624623941,10.082373837537608,-2.0207261624623905,-3.2364261624623927,-5.582726162462393,5.478273837537609,7.581573837537609,19.367073837537607,-10.468726162462394,-8.514526162462394,-4.644826162462392,0.16227383753760727,1.7810738375376078,2.3744738375376087,2.653973837537607,-9.300626162462391,-5.412026162462391,12.46627383753761,0.40777383753760865,2.1332738375376086,-14.552526162462392,2.2109738375376082,-8.548426162462395,-2.44872616246239,-3.488026162462388,-7.942526162462393,-2.438926162462392
2019-12-17,1.192835932139855,-2.416964067860145,0.12483593213985333,3.5720359321398565,-4.134964067860146,3.1223359321398547,0.049435932139856316,-1.0029640678601455,-2.4779640678601442,7.398235932139856,7.712535932139856,11.485035932139857,-8.952464067860147,-7.687964067860147,-3.669764067860145,2.210435932139855,4.741535932139856,3.747435932139856,-1.7854640678601466,-11.784264067860146,-4.402864067860143,8.275935932139857,3.936035932139854,1.4775359321398542,-11.826064067860145,2.1567359321398554,-4.663064067860149,-2.616064067860143,3.582735932139856,-7.710564067860145,-1.7918640678601447
2019-12-18,3.364754738776816,-0.6039452612231836,1.7241547387768141,5.861354738776818,-12.792145261223187,7.317954738776816,0.9248547387768177,-0.07174526122318414,-0.9506452612231839,4.311754738776815,9.223154738776815,5.611754738776815,-5.906745261223183,-6.825445261223186,-1.9007452612231839,4.017054738776816,7.276854738776812,10.916854738776816,2.539754738776814,-11.390445261223181,-7.979345261223183,9.555054738776814,5.998154738776815,1.8596547387768165,-10.865745261223182,1.8771547387768162,-11.226145261223188,-0.8247452612231818,3.157754738776818,-0.7196452612231843,0.33775473877681583
2019-12-19,2.3324833702277803,-0.5212166297722184,-0.28801662977222175,2.334183370227783,-22.60521662977222,7.91728337022778,0.23788337022778183,1.48238337022778,-0.9222166297722194,-0.8250166297722202,7.218283370227781,10.91598337022778,-5.3218166297722185,-6.3674166297722214,1.1096833702277806,2.487483370227781,0.9952833702277812,10.429783370227781,3.157383370227779,-3.55691662977222,-7.2742166297722175,8.72328337022778,6.206683370227779,4.005283370227781,-10.626016629772217,4.028683370227782,-13.729516629772224,10.640283370227785,5.219283370227781,-3.0933166297722203,-0.3617166297722194
2019-12-20,2.836853842856172,-0.07694615714382791,1.6831538428561696,1.686653842856174,-19.32994615714383,8.970253842856174,2.0438538428561737,2.655653842856171,-4.838946157143828,-5.699746157143828,10.391853842856172,7.912253842856171,-2.9439461571438286,-4.64924615714383,2.1481538428561717,3.229653842856171,0.7679538428561712,11.493553842856173,1.58085384285617,-7.022146157143827,-8.853946157143826,9.56565384285617,4.778353842856172,-0.687546157143827,-10.316746157143825,2.614453842856172,-12.708046157143833,14.341253842856176,7.943653842856175,-2.216646157143829,0.6457538428561715
2019-12-23,0.4439558193703679,-0.5288441806296311,-0.4487441806296344,-4.351044180629628,-17.919144180629633,11.802855819370368,2.3388558193703695,0.4800558193703679,-7.6545441806296335,-4.218344180629632,12.797955819370369,7.766055819370368,0.5796558193703674,-11.824944180629632,1.0588558193703683,2.9819558193703677,2.0978558193703685,16.51495581937037,0.7714558193703667,0.3724558193703685,-7.752644180629629,10.826455819370366,0.9156558193703677,-7.00424418062963,-5.00594418062963,4.922255819370369,-4.397544180629631,10.269455819370371,6.706855819370371,0.6907558193703678,-0.7085441806296322
2019-12-24,-2.5097854492878584,0.9977145507121431,-1.9123854492878605,-7.171585449287854,-22.033985449287854,17.01201455071214,0.9716145507121438,-1.0755854492878578,-5.717185449287857,-9.848485449287857,7.782214550712142,8.476514550712142,2.8740145507121424,-13.385285449287856,0.2331145507121426,1.9581145507121422,-1.4427854492878585,15.457414550712143,1.743414550712141,-0.10458544928785657,-1.071585449287858,-0.05878544928785878,1.1107145507121423,-12.472185449287855,-4.757285449287856,7.597714550712144,-4.106285449287859,9.683814550712146,7.601314550712142,0.9376145507121427,-1.614785449287858
2019-12-25,-2.280341666377709,3.6201583336222924,-0.2971416663777098,-8.281941666377705,-26.32554166637771,14.472458333622292,-1.179241666377707,-3.1713416663777076,-3.953441666377708,-0.6044416663777064,11.038358333622291,4.4094583336222914,1.0093583336222922,-9.586541666377707,7.653458333622293,4.242358333622292,-4.241041666377708,15.53905833362229,3.1743583336222922,1.2055583336222921,-5.359041666377708,-3.9971416663777077,0.26555833362229153,-11.282941666377706,-4.954241666377707,11.082958333622294,-4.862141666377708,11.497558333622296,6.793358333622294,-0.2896416663777077,-0.426441666377708
2019-12-26,-1.4356737968587998,2.9814262031412015,2.454826203141199,-15.434273796858797,-27.4795737968588,14.6905262031412,-1.6737737968587973,-4.783073796858799,-2.005073796858798,7.429626203141202,11.4216262031412,1.9431262031411998,-0.35177379685879795,-11.809973796858799,10.011526203141202,3.6884262031412005,1.0853262031412,16.945426203141203,5.3713262031412,1.7170262031412011,-5.500873796858799,-2.933473796858799,0.7997262031412011,-11.4469737968588,-3.9106737968587986,12.1601262031412,-7.6754737968588,3.9777262031412026,6.348926203141202,-0.2937737968587984,2.048726203141201
2019-12-27,-2.2777479856121583,1.603352014387843,2.2183520143878406,-12.558847985612156,-25.66524798561216,12.684052014387841,-2.6953479856121567,-3.3393479856121573,-3.531747985612158,11.598952014387843,10.316852014387843,-2.8788479856121576,-1.5659479856121568,-11.444547985612155,7.091952014387843,1.4863520143878421,1.432552014387845,14.366652014387842,1.549252014387843,3.199352014387843,-5.542547985612157,-5.053247985612158,1.161752014387842,-11.018047985612155,-3.5796479856121572,14.405452014387842,-8.280347985612158,3.8077520143878436,9.335152014387845,3.950152014387843,0.2802520143878422
2019-12-30,-2.3421422906793277,1.9960577093206735,-0.3419422906793286,-11.530942290679326,-25.57254229067933,11.040057709320669,-4.136342290679325,-4.053342290679327,0.12115770932067349,13.856957709320675,8.021857709320672,-3.8918422906793277,0.7835577093206736,-10.133742290679326,4.261757709320674,0.5186577093206725,2.2284577093206734,8.535557709320672,3.7990577093206723,4.445857709320673,-1.7878422906793272,-6.183042290679326,1.2386577093206723,-10.452942290679323,-3.243942290679326,17.724857709320673,-2.162642290679328,-0.03664229067932645,4.4263577093206745,5.390557709320674,-3.2220422906793282
2019-12-31,-2.454364196537849,2.665935803462152,-2.284564196537849,-11.483664196537845,-15.25736419653785,11.00363580346215,-6.4440641965378465,-6.140864196537848,-6.613764196537851,11.162035803462151,5.30403580346215,-4.938364196537848,-1.600664196537848,-10.485864196537849,14.021835803462157,0.42653580346215203,0.6568358034621524,6.823235803462151,6.8989358034621535,3.974035803462152,6.077135803462152,-6.345464196537847,0.23233580346215144,-12.763864196537844,-7.096464196537847,15.487435803462153,-1.5923641965378492,-0.8843641965378459,3.1124358034621533,5.044135803462153,-5.8726641965378485
2020-01-02,-2.830050831021268,0.8132491689787333,4.841849168978731,-14.372750831021264,-16.35525083102127,13.45734916897873,-6.505250831021266,-9.165650831021267,-5.240550831021268,14.333549168978733,0.0957491689787322,-5.793650831021267,-2.746950831021267,-14.784350831021266,12.134649168978738,-0.41655083102126744,4.794749168978733,5.815149168978735,6.464349168978732,1.686549168978733,11.214549168978733,-0.5868508310212657,-0.3047508310212672,-6.329750831021262,-5.283850831021267,11.740849168978734,-2.8307508310212683,-1.0369508310212654,6.268949168978734,2.1936491689787343,-6.5904508310212675
2020-01-03,-1.5080045218516425,3.1143954781483583,15.062095478148358,-13.86350452185164,-17.608304521851643,13.759395478148356,-6.344704521851641,-8.727204521851641,-2.2109045218516417,23.773595478148366,0.1848954781483565,-11.468704521851642,-2.987204521851641,-12.86200452185164,9.962995478148361,-0.21320452185164207,4.816295478148359,3.24699547814836,5.8165954781483595,4.539695478148358,6.67459547814836,-0.5692045218516404,0.0881954781483576,-10.699104521851638,-3.7996045218516414,10.752995478148362,-5.592104521851642,-2.020304521851639,2.0533954781483574,2.4855954781483587,-5.327604521851642
2020-01-06,-1.4022748850244926,1.2989251149755083,14.272925114975509,-16.15317488502449,-16.654074885024492,10.446725114975505,-6.651274885024492,-7.542774885024491,-4.383974885024492,24.53822511497551,-4.663974885024494,-7.247874885024493,-4.422274885024492,-15.216674885024492,10.191725114975512,0.5967251149755078,6.7914251149755085,3.590525114975507,9.456625114975509,2.1252251149755077,1.595325114975509,2.4869251149755103,-0.5639748850244918,-10.934774885024488,-4.149074885024492,13.762025114975511,-9.895074885024492,-1.6287748850244907,1.7581251149755084,2.7663251149755084,-2.098374885024492
2020-01-07,-1.9341893351462565,1.7749106648537443,13.525310664853745,-18.931689335146253,-19.265589335146256,16.375110664853743,-6.245589335146256,-5.924389335146256,-4.824989335146256,23.46881066485375,-5.254189335146258,-7.0035893351462555,-4.306989335146255,-13.055089335146254,16.69701066485375,2.469810664853744,9.594410664853745,3.2534106648537438,2.6191106648537454,4.357710664853744,-0.6103893351462564,-3.610989335146255,-0.028789335146256145,-14.747189335146249,-5.5039893351462545,10.695310664853746,-7.786589335146256,-4.719489335146253,0.03241066485374544,0.3584106648537446,-4.592389335146256
2020-01-08,-0.41914716305855726,2.084752836941443,10.866152836941446,-16.877147163058556,-17.834447163058552,15.698552836941444,-6.0316471630585555,-3.611647163058557,-4.287847163058556,23.29625283694145,-7.221247163058557,-7.912547163058558,-4.0895471630585565,-9.558747163058554,17.66755283694145,1.4573528369414428,2.6672528369414437,1.8001528369414443,4.597752836941444,2.5864528369414437,-2.1217471630585565,-5.955247163058555,0.09125283694144315,-17.21624716305855,-4.869847163058557,13.320752836941443,-8.288647163058556,-4.577647163058554,-2.5781471630585555,1.3640528369414437,-3.1669471630585573
2020-01-09,-1.2969168337886583,0.672183166211342,13.200083166211344,-19.766916833788656,-16.155416833788653,16.15258316621134,-6.387216833788658,-4.028416833788658,-3.8691168337886577,22.41978316621135,-5.24311683378866,-5.664316833788659,-3.0000168337886572,-10.809016833788656,16.85918316621135,2.343083166211341,1.889783166211342,2.5546831662113427,2.890183166211343,0.558283166211341,-3.7888168337886565,-5.150916833788657,-0.013816833788657834,-23.321716833788653,-3.9486168337886576,12.407183166211343,-4.315216833788661,-3.1205168337886553,-3.748016833788656,1.9021831662113438,-2.2047168337886585
2020-01-10,-0.589910103798662,1.9040898962013384,8.445189896201338,-17.312910103798664,-17.594610103798658,13.152589896201338,-7.350210103798661,-4.416510103798663,-9.576210103798662,17.697389896201344,-4.104310103798664,-6.066810103798662,-4.49941010379866,-7.38201010379866,17.518089896201346,2.383489896201338,0.22448989620133863,7.072189896201337,2.6603898962013397,3.056089896201338,-3.96261010379866,-5.545910103798661,1.4465898962013388,-19.287810103798662,-3.151310103798662,13.562789896201338,-3.4477101037986615,1.2151898962013412,-0.8617101037986603,1.1393898962013396,-3.6453101037986624
2020-01-13,-1.2684158530643659,1.5863841469356346,10.960884146935634,-18.029315853064368,-23.140115853064362,15.925884146935633,-10.088415853064365,-3.808815853064365,-11.677415853064367,20.03018414693564,-0.2592158530643669,-5.287515853064367,-3.500615853064365,-9.736115853064362,18.39748414693564,-0.34911585306436654,0.46988414693563474,6.665284146935634,2.483384146935637,2.227984146935634,-2.8528158530643646,-3.2628158530643647,1.1089841469356343,-16.81531585306437,-2.2969158530643656,13.669784146935637,-0.5431158530643658,-2.0807158530643632,0.7066841469356364,2.613384146935636,-1.369915853064366
2020-01-14,-1.0220504329586322,0.48024956704136845,9.373649567041369,-18.372250432958634,-21.65635043295863,13.079449567041367,-8.095950432958631,-3.1264504329586313,-9.338850432958631,27.30354956704137,-2.6189504329586324,-3.9161504329586343,-3.4693504329586307,-9.50945043295863,20.953549567041378,-0.7480504329586326,0.18194956704136978,3.733049567041368,-0.6168504329586295,4.133149567041368,-1.1503504329586312,-6.156050432958631,0.5775495670413686,-17.79455043295863,1.628049567041368,10.721749567041371,0.18134956704136856,-1.8326504329586282,-2.463750432958631,1.5959495670413695,-1.8815504329586326
2020-01-15,-0.5870058292541456,-0.2362058292541449,3.124594170745854,-12.803305829254143,-25.43350582925414,10.067694170745852,-8.479705829254144,-5.197105829254145,-12.841805829254145,32.48259417074586,-0.1805058292541457,-0.8596058292541459,-1.9779058292541452,-7.719105829254143,20.749994170745858,-2.6410058292541456,2.4023941707458554,5.004194170745854,-0.324205829254143,2.522994170745854,-4.448305829254145,3.398994170745855,-5.454205829254144,-17.411205829254143,2.9648941707458545,14.767694170745857,0.7079941707458539,4.498294170745856,1.8938941707458596,1.0156941707458564,-3.6214058292541456
2020-01-16,0.32119667276092123,-1.1716033272390776,6.089396672760921,-12.882403327239079,-16.157403327239077,9.642696672760923,-8.499603327239077,-6.337303327239077,-16.34570332723908,32.197896672760926,0.0628966727609217,-0.11540332723907909,-3.280803327239078,-8.758903327239075,17.993096672760927,-3.9315033272390787,1.3229966727609237,-1.1456033272390793,-3.4583033272390757,0.4499966727609215,-3.1096033272390766,2.481996672760923,-7.318503327239077,-20.08370332723908,0.7855966727609212,15.687496672760926,0.9315966727609228,4.4684966727609226,1.066196672760925,-3.470403327239076,-4.567703327239078
2020-01-17,-0.1599650204119771,-2.172765020411976,8.909834979588023,-11.227465020411975,-2.9538650204119787,-0.016865020411977127,-5.579365020411975,-8.116865020411975,-16.10716502041198,31.19213497958803,2.7801349795880226,2.6109349795880226,-3.099965020411977,-12.029965020411975,18.133234979588025,-2.1181650204119764,-0.5315650204119753,-2.1838650204119783,-1.4153650204119743,-2.9812650204119757,-1.865165020411974,-1.813265020411977,-5.715365020411977,-24.747965020411975,-0.3336650204119769,14.260434979588025,2.3559349795880236,-6.0994650204119765,0.6917349795880265,-3.5115650204119757,-3.3402650204119766
