date,飞利信,恒宝股份,数知科技,聚龙股份,梦网集团,昆仑万维,科蓝软件,金固股份,金冠股份,金财互联,紫光国微,中科创达,信息发展,海联金汇,飞天诚信,赢时胜,科达股份,汉威科技,朗科科技,华媒控股,海峡创新,*ST联络,二三四五,众应互联,新晨科技,广电运通,数字认证,奥马电器,智度股份,华力创通,广东骏亚
2019-10-18,-0.2658388500685849,7.687761149931411,-14.788538850068589,31.768961149931414,19.222161149931413,0.5298611499314174,-27.68973885006859,1.0923611499314139,24.700761149931417,-7.037738850068589,-14.646238850068587,-5.200538850068589,-1.2921388500685873,-6.789738850068585,0.3560611499314148,-8.705838850068586,21.17206114993141,10.675261149931414,14.986361149931417,5.808661149931417,-2.9026388500685836,-10.698938850068586,-15.141738850068588,6.1225611499314105,-1.4976388500685838,11.509961149931408,-13.111738850068585,3.983061149931414,23.16296114993142,-6.281938850068587,-0.3961388500685835
2019-10-21,-3.6837590654355807,-0.1005590654355828,-14.07335906543558,37.384840934564416,16.455340934564415,4.8382409345644195,-26.414659065435586,0.9574409345644188,26.701640934564434,-8.035659065435585,-11.827659065435583,-0.2838590654355819,-2.2776590654355817,-9.63805906543558,-3.512559065435582,-7.81415906543558,15.569840934564416,4.275240934564419,12.308040934564415,7.195440934564425,1.0925409345644175,-7.8576590654355805,-13.04135906543558,1.8489409345644168,3.1494409345644203,15.984840934564414,-8.89165906543558,-6.510159065435579,17.249040934564423,-8.17325906543558,-0.26895906543558024
2019-10-22,-2.896770345812338,0.8843296541876606,-14.52437034581234,43.63992965418766,17.759129654187657,0.6394296541876647,-24.67297034581234,-6.998370345812338,24.078629654187665,-8.59577034581234,-11.462170345812336,5.6591296541876615,-11.069070345812337,-17.45257034581234,-1.409470345812338,-8.368170345812336,23.41152965418766,7.902429654187664,16.77812965418766,7.583929654187667,-4.458370345812336,-5.489770345812339,-13.680470345812338,2.6997296541876596,4.716029654187665,16.349529654187656,-13.075470345812334,-7.682370345812335,24.381429654187667,-7.36057034581234,-2.946470345812336
2019-10-23,3.2127907193395524,4.512890719339551,-14.351309280660448,43.16799071933955,13.89639071933955,-3.7982092806604455,-21.978709280660446,-1.4854092806604466,17.254890719339564,-9.649109280660449,-13.139109280660445,4.5697907193395535,-11.851709280660446,-23.64950928066045,-1.8692092806604474,-7.2374092806604455,25.616190719339556,5.169590719339555,12.04119071933955,5.707690719339558,-4.282709280660448,-4.351509280660447,-9.150809280660447,-9.401309280660449,7.001290719339554,14.230690719339547,-7.037209280660445,-3.6255092806604443,31.26289071933956,-9.779509280660449,-0.10470928066044616
2019-10-24,-1.3014432089126933,10.597256791087304,-16.46254320891269,51.00615679108731,9.539456791087302,-6.031043208912689,-17.062143208912694,-3.137143208912693,12.665356791087309,-6.451143208912693,-13.526143208912691,0.7961567910873053,-8.636143208912692,-21.640243208912697,-3.22654320891269,-5.6893432089126925,30.180956791087308,-0.6340432089126913,12.286356791087307,6.63325679108731,-6.9149432089126925,-5.542543208912694,-7.840043208912693,-6.859943208912695,4.38425679108731,14.356256791087302,-3.5200432089126896,-2.3092432089126915,33.08165679108731,-10.924943208912694,-4.43574320891269
2019-10-25,0.782567790807307,10.833467790807306,-15.438032209192693,51.578167790807306,10.476767790807306,-2.249432209192692,-17.89073220919269,-6.164532209192692,6.012267790807318,-6.223232209192693,-13.504332209192691,0.5145677908073085,-5.638832209192692,-18.155832209192692,-3.9081322091926913,-3.468032209192692,27.830767790807315,12.063867790807306,11.697467790807302,8.412367790807314,-6.714632209192693,-5.341632209192692,-8.838532209192692,-6.513532209192693,6.4536677908073115,14.473967790807304,-2.631132209192688,-7.960332209192691,26.255867790807315,-10.005032209192692,-11.730532209192688
2019-10-28,1.669297142695048,15.100997142695045,-17.73060285730495,51.346297142695036,10.977997142695045,-2.700702857304951,-6.44170285730495,-5.787502857304952,-2.497802857304949,-1.999002857304953,-21.73060285730495,-5.649002857304952,-5.170002857304951,-20.075002857304952,-3.7410028573049505,-3.1553028573049513,31.84219714269506,14.413197142695045,15.447697142695043,10.602797142695053,-8.738802857304952,-7.295802857304952,-8.386802857304952,-9.486002857304952,8.66189714269505,10.782397142695045,-3.301402857304949,-13.948302857304949,30.78269714269506,-7.4429028573049525,-8.557702857304946
2019-10-29,1.5643574916738259,13.649257491673826,-19.75074250832617,50.52485749167382,1.6909574916738261,-6.085842508326174,-14.430542508326171,-3.9250425083261735,-11.034542508326165,-2.3766425083261735,-21.872242508326167,-10.78294250832617,1.5529574916738262,-12.537042508326175,-4.528142508326173,-3.268442508326172,27.067857491673834,25.446857491673825,9.137157491673822,11.437557491673834,-4.351642508326176,-5.610742508326172,-8.938842508326172,-4.964942508326174,9.282157491673829,21.100757491673825,-11.616242508326168,-12.821142508326172,42.326257491673836,-7.4841425083261734,-10.303142508326168
2019-10-30,2.77501352802385,11.648013528023847,-17.77618647197615,49.04201352802385,6.166913528023847,-3.2785864719761486,-15.568286471976146,8.281013528023852,-24.926386471976144,-9.051586471976151,-12.540786471976148,-4.891786471976148,-7.083486471976148,-4.585886471976151,-2.08318647197615,-7.144286471976148,24.42601352802385,21.16881352802385,14.892513528023848,-6.6972864719761445,-2.2247864719761514,-8.564086471976147,-10.135986471976146,-4.834986471976149,1.8598135280238557,8.797713528023847,-6.796786471976153,-18.320686471976146,55.691113528023855,-6.37128647197615,-2.0245864719761464
2019-10-31,-1.2677168573781024,9.745283142621902,-20.493616857378097,39.1741831426219,11.2878831426219,-3.3605168573781032,-11.920116857378098,-1.5144168573780994,-8.005516857378094,-6.433216857378099,-12.3814168573781,-5.2611168573781,-11.380316857378102,-7.440416857378097,-2.220016857378102,-5.1955168573781005,16.8138831426219,16.6468831426219,10.451783142621897,-9.817016857378096,-7.546116857378102,1.6031831426218996,-12.8100168573781,3.312083142621897,-0.17971685737809562,14.763283142621894,-3.6816168573780987,-10.790116857378095,53.8948831426219,-6.9393168573781026,-7.709916857378099
2019-11-01,-3.221091005553191,11.26980899444681,-19.186191005553187,23.52870899444681,10.675308994446812,1.7129089944468072,-14.07639100555319,9.435208994446812,-18.877691005553192,-2.0918910055531903,-12.30519100555319,-2.788691005553189,-11.69899100555319,-0.02419100555318643,-1.441891005553189,-3.4984910055531886,17.938108994446818,13.024508994446808,12.149508994446805,-12.589091005553183,0.30280899444681086,10.850108994446808,-11.719091005553189,4.51230899444681,2.849608994446813,3.920608994446806,-0.07519100555318814,-14.890691005553185,53.15800899444682,-1.0726910055531906,-7.433691005553188
2019-11-04,-1.1468081704425448,9.792191829557456,-17.90630817044254,36.62779182955747,10.865491829557458,2.8879918295574534,-12.132908170442542,9.709691829557457,-18.989408170442545,-2.7182081704425425,-10.093008170442543,1.2326918295574565,-7.527008170442545,1.0146918295574627,-1.735708170442544,-3.807008170442543,25.65719182955746,11.450091829557453,5.869191829557452,-4.22910817044254,-0.8016081704425424,10.079591829557454,-13.026508170442543,-0.5845081704425446,0.18079182955745732,-5.095908170442546,-7.490808170442543,-11.727108170442541,50.45919182955746,1.4150918295574562,-4.182208170442541
2019-11-05,-5.122312459547772,5.897787540452227,-16.33331245954777,31.636387540452244,9.920187540452229,4.833287540452227,-6.18731245954777,12.073387540452233,-16.958212459547774,4.870087540452229,-7.2263124595477715,2.98278754045223,-9.100112459547772,-1.0400124595477687,-1.7777124595477711,-1.9160124595477717,27.018487540452227,16.110587540452226,0.8772875404522253,-1.1075124595477674,1.429087540452227,15.446387540452225,-11.55111245954777,-6.780312459547774,3.4831875404522297,-13.737212459547775,-0.1850124595477709,-15.76481245954777,51.44658754045223,1.3311875404522289,-2.52841245954777
2019-11-06,-6.173967831748707,2.4527321682512953,-17.10496783174871,47.2146321682513,13.094132168251294,3.4530321682512923,-10.341167831748706,6.746532168251296,-15.369567831748704,3.095532168251294,-19.225967831748704,5.181032168251294,-7.746367831748707,-1.2989678317487026,2.855932168251293,-5.881367831748705,12.964332168251294,13.873732168251294,-10.275567831748708,-1.3217678317487027,9.537932168251293,8.54853216825129,-12.853867831748705,-11.243267831748708,-2.901767831748707,-8.377967831748709,1.2744321682512942,-17.550767831748708,46.152632168251294,3.737832168251294,-6.114667831748704
2019-11-07,-6.936685820961821,-0.9460858209618198,-14.96448582096182,39.86691417903818,10.48811417903818,8.624914179038178,-7.222785820961821,9.06411417903818,-18.189185820961825,6.36421417903818,-16.69058582096182,5.849414179038181,-5.967385820961821,2.1040141790381823,0.27351417903817943,-3.055585820961821,5.857114179038184,14.931414179038178,-15.962785820961823,-0.09848582096181713,3.6808141790381796,9.530114179038176,-9.869785820961818,-20.675185820961822,5.371314179038181,-8.355785820961822,7.156314179038181,-18.183885820961816,37.95901417903818,-1.1018858209618185,-5.636985820961819
2019-11-08,-6.327878829290185,-1.5003788292901832,-13.575578829290182,35.32792117070982,15.279321170709816,12.024021170709817,-8.30357882929018,9.444421170709816,-16.776478829290184,11.619521170709818,-12.163878829290184,7.323321170709819,-1.7341788292901836,-5.991378829290181,-1.7114788292901841,-2.9908788292901822,-4.259978829290181,9.104021170709816,-19.46057882929018,-3.8433788292901805,3.7317211707098172,8.528021170709813,-9.456778829290183,-19.641878829290185,3.6348211707098166,-5.245678829290186,14.472921170709819,-16.26577882929018,26.58512117070982,-1.9488788292901817,-10.00087882929018
