date,新和成,华兰生物,大族激光,传化智联,中航机电,亿帆医药,苏宁易购,分众传媒,苏泊尔,美年健康,紫光国微,三花智控,东华软件,国轩高科,沙钢股份,太阳纸业,金螳螂,三钢闽光,韵达股份,南极电商,中环股份,宁波银行,荣盛发展,广电运通,石基信息,正邦科技,中航光电,纳思达,华天科技,二三四五,金风科技,合力泰,鱼跃医疗,科大讯飞,大华股份,歌尔股份,上海莱士,卫士通,东方雨虹,光迅科技,信立泰,圣农发展,洋河股份,海大集团,格林美,顺丰控股,杰瑞股份,北方华创,伟星新材,千方科技,东山精密,大北农,海普瑞,四维图新,广联达,高德红外,海康威视,科伦药业,启明星辰,欧菲光,赣锋锂业,沪电股份,海格通信,天齐锂业,申通快递,立讯精密,荣盛石化,山西证券,涪陵榨菜,老板电器,三七互娱,巨人网络,森马服饰,索菲亚,比亚迪,领益智造,龙蟒佰利,世纪华通,中公教育,完美世界,国盛金控,西部证券,美亚光电,牧原股份,国信证券,万达电影,康弘药业,第一创业,恩捷股份,凯莱英,视源股份,大博医疗,深南电路,盈趣科技,华西证券,鹏鼎控股,长城证券,青农商行,苏州银行,中国广核
2020-01-06,-4.252155,-12.314055,3.7406450000000007,-6.484555,-3.9822550000000003,4.906845,-6.319955,7.105745000000001,-9.943655,-6.241554999999999,-4.596355,17.156945,-3.9883549999999994,11.626145,-5.304255,2.1866450000000013,7.289745,0.5497450000000002,1.0992450000000002,-4.098754999999999,6.478144999999999,-2.217855,3.422045,13.829644999999996,-2.7615550000000004,3.7917449999999984,-7.435155,0.9466450000000006,15.133844999999999,-0.49635499999999955,1.1943450000000009,1.7064449999999995,-5.116655,3.6816450000000005,15.791245,-11.773754999999998,-5.519655,-0.7118550000000003,2.356445000000001,-4.118155000000001,0.876444999999999,-6.186655,-0.706154999999999,4.804244999999999,10.484044999999998,-11.842054999999998,14.708044999999998,-7.588555,2.727845000000001,3.546345000000001,18.510645000000004,38.269545,3.2694450000000006,-5.299955000000001,-5.026355000000001,9.080744999999997,0.5787450000000013,0.9531450000000009,9.275545000000001,6.752445000000001,24.748145,-7.011955000000001,1.701945,19.665845,-0.02685500000000074,-6.730255,-8.103255,-0.247255000000001,-14.895355,-0.5954550000000012,8.849744999999999,1.7498450000000003,-6.150655,9.263045000000002,0.9927450000000018,-2.0172550000000005,11.633745000000001,15.221245,-16.154455,17.598644999999998,3.826645000000001,0.9435450000000001,-15.266155,-9.367355,0.6269450000000003,20.217245,-12.812255,-6.097855000000001,17.177245,-8.347955,-10.868055,-17.198855000000002,-7.328154999999999,2.426945000000001,7.007945,-22.453755,6.449244999999998,-2.632054999999998,5.725944999999999,-5.2108550000000005
2020-01-07,-4.890096,-10.960596,10.211004,-7.5220959999999994,-4.208196000000001,3.281004,-7.185896,6.045104000000001,-12.856296,-4.208195999999998,-5.480896,12.740304000000004,-5.981896,11.586804000000003,-6.1267960000000015,1.0242040000000006,7.946404,-3.0920959999999997,-0.8618960000000007,1.3613040000000023,5.379703999999999,-2.3505959999999995,-2.4069959999999986,10.468604,-2.2849960000000005,0.3751039999999979,-9.037496,1.2830039999999998,9.584403999999997,-0.25549599999999995,-3.2643960000000005,-0.6683960000000003,-3.474596,1.6491040000000003,12.698504,-12.273195999999999,-5.535096,-4.291996000000001,0.5779040000000002,-5.090496,-0.9622960000000016,-3.9912960000000015,-0.705695999999999,4.893303999999999,10.384704,-7.8756960000000005,5.3979040000000005,-6.966095999999999,-0.6616959999999996,1.4744040000000014,14.141204000000004,47.179503999999994,5.299004,-4.726196000000001,-7.044996,7.713503999999999,0.6918040000000012,-1.5351959999999998,6.7336040000000015,4.724404,24.994904000000005,-8.623796000000002,0.7476040000000004,22.453804,0.7923039999999983,-5.429296,-10.250296,-0.8618960000000003,-17.578496,-5.479496,13.383904000000001,1.571004,-6.665496000000001,9.601104,-0.4726959999999998,-1.6100960000000006,12.570904000000002,16.782804000000002,-15.893695999999998,20.129904,3.267504000000001,-0.05959600000000109,-13.198096,-4.604996000000002,1.0184040000000005,20.780103999999998,-8.930496000000003,-7.451896000000001,17.906804,-5.180496,-12.466996,-10.925596,-9.267895999999999,9.986004000000005,5.475904000000001,-17.287896,9.573703999999998,-1.2491959999999982,5.783703999999999,-5.854196
2020-01-08,-6.163238,-11.606238,4.412362,-7.541137999999998,-0.4214380000000002,5.316462,-6.547038000000001,7.709162000000002,-9.980338,-5.979037999999999,-8.895838,19.079262,-10.584238,13.697462000000002,-4.926837999999999,-0.48533799999999894,6.250062000000001,-2.7146380000000003,-0.06753799999999999,0.8629620000000018,2.708762,-1.1503379999999994,-5.617537999999999,11.646162,-3.2055379999999998,0.2677620000000007,-7.083738,-8.300437999999998,-0.2563380000000004,-1.5833379999999995,-1.072838,-3.7477380000000005,-4.479138000000001,0.9794620000000003,10.318662,-16.350838,-6.081638,-5.3070379999999995,2.562062,-8.371138,-1.5365380000000008,-4.211638,5.194762000000001,6.730961999999998,9.040761999999999,-6.843937999999999,9.286961999999999,-9.244938000000001,-2.0969379999999997,3.4346620000000003,12.546962000000002,60.859462,4.5755620000000015,-5.0577380000000005,-5.965738000000001,10.628861999999998,1.8757620000000006,-1.5316379999999994,8.255862000000002,-4.282238000000001,28.166362,-12.305438000000002,2.9651620000000003,22.826762000000002,1.1285619999999996,-7.360338,-11.003538,1.9104619999999999,-16.486938000000002,-4.385038,13.547962,1.169062000000001,-5.030938000000002,11.498462,-0.402137999999999,0.4408620000000001,7.731162000000001,13.925362,-13.967637999999999,16.028162,2.0780620000000005,-1.1457380000000001,-18.752138,3.6335619999999995,0.8228620000000006,16.497562,-10.301638,-11.335038,17.289662,-5.095138,-10.981138,-12.805038,-9.652538,13.883962000000006,4.249062,-17.147638,8.777361999999997,-1.4571379999999987,5.145761999999999,-7.662238
2020-01-09,-2.9459350000000013,-12.523835,2.1387650000000002,-7.170735,-5.9524349999999995,2.601565,-4.637135,10.313865,-10.453335,-7.850234999999998,-6.535135,19.409265,-1.1973349999999998,14.912265000000003,-7.804835000000001,-0.8530349999999998,4.564764999999999,-6.411235,-0.915935,0.08756499999999989,4.786465,-4.057534999999999,-6.990634999999999,11.115165000000001,-4.658535000000001,-1.5282350000000011,-9.762535,-3.339735000000001,1.8760649999999996,-1.3058350000000003,-1.6711349999999991,0.5082650000000006,-3.9260349999999997,0.21086500000000008,9.124765,-8.978134999999996,-5.357735,-1.891235,2.2893650000000014,-2.350034999999999,-2.5450350000000013,-3.362235,4.619665,5.285164999999999,7.060464999999998,-10.783835000000002,8.353365,-9.563334999999999,-2.6651349999999985,3.0309650000000006,15.714265000000001,53.492265,3.984465000000001,-5.1543350000000006,-5.992134999999999,7.754764999999998,-1.339134999999999,-2.1011349999999998,2.300765,-3.931435000000001,28.933865000000004,-13.676335,1.6413650000000004,19.749965,-0.432335000000001,-0.006535000000002178,-12.984835000000002,-0.665735,-16.321935,-5.681335,15.796764999999999,0.42486500000000005,-6.431835000000002,12.950264999999998,-3.6112349999999998,2.5966650000000002,10.438665000000002,14.897565,-9.673034999999999,11.485165000000002,0.29576500000000083,-2.9516350000000005,-18.736735,1.7510649999999992,0.029864999999999586,15.682865,-9.478635,-9.245735000000002,14.807865000000001,-2.164235,-11.508735000000001,-11.856435,-10.952834999999999,14.038365000000004,3.107665000000002,-12.620535,5.144364999999999,-4.067734999999999,3.4124650000000014,-7.027135
2020-01-10,-3.1120110000000007,-11.194911,0.8526889999999998,-5.424111,-3.3017110000000005,2.5707889999999995,-5.121510999999998,12.107189,-12.149310999999999,-5.889310999999998,-5.836711000000001,18.775089,3.1286889999999996,12.646589,-8.264911,-1.362211,5.145188999999999,-7.177511,-5.367710999999998,1.3937890000000002,4.292888999999999,-4.479111,-6.781311,11.830389,-4.946811,-5.5808110000000015,-9.939611,-7.564810999999998,5.173889,-0.2858109999999997,-3.917111,-0.6050109999999997,-4.769611,0.7276890000000007,9.628389,-5.291210999999998,-6.332110999999999,-2.476611000000001,4.201189000000001,-3.9573110000000007,-2.137711000000001,-4.048610999999999,7.432888999999999,5.705088999999999,5.833888999999999,-8.636211000000001,7.351789000000001,-10.346311,-2.0093110000000003,4.220089,13.311689,45.579189,10.421289000000002,-4.393011000000001,-7.658810999999998,11.680088999999997,-1.508910999999999,-2.5335109999999994,0.6484890000000008,-3.4173110000000015,28.966389,-11.710111000000001,-0.3440109999999994,21.638989,-0.36941100000000004,0.1375889999999988,-15.553111,-1.8068110000000002,-19.134211,-3.4288110000000005,16.992189,-0.9944109999999995,-6.037211000000002,16.403389,-3.7273109999999994,1.6852889999999996,8.529489,16.226589,-8.275711,9.207288999999998,0.2654890000000012,-1.7782109999999998,-17.416511000000003,-1.5188109999999995,0.14738900000000066,13.283989,-8.011811000000002,-8.902611,16.343389000000002,-2.796011,-11.662310999999999,-7.3381110000000005,-6.717511,11.584489000000005,3.6301890000000006,-7.154111000000002,4.072688999999998,-3.244810999999998,3.5204889999999995,-7.294411
2020-01-13,-3.410722000000001,-9.943622000000001,1.2898779999999994,-5.881221999999999,-2.857322000000001,6.474678000000003,-5.282121999999999,5.795778,-11.414722000000001,-6.517422,-3.033722000000001,9.680178000000002,4.579578000000001,16.454877999999997,-8.266222,-3.9649220000000005,7.593777999999999,-7.545321999999999,-6.087021999999999,-1.3228220000000002,6.436178,-8.947621999999999,-7.512022,10.895278000000003,-3.689022000000002,-4.486522000000001,-10.771722,-5.886722000000001,11.043378,-1.6655220000000002,-5.726922,0.11237800000000053,-7.5396220000000005,1.0522780000000003,6.708677999999999,-5.092321999999999,-8.116422,-1.7910220000000006,0.33327800000000085,-3.3682220000000003,-3.2218220000000013,-3.5956220000000005,7.0811779999999995,3.4596780000000007,7.833977999999998,-8.605622,3.8855780000000006,0.06857800000000047,-3.354322,13.048978,19.466378,46.474278000000005,13.499078,-2.3695220000000004,-4.497021999999999,20.023177999999998,-1.5862219999999994,-3.458522,1.2497780000000007,-4.588622000000002,26.591978000000005,-6.637522000000001,2.3716779999999993,21.063178000000004,-0.36392200000000063,1.0843779999999987,-15.536322000000002,-3.924922,-18.271321999999998,-4.939222000000001,14.142078000000003,-0.12892199999999998,-7.200422000000001,12.931178000000003,6.385577999999999,1.9908780000000001,16.304077999999997,15.295678000000002,-10.507322000000002,11.402177999999997,-4.106521999999999,-4.091222,-18.761922,-1.768422,0.3048780000000002,15.606978,-7.947622000000001,-12.928322000000001,13.445178000000002,-1.4719220000000002,-9.929922,-4.636922000000002,3.287277999999999,12.586378000000005,0.8586780000000014,-7.432622000000002,-4.8372220000000015,-4.149221999999998,0.7888780000000013,-8.008422
2020-01-14,1.6661829999999993,-9.105617,2.257182999999999,-1.4260170000000008,-5.829517,8.427683,-4.4475169999999995,6.156983000000001,-11.853817000000003,-16.050317000000003,-6.493117,11.295983,3.0715829999999995,14.794182999999999,-1.1089170000000008,-2.4967170000000003,8.814382999999998,-7.080816999999999,-8.563317,-4.346617,6.984183000000002,-6.856116999999999,-4.630817,6.847583,-5.208617000000001,-2.7073169999999998,-11.443417,-9.891117,9.883983,-3.2966169999999995,-4.859617000000001,-8.368117000000002,-6.772817000000001,-1.6155169999999999,6.869283,-4.276416999999999,-9.152317,-4.949517,-1.0918169999999994,-5.722716999999999,-2.699317,-1.5129170000000005,6.077083000000002,7.6303829999999975,19.282583,-10.510317,2.3953830000000003,6.729182999999998,-4.389816999999999,8.697682999999998,13.149682999999998,51.602983000000016,14.274783,-8.606617,-1.9075170000000006,18.795082999999998,-0.10581699999999944,0.05528300000000108,-1.817117,-14.851117,31.155383,-9.759317,0.38218300000000016,31.873782999999996,-2.508616999999999,3.0521829999999976,-12.306816999999999,-4.557117,-17.821816999999996,-1.4591170000000013,8.001682999999998,0.04288300000000045,-5.106417000000001,8.240883,10.011382999999999,-4.8938169999999985,16.646082999999997,17.622483,-8.450517000000001,6.996883000000001,-4.524317,-4.377017,-17.657217,-0.11541699999999855,-0.8722169999999998,17.180582999999995,-8.305517000000002,-15.233417000000001,11.189583,-1.9357170000000006,-11.776516999999998,-0.40571700000000044,2.6061829999999997,10.708683000000004,-0.5190170000000001,-7.165017000000002,-9.218117000000001,-4.301016999999997,1.701583,-7.028617000000001
2020-01-15,2.823958999999999,-7.205141000000002,-0.3872410000000013,-1.8133409999999992,-6.576941000000001,9.855459000000003,-3.7571409999999994,5.861959,-10.011441000000001,-16.271441000000003,-0.8308409999999995,9.871959,15.375758999999999,13.963859,-0.811741,0.9298589999999998,6.875258999999996,-7.501940999999999,-7.803341,-4.059941,14.530059000000001,-7.180140999999999,-7.839441000000002,14.117359,-4.0159410000000015,-6.651041000000001,-10.613741000000001,-3.8613410000000004,22.502159,-6.104540999999999,-5.939741,-12.456040999999999,-5.458141,-0.9886410000000003,4.214059000000001,-8.519340999999999,-9.864341,-2.5769409999999997,-2.325541,-4.013241,-3.8861410000000007,-3.2011410000000007,3.259359,2.6515590000000007,16.977459,-12.733941000000002,5.108759000000001,10.601659,-6.060540999999999,10.768859,14.474558999999998,41.646359000000004,14.077558999999999,-8.328341,0.15575900000000054,21.875958999999998,3.005059,-3.6996409999999997,0.19665899999999992,-8.478741000000003,19.457659,-7.4077410000000015,-1.423141,23.094859,-3.2343410000000006,6.806658999999999,-12.714440999999999,-7.408740999999999,-14.963740999999999,-0.6324410000000005,7.644058999999999,3.014559,-5.797941000000001,1.3346590000000018,9.019159,-3.2344409999999986,17.316858999999997,16.750759000000002,-4.955740999999999,6.609958999999998,-9.525641,-5.655640999999999,-13.762041,-1.1084410000000007,-3.405841,18.375358999999996,-11.130341000000003,-14.239141000000002,8.322559000000002,0.08315899999999998,-10.310941,-0.41294099999999867,1.7363589999999987,11.438359000000004,-5.668640999999999,-7.539341000000001,-8.639641000000001,-7.821440999999998,-8.278040999999998,-9.304041
2020-01-16,2.4727209999999986,-6.4310789999999995,-0.7768790000000014,-2.587879,-6.546679,7.129320999999999,-4.276079,-2.6673789999999995,-10.044479,-13.899679000000003,-0.7961790000000005,7.559021000000001,17.437521,16.169120999999997,0.21962099999999785,-0.975679,4.878920999999999,-8.342479,-8.179378999999999,-4.050579,17.022921,-6.076078999999999,-6.9584790000000005,14.828421,-3.408178999999999,-6.477779,-10.944379,-2.9296789999999993,20.851321000000002,-8.177579,-3.5332789999999994,-3.8768790000000006,-4.7183790000000005,-0.9316790000000001,-0.24927900000000003,-4.401879,-12.137079,-4.5087790000000005,6.182321000000001,-4.5705789999999995,-4.932879000000002,-4.039579000000001,-0.864879,1.3669210000000016,19.329220999999997,-12.014679000000001,-0.09397899999999781,14.020420999999999,-4.193979,16.387121,10.686321,43.760521,14.963121,-5.955779000000001,5.835821,26.70392099999999,2.3060210000000003,-2.6429789999999995,-0.4653790000000002,-9.664179000000004,19.472420999999997,-6.633779,2.285921,22.192921,-3.4426790000000005,7.858720999999998,-13.029579,-7.985678999999999,-14.039279,-0.6369790000000006,2.598420999999998,-3.6371790000000015,-4.825579000000001,-4.733179,11.272621,-0.2919790000000013,14.068220999999998,6.133021,-5.152179,2.6518209999999987,-10.638678999999998,-6.767678999999999,-13.537379000000003,2.0501210000000003,-3.1336789999999994,19.887020999999997,-4.7602790000000015,-16.353679000000003,11.375821000000002,5.0049209999999995,-14.031078999999998,4.746021000000001,4.900120999999999,15.295021000000006,-8.344979,-10.021479,-9.490679,-7.946978999999998,-20.264978999999997,-9.545479
2020-01-17,1.8433189999999988,-5.371981000000001,0.5003189999999981,-0.36618099999999965,-5.499981,5.934319000000002,-4.856081,-3.217080999999998,-10.454581000000001,-14.075481000000002,-0.09088099999999955,10.301319000000001,24.190119000000003,25.260619,-2.800181000000002,-2.640681,3.979118999999999,-8.670981000000001,-9.858780999999999,-4.921481,17.500718999999997,-9.221581,-7.907981000000001,11.389419000000002,-1.0813810000000013,-7.564781,-11.586781000000002,-1.8160809999999996,23.443018999999996,-8.586381,-4.099380999999999,1.6906189999999994,-3.0413810000000012,-2.4400809999999997,-0.7350809999999997,-3.3762809999999996,-12.501581,-6.414381,8.442119000000002,-3.740180999999999,-7.092381000000002,-4.641881000000001,-1.4824809999999995,1.296119000000001,16.974919,-12.166081000000002,2.1201190000000025,18.383619,-7.019880999999999,14.754319,11.864018999999999,45.06801899999999,15.199618999999998,-5.152780999999999,8.065019,20.32911899999999,0.7335189999999998,-2.6439809999999997,0.8782190000000005,-7.348380999999999,22.121419,-5.720880999999999,-0.027981000000000256,20.472119,-7.241681000000001,6.8841189999999965,-12.211981000000002,-7.7192810000000005,-13.699380999999999,2.808519,2.734819,-4.4524810000000015,-5.376181000000002,-6.489380999999999,17.701919,-1.5856810000000023,12.367719,2.111118999999999,-4.054380999999999,0.8158189999999994,-10.252080999999999,-6.443280999999999,-12.219281000000002,0.4081189999999997,-3.3956809999999997,10.844419,-1.7463810000000002,-12.941481000000001,9.874219,6.445818999999998,-8.978080999999998,7.815219000000001,4.671318999999997,16.488019,-7.420781,-6.648281000000002,-6.417780999999999,-8.535381,-21.604480999999996,-10.194881
2020-01-20,1.4829889999999992,-3.5839110000000005,2.5267889999999986,-0.6928110000000005,-3.661411,9.262388999999999,-6.743810999999999,-7.690510999999999,-13.163211,-15.176510999999998,1.9210889999999998,8.359289,23.459089,31.060989,-4.106311000000001,-1.0150109999999992,1.3382889999999987,-10.397711,-9.108310999999999,-9.384711000000001,24.566589,-10.309011,-12.002011,13.043088999999998,-0.9054110000000004,-12.668611000000002,-12.402011000000002,6.151688999999999,25.481389000000004,-6.668411000000001,-5.419310999999999,0.5537889999999993,-0.6738110000000008,-1.3910110000000004,1.0182890000000002,2.009289,-9.490011,-8.158110999999998,9.922289000000001,-0.6093109999999997,-5.860111000000001,-9.670811,-5.667010999999999,-1.2645109999999993,17.596289,-9.547210999999999,5.336389000000002,22.645488999999998,-11.629111000000002,18.559389,14.907089,36.245089,17.940188999999997,-6.700411000000001,7.859089,23.955088999999997,0.8114889999999993,-1.1446109999999987,3.960388999999999,3.3744889999999987,21.327988999999995,-4.392310999999999,3.2399890000000005,19.269189,-5.083211,9.012588999999997,-13.533411,-9.649211000000001,-16.069710999999998,-0.41041100000000097,7.508889,-7.696911000000002,-6.7188110000000005,-6.100310999999999,13.141689,2.2303889999999984,10.334289,1.4152889999999978,-5.5153110000000005,-0.8070109999999999,-10.322510999999999,-8.328811,-12.144711000000004,-1.4427109999999994,-4.520910999999999,-1.7109110000000012,-6.076211000000002,-13.256111,10.274989000000003,6.737288999999999,-14.741011,5.271989000000001,5.119588999999998,14.692589000000003,-7.288711,-4.150011000000001,-8.867811,-17.919610999999996,-19.327411,-11.381911000000002
2020-01-21,1.2861989999999992,0.24679899999999844,2.783198999999999,-3.0526009999999997,-5.196801000000001,8.911399000000001,-8.415501,-7.921500999999998,-11.331201,-15.441801000000003,2.767399,7.769299000000001,23.547899000000005,35.408998999999994,-2.696101000000001,-1.3333009999999996,-0.6786010000000005,-13.471301000000002,-6.482000999999999,-8.794001,25.773198999999998,-10.922701,-13.035701,11.983299,-3.0523010000000013,-13.528001000000001,-10.982101000000002,9.736199,25.439099,-6.429301000000001,-7.804100999999999,4.141798999999999,5.898998999999999,-2.403601,1.109299,1.4531990000000006,-3.368201000000001,-10.919500999999999,5.373799000000002,-1.466101,-3.5246010000000023,-10.071301000000002,-10.662901,-5.683301,13.864499,-8.778501,2.2091990000000017,25.544099,-14.059401,15.551199,23.074599,38.573699,9.598098999999998,-7.426401,8.853599,37.024198999999996,-0.31170100000000134,-0.5572009999999994,1.064099,2.300299,14.196099,-0.9625010000000004,4.231499,16.243198999999997,-5.217201000000001,11.339398999999997,-12.267600999999997,-8.402301000000001,-17.139001,-2.060701,6.9646989999999995,-8.330101000000003,-6.913101000000002,-7.154300999999999,11.508199000000001,3.9447989999999993,4.807098999999998,2.1796989999999976,-6.615201,1.1582989999999989,-9.651301,-12.700201000000002,-11.002601000000002,-0.9260010000000001,-3.4916009999999997,-1.1445010000000013,-3.4762010000000014,-14.242801000000002,12.916099000000003,6.425998999999998,-11.743400999999999,1.9737990000000005,9.175798999999996,15.464799000000001,-5.564501000000002,2.9966989999999996,-5.404000999999999,-13.752801,-13.765801,-8.605301
2020-01-22,-0.42245000000000044,-4.691250000000001,2.4403499999999987,-2.05255,-7.5630500000000005,6.24985,-9.71275,-12.224049999999998,-12.37265,-18.135450000000002,6.08255,8.192150000000002,24.800449999999998,38.098349999999996,-3.547950000000001,-5.198749999999999,-1.4896500000000006,-12.46325,-13.580749999999998,-7.5608499999999985,29.357950000000002,-13.52205,-11.265350000000002,8.351149999999999,-4.30815,-13.699850000000001,-11.284550000000001,12.613850000000001,26.97415,-7.9300500000000005,-7.63235,4.959249999999999,2.580049999999999,-2.5752500000000005,0.33874999999999966,6.082050000000001,-7.175750000000001,-7.143549999999999,3.258850000000001,-1.2819500000000001,-7.017050000000002,-13.41535,-8.971049999999998,-7.0272499999999996,8.54535,-11.699649999999998,-0.7312499999999988,28.363049999999998,-12.18765,15.53605,26.20035,38.129250000000006,8.593349999999997,-7.313750000000001,9.133050000000004,37.15235,2.5668500000000005,-2.18755,3.7517499999999995,2.498649999999999,13.151650000000002,0.06774999999999931,5.122850000000001,18.284650000000003,-9.65755,17.358549999999997,-14.66335,-8.93695,-19.63415,-4.91525,2.61325,-9.52945,-8.262250000000002,-7.16545,12.77135,3.2598499999999992,3.1282499999999995,-3.7613500000000037,-10.11575,-3.0046500000000007,-10.34325,-11.416049999999998,-13.461650000000002,-2.445650000000001,-4.61055,-6.34285,-3.3141500000000006,-13.563550000000001,13.864850000000004,6.506649999999998,-13.22095,1.90165,16.579549999999994,14.061350000000004,-5.623450000000002,1.3466500000000001,-5.6107499999999995,-14.57715,-15.57425,-10.48515
2020-01-23,0.49158899999999983,0.13278899999999938,1.2183889999999988,-0.867211,-6.662711,2.9103890000000012,-7.627511,-16.325910999999998,-10.677411000000001,-14.420710999999999,-2.429811000000001,11.333489,22.600489000000003,50.108289,-5.185311000000001,-8.597411,-3.8209110000000006,-11.254811000000004,-12.388910999999998,-10.656410999999999,19.188488999999997,-12.391211,-9.782811000000002,1.8167889999999993,-10.749211000000003,-16.483211,-11.321511000000001,9.791189,26.509089,-9.305011000000002,-4.800211,2.6768889999999987,17.099789,-4.246311,-5.361611,7.988889,2.5997889999999995,-6.533910999999998,3.732689000000002,-7.9986109999999995,-8.130511000000002,-17.159911,-7.948411,-7.541410999999999,12.035889000000001,-4.476210999999999,-3.4284109999999997,16.849388999999995,-10.230511,11.353289000000004,16.823988999999997,32.938388999999994,10.973488999999999,-11.513911,10.709089000000004,37.38288899999999,3.4495889999999996,-0.1546109999999994,4.5322890000000005,0.4513889999999998,16.523289000000002,-0.568311,3.8140890000000014,16.778889,-5.690511000000001,16.994188999999995,-14.183511,-9.115411,-19.584711000000002,-6.772811,8.417689,-6.293811000000002,-7.277911000000001,-10.018410999999999,17.404789,6.505788999999999,4.718489,-3.965711000000003,-12.240111,0.5807889999999984,-10.781311,-10.697611000000002,-13.182111000000003,-2.9368110000000014,-4.669910999999999,-8.486411,-2.435711,-13.470811000000003,9.352589000000002,8.600188999999997,-11.058410999999998,3.8471889999999993,14.915588999999994,14.472989000000002,-6.089411000000002,3.2812890000000006,-5.468710999999999,-12.733811000000001,-17.160111,-8.274911
2020-02-03,-3.2196739999999995,9.139925999999999,2.7789259999999985,-1.0518740000000013,-8.575574000000001,2.990926,-6.616073999999999,-16.213274,-15.729774000000003,-11.761674,-2.852774000000002,15.895825999999998,21.539825999999998,47.448226,-7.034874000000001,-10.883974,-7.263474,-13.688274000000003,-5.737674,-13.171973999999997,17.310626000000003,-8.453774000000001,-15.052174,-0.3500740000000009,-12.374574000000003,-17.967874000000002,-8.911374000000002,9.457825999999999,25.879426000000002,-10.219574,-5.876373999999999,0.4396259999999985,35.628125999999995,-8.617374000000002,-6.392974000000001,7.155626000000002,8.738325999999997,-11.243374,1.946426000000001,-8.230974000000002,-11.462774000000001,-18.169074000000002,-8.674774,-1.5308740000000007,10.355626,3.703826000000002,-2.5619739999999998,17.263725999999995,-11.727674,10.622626000000002,15.904825999999996,32.48102600000001,6.544326,-11.660374000000001,15.110526000000004,48.57602599999999,2.3903259999999995,4.4335260000000005,5.3272260000000005,0.8137259999999988,12.807826000000002,-1.5473740000000007,3.5133259999999993,5.977026,-5.990074000000001,16.716426,-15.461674000000002,-12.122474,-16.204174000000002,-8.721774000000002,11.613726,-4.0461740000000015,-10.943174000000003,-12.594574,17.561026,5.3323259999999975,1.001525999999998,-0.8253740000000032,-12.881074000000002,5.5910259999999985,-14.010374000000002,-13.532274000000001,-11.740274000000003,-3.1054740000000005,-7.3003740000000015,-9.961174000000002,-1.6129740000000008,-16.709774000000003,13.302026000000001,13.324725999999997,-9.640274000000002,1.2117259999999999,13.881925999999995,15.506426000000005,-10.513774000000002,3.694426000000001,-8.315874,-14.795174000000001,-21.433774,-9.705574
2020-02-04,-1.315782,5.513617999999998,1.9636179999999988,-10.653082,-10.609782000000003,6.057018000000001,-9.600482000000003,-21.296082,-17.193182,-12.278381999999999,-3.6364820000000018,19.751317999999998,25.789018000000002,49.697618,-17.727882,-12.694782,-12.330182,-17.072582000000004,-8.699781999999999,-8.643181999999996,21.969217999999998,-7.922882000000001,-19.328882,-8.055382000000002,-20.392282,-28.416682,-12.215282000000002,11.066118,24.062717999999997,-17.088582,-11.275882,-5.215782000000002,35.969418,0.5642180000000003,-2.0415820000000013,8.312718000000002,9.156217999999997,-18.962282,1.9408180000000015,-16.084082000000002,-12.774282,-19.715382,-10.675282,-10.118682000000003,15.426818,0.3786180000000017,0.5918179999999982,27.306717999999996,-17.967882,16.890618,16.378817999999992,29.206418,12.825517999999999,-17.626082,16.497418,55.18561799999999,4.4461179999999985,-0.3175819999999998,12.371918000000003,0.5239179999999983,21.484918,-7.750481999999998,-3.4205820000000022,0.3597179999999991,-12.761982,21.849018,-19.540882,-15.372482000000005,-11.078781999999999,-10.828282000000002,21.185318,-4.458382000000004,-21.312182,-12.436182,18.782417999999996,2.7263179999999956,3.613617999999999,2.9502179999999965,-5.706882,9.906317999999999,-18.307382,-17.221282000000002,-9.723482000000002,-4.101282,-8.362082,-20.014082000000002,-0.24988200000000083,-20.738582,18.375318,19.189718,-3.8864819999999973,6.380217999999999,15.429717999999996,24.047417999999997,-12.925482000000002,-1.5531819999999996,-13.799681999999997,-19.739682000000002,-20.947681999999997,-15.620082
