,name,prob
0,特锐德,0.5527374424407479
1,乐普医疗,0.6697341537486747
2,安科生物,0.7240978847915481
3,豆神教育,0.05668913034857729
4,华测检测,0.7762254205327416
5,亿纬锂能,0.40903712992434443
6,爱尔眼科,0.5588290267547933
7,网宿科技,0.4322639489529941
8,机器人,0.4067468955901524
9,红日药业,0.7140644894299288
10,同花顺,0.2785676300571962
11,数知科技,0.31778646445562403
12,蓝色光标,0.4578764915451106
13,东方财富,0.47258840011931574
14,碧水源,0.8124576527464428
15,三聚环保,0.518011254319178
16,当升科技,0.07870568067977582
17,思创医惠,0.23679990539991286
18,长信科技,0.23117018780324475
19,高新兴,0.35231022522590527
20,顺网科技,0.2960212815046297
21,长盈精密,0.5736739567905506
22,智飞生物,0.5492006175908157
23,汇川技术,0.4074785908998667
24,华策影视,0.6418605631886668
25,信维通信,0.3759951123777956
26,沃森生物,0.5621223334625072
27,宋城演艺,0.6092033682519807
28,汤臣倍健,0.8000240227380805
29,东方国信,0.40534195985167604
30,万达信息,0.6912494612652434
31,华峰超纤,0.20800939666126034
32,捷成股份,0.37671222080136973
33,美亚柏科,0.20470258657064866
34,欣旺达,0.141172974286459
35,易华录,0.5622242266605261
36,北京君正,0.24755788722275357
37,上海钢联,0.6690030227690938
38,迪安诊断,0.7347234150565461
39,光线传媒,0.13458715181433173
40,卫宁健康,0.22300699582662
41,华宇软件,0.3580180018219824
42,阳光电源,0.4133801959602886
43,国瓷材料,0.5296887561623295
44,博雅生物,0.20519772922654955
45,利亚德,0.1592405906228124
46,中际旭创,0.6067952686140283
47,掌趣科技,0.2442214231491443
48,晶盛机电,0.16857038300412847
49,旋极信息,0.09327342416725952
50,泰格医药,0.5511835029150348
51,我武生物,0.6705658212367853
52,绿盟科技,0.3553202364538249
53,光环新网,0.4886884522531641
54,三环集团,0.41541234550901696
55,芒果超媒,0.6068070561704965
56,昆仑万维,0.28920646741467637
57,蓝思科技,0.7008406404709032
58,先导智能,0.40338612674852686
59,创业慧康,0.3291304233719181
60,深信服,0.5155716003786729
61,赢合科技,0.546543725323456
62,金科文化,0.18643926519109763
63,迈克生物,0.750906613027873
64,景嘉微,0.2579285390988216
65,胜宏科技,0.4656759759732195
66,万孚生物,0.7780000426521329
67,中科创达,0.4651373186693944
68,温氏股份,0.793415513746237
69,健帆生物,0.5028397459560715
70,贝达药业,0.5163722629289688
71,精测电子,0.5763511593189983
72,欧普康视,0.25487122265677964
73,康泰生物,0.7517144116236308
74,尚品宅配,0.15871357533914957
75,寒锐钴业,0.3129948693613374
76,亿联网络,0.4537474327235159
77,普利制药,0.20321185957675295
78,开立医疗,0.4132013568574226
79,圣邦股份,0.4886022948764214
80,江丰电子,0.6571536245456843
81,宇信科技,0.7630568112055044
82,华大基因,0.7821814163065182
83,朗新科技,0.17760847429509752
84,光威复材,0.3103197408493085
85,捷佳伟创,0.5286923575488329
86,华宝股份,0.37002774279353406
87,锐科激光,0.614873285777898
88,金力永磁,0.6777306741976017
89,宁德时代,0.3465103436763006
90,康龙化成,0.629056991839254
91,迈瑞医疗,0.6124173205891339
92,立华股份,0.7247679314462859
93,每日互动,0.07028545564458459
94,迪普科技,0.06135152995608279
95,新媒股份,0.6565245457341402
96,拉卡拉,0.2465098490134707
97,三角防务,0.6663869902368791
98,卓胜微,0.6623773013979924
99,三只松鼠,0.516070781613265
