,name,prob
0,我武生物,0.5933401202081496
1,博腾股份,0.7921819056404483
2,溢多利,0.43939833995333427
3,九强生物,0.4217698773406915
4,金石亚药,0.2037950701124177
5,广生堂,0.47448681865209924
6,美康生物,0.48081901634794744
7,山河药辅,0.6839342342909536
8,迈克生物,0.4090855857980758
9,万孚生物,0.5295084236601135
10,赛升药业,0.6175451673774269
11,富祥药业,0.38116345119163253
12,海顺新材,0.657995234663437
13,新光药业,0.0052881432625816955
14,陇神戎发,0.36838335937055283
15,贝达药业,0.5750534370153685
16,兴齐眼药,0.8103585833798763
17,赛托生物,0.15511245689946707
18,海辰药业,0.19007136654820825
19,康泰生物,0.7064161686186217
20,普利制药,0.0
21,同和药业,0.22786558772474294
22,凯普生物,0.6483506926181224
23,透景生命,0.7802562790206197
24,海特生物,0.7041188944436366
25,艾德生物,0.22704227627793133
26,天宇股份,0.30335596330735093
27,九典制药,0.2603707010952672
28,一品红,0.689243845093513
29,中国医药,0.8771916473935552
30,华润双鹤,0.3824429892687641
31,人福医药,0.7752788047212232
32,ST金花,0.0153811628906769
33,同仁堂,0.375060015290941
34,太极集团,0.21580208092123102
35,天坛生物,0.5743938376510844
36,中牧股份,0.19735997522375665
37,复星医药,0.6421415107107713
38,生物股份,0.5491031936700214
39,西藏药业,0.6079244902492315
40,浙江医药,0.7784754516256404
41,太龙药业,0.467859386126612
42,圣济堂,0.16695856282935748
43,中恒集团,0.33318104865865966
44,海正药业,0.7837904256030876
45,恒瑞医药,0.3732941062075116
46,羚锐制药,0.4838157859306984
47,安迪苏,0.5772870155499685
48,中新药业,0.29163396554839505
49,白云山,0.4977971118332951
50,亚宝药业,0.6175666367253487
51,健康元,0.6062343887468832
52,ST金泰,0.008761184980707654
53,现代制药,0.673309939976716
54,昆药集团,0.4789355560764549
55,片仔癀,0.11588691908246854
56,千金药业,0.4218293654577332
57,天药股份,0.4216114183599975
58,联环药业,0.6733058663462217
59,华海药业,0.7116365285816725
60,*ST交昂,0.31233059697981613
61,天士力,0.18658723289856177
62,康缘药业,0.38456882709677087
63,济川药业,0.37066710961896343
64,*ST中珠,0.5323978443808453
65,康恩贝,0.16540624086755246
66,益佰制药,0.743517462640065
67,神奇制药,0.5711717992203426
68,哈药股份,0.21780978011515748
69,*ST目药,0.3915418695391928
70,江中药业,0.7414150261350072
71,莱美药业,0.20167507442426266
72,安科生物,0.7374165940747508
73,沪深300能源(一级行业)指数,0.366806380828971
74,沪深300价值指数,0.3871835788888699
75,中证可选消费指数,0.5934356253125075
76,沪深300地产指数,0.3467572849251516
77,全指可选,0.5879953385820836
78,寿仙谷,0.07996505563327777
79,大理药业,0.3874945114441415
80,正川股份,0.4905753019408412
81,方盛制药,0.00745108731978774
82,康惠制药,0.27055541255181775
83,莎普爱思,0.30934531779376057
84,济民制药,0.34276961035653253
85,奥翔药业,0.7449501258717506
86,威尔药业,0.7416613564455276
87,辰欣药业,0.43000828524153706
88,基蛋生物,0.49241842600455343
89,九洲药业,0.7296988182247661
90,司太立,0.6974570307946498
91,美诺华,0.6393571727276639
92,普莱柯,0.6203779075242193
93,珍宝岛,0.03682204056409244
94,康辰药业,0.7541118275819505
95,安图生物,0.6349023649845729
96,灵康药业,0.7064945234364194
97,卫信康,0.6306797190330148
98,健友股份,0.5238664709200853
99,海利生物,0.49171108817069953
100,诚意药业,0.7420258931827922
101,步长制药,0.68817712869812
102,南卫股份,0.7667611407950443
103,北陆药业,0.0243055264597977
104,红日药业,0.6685924856529893
105,上海凯宝,0.6293032671226567
106,康芝药业,0.681072470001344
107,吉药控股,0.3253325086516289
108,华仁药业,0.3683317974248362
109,向日葵,0.3048952719215856
110,瑞普生物,0.7526905020290702
111,智飞生物,0.5897335418001869
112,沃森生物,0.5682035508491783
113,上证民营企业红利指数,0.27705297809148827
114,广誉远,0.4184261463577498
115,*ST辅仁,0.07772232393660317
116,鲁抗医药,0.5521112020134397
117,华北制药,0.7905723021046053
118,海欣股份,0.4945231140359031
119,通化东宝,0.5085212906706094
120,仟源医药,0.03256921314070602
121,常山药业,0.40575793210221023
122,尔康制药,0.17915720423799558
123,利德曼,0.24999688385146085
124,博雅生物,0.055622401309553794
125,香雪制药,0.310871130626162
126,振东制药,0.41243551708687554
127,佐力药业,0.1076792875873304
128,福安药业,0.38873771897459414
129,翰宇药业,0.1991777499868917
130,舒泰神,0.2262786860065501
131,金城医药,0.8412091195290843
