date,sum,base,Close,pctChg
2019-09-02,166026614.4281,166026614.4281,1000.0,0.0
2019-09-03,165114037.7046,166026614.4281,994.5034311116716,-0.00549656888832839
2019-09-04,165592242.04880005,166026614.4281,997.3837183827654,0.002896206469468199
2019-09-05,166151567.25299996,166026614.4281,1000.7526071969269,0.0033777258963321177
2019-09-06,168012095.2965,166026614.4281,1011.9588107921085,0.011197776068323062
2019-09-09,168649560.81979996,166026614.4281,1015.7983489619122,0.003794164474736128
2019-09-10,170943048.7255,166026614.4281,1029.6123263992058,0.013599133579426104
2019-09-11,167481902.32540005,166026614.4281,1008.7653892257755,-0.02024736557529072
2019-09-12,167683012.35750002,166026614.4281,1009.9767012361584,0.00120078664803569
2019-09-16,168048032.84570003,166026614.4281,1012.1752673483288,0.0021768483465800514
2019-09-17,165359299.8992,166026614.4281,995.9806773679109,-0.015999788280585125
2019-09-18,166656775.4781,166026614.4281,1003.7955423723521,0.007846402226490579
2019-09-19,167926609.26539996,166026614.4281,1011.4439172529342,0.0076194549165919945
2019-09-20,169326305.6951,166026614.4281,1019.8744718030073,0.008335167581975611
2019-09-23,167010767.26349998,166026614.4281,1005.9276811659987,-0.013675007094110736
2019-09-24,168431640.45490003,166026614.4281,1014.4857861198004,0.008507674173835023
2019-09-25,166232313.99910003,166026614.4281,1001.2389554030756,-0.013057679957637736
2019-09-26,162754722.29520002,166026614.4281,980.2929660152957,-0.020920070353582565
2019-09-27,163347857.09890002,166026614.4281,983.8654944664909,0.003644347735878073
2019-09-30,162955878.56550002,166026614.4281,981.5045565244012,-0.0023996551920645315
2019-10-08,163661622.25340003,166026614.4281,985.7553430042136,0.004330888177294767
2019-10-09,163411916.9008,166026614.4281,984.2513350265759,-0.0015257416440209726
2019-10-10,168662372.66450003,166026614.4281,1015.875516377174,0.03213018893161479
2019-10-11,169400190.09490004,166026614.4281,1020.3194872004153,0.004374523011529519
2019-10-14,170809012.1211,166026614.4281,1028.8050064110118,0.00831653155413048
2019-10-15,171121582.4509,166026614.4281,1030.687658363391,0.0018299405044175376
2019-10-16,171886642.98179996,166026614.4281,1035.295717941883,0.004470859373448821
2019-10-17,171927243.6897,166026614.4281,1035.5402613124738,0.00023620629966192297
2019-10-18,171270702.3022,166026614.4281,1031.5858267191916,-0.0038187164140487395
2019-10-21,169317957.3346,166026614.4281,1019.8241885365034,-0.0114015120003097
2019-10-22,171593312.10590002,166026614.4281,1033.5289477351282,0.013438354721015067
2019-10-23,169012084.93760002,166026614.4281,1017.9818791088637,-0.015042702635793881
2019-10-24,167720390.28700003,166026614.4281,1010.2018333911973,-0.007642617100882987
2019-10-25,170960549.84750003,166026614.4281,1029.7177379445798,0.019318817199003302
2019-10-28,173469073.30219996,166026614.4281,1044.8269026007456,0.014673112931243848
2019-10-29,172959059.07380003,166026614.4281,1041.7550202392533,-0.0029400873521210347
2019-10-30,172142429.48559996,166026614.4281,1036.8363534880639,-0.004721519604541813
2019-10-31,172754733.94540003,166026614.4281,1040.524343283611,0.0035569642047563743
2019-11-01,174373625.10760003,166026614.4281,1050.275136358423,0.00937103791732663
2019-11-04,175623881.6983,166026614.4281,1057.8055952249526,0.0071699868023533675
2019-11-05,175405680.21899998,166026614.4281,1056.4913391940647,-0.0012424362631665575
2019-11-06,174503922.3313,166026614.4281,1051.0599335678871,-0.005140984525553116
2019-11-07,175904663.50079998,166026614.4281,1059.496780722333,0.008026989598781897
2019-11-08,176051324.3134,166026614.4281,1060.3801379666231,0.0008337517020937657
2019-11-11,171852992.5008,166026614.4281,1035.0930366963737,-0.02384720381385097
2019-11-12,172377822.21089998,166026614.4281,1038.2541546406733,0.003053945715245643
2019-11-13,172924444.5791,166026614.4281,1041.5465326132228,0.003171071319901353
2019-11-14,175229241.8306,166026614.4281,1055.4286277185115,0.013328348442060323
2019-11-15,173792341.7608,166026614.4281,1046.7739907812374,-0.008200115772851957
2019-11-18,174928786.17579997,166026614.4281,1053.6189440371634,0.006539093745362656
2019-11-19,178332783.3693,166026614.4281,1074.121664069283,0.01945933123939403
2019-11-20,177878494.70400003,166026614.4281,1071.3854240582173,-0.0025474209324664043
2019-11-21,175965920.21850002,166026614.4281,1059.8657379398915,-0.010752140041901392
2019-11-22,169928526.35579994,166026614.4281,1023.5017255585233,-0.03431001784438337
2019-11-25,168066026.5518,166026614.4281,1012.2836457921222,-0.010960489353625036
2019-11-26,169473749.72269997,166026614.4281,1020.7625464536159,0.008376012688477985
2019-11-27,168914624.7666,166026614.4281,1017.3948637599348,-0.0032991832482307526
2019-11-28,169525335.6039,166026614.4281,1021.0732549588618,0.003615500067823074
2019-11-29,165973278.73790002,166026614.4281,999.6787521664301,-0.020952955812454044
2019-12-02,163835422.6156,166026614.4281,986.8021653031483,-0.01288072476820834
2019-12-03,163932395.71229997,166026614.4281,987.3862469399029,0.0005918933473105792
2019-12-04,164962291.57800004,166026614.4281,993.5894443564597,0.0062824425960779084
2019-12-05,166858590.45069999,166026614.4281,1005.0111003315092,0.011495347540097178
2019-12-06,167884246.2698,166026614.4281,1011.1887593931785,0.006146856546789925
2019-12-09,165005977.89569998,166026614.4281,993.8525727581947,-0.01714436248815443
2019-12-10,166491658.5034,166026614.4281,1002.8010212513332,0.009003798690488063
2019-12-11,166416514.49779996,166026614.4281,1002.348419083549,-0.00045133796056517905
2019-12-12,166492525.0295,166026614.4281,1002.806240451297,0.00045674873031331664
2019-12-13,169035023.43960005,166026614.4281,1018.1200407046962,0.015270946306145339
2019-12-16,169121645.19560003,166026614.4281,1018.6417748633934,0.000512448569754298
2019-12-17,170721139.0022,166026614.4281,1028.2757351300024,0.009457652831782903
2019-12-18,169283892.75190002,166026614.4281,1019.6190131023279,-0.00841867772614513
2019-12-19,170225725.45409998,166026614.4281,1025.2917945744082,0.005563628570263823
2019-12-20,168949035.4473,166026614.4281,1017.6021237876027,-0.007499982763440882
2019-12-23,167602170.75779998,166026614.4281,1009.4897817143786,-0.00797201763202815
2019-12-24,167979585.49199998,166026614.4281,1011.7629999902562,0.0022518487230420714
2019-12-25,167952204.9327,166026614.4281,1011.5980833026858,-0.00016299932649432858
2019-12-26,169453612.3305,166026614.4281,1020.6412563082416,0.008939492032281615
2019-12-27,168210688.2035,166026614.4281,1013.1549618290014,-0.007334893071360704
2019-12-30,168635372.0014,166026614.4281,1015.7128878540722,0.0025247135151498235
2019-12-31,172461043.33420002,166026614.4281,1038.755406344123,0.022686055051180265
2020-01-02,173075126.4404,166026614.4281,1042.454109159423,0.003560706199660091
2020-01-03,172286141.2145,166026614.4281,1037.701948015755,-0.004558628626347705
2020-01-06,171613175.7016,166026614.4281,1033.6485887683948,-0.0039060919709276165
2020-01-07,173872816.1696,166026614.4281,1047.258698664231,0.013167057009242145
2020-01-08,171804203.3542,166026614.4281,1034.7991732891842,-0.011897275611975067
2020-01-09,176233468.38780004,166026614.4281,1061.4772155347434,0.02578088863442085
2020-01-10,177252281.97010002,166026614.4281,1067.613662909819,0.005781044835695415
2020-01-13,178679042.98659998,166026614.4281,1076.2072310037936,0.008049323826141874
2020-01-14,177606329.4882,166026614.4281,1069.7461373888027,-0.006003577590688147
2020-01-15,177897100.5573,166026614.4281,1071.4974895446096,0.0016371661411949123
2020-01-16,177655562.5944,166026614.4281,1070.0426748226928,-0.001357739739115127
2020-01-17,180965866.20580003,166026614.4281,1089.9810661631584,0.01863326744773941
2020-01-20,184576837.70760003,166026614.4281,1111.7304195077318,0.019953881787261984
2020-01-21,188175402.70770004,166026614.4281,1133.4050468709152,0.019496297828011988
2020-01-22,185015785.53930002,166026614.4281,1114.3742596728282,-0.01679080859100357
2020-01-23,181534367.0823,166026614.4281,1093.4052212509328,-0.018816872554155872
2020-02-03,175606419.06400004,166026614.4281,1057.700415496027,-0.03265468744886446
2020-02-04,180925087.5571,166026614.4281,1089.7354510318705,0.030287437790993188
2020-02-05,189432772.28320003,166026614.4281,1140.978348174632,0.047023245040105355
2020-02-06,194652947.8046,166026614.4281,1172.4201476679332,0.027556876555635546
2020-02-07,190867561.15249994,166026614.4281,1149.6202690753394,-0.01944684986687162
2020-02-10,188393782.54369998,166026614.4281,1134.7203771675197,-0.012960707381928782
2020-02-11,187876721.2993,166026614.4281,1131.6060497075453,-0.002744577010019289
2020-02-12,189819847.1922,166026614.4281,1143.3097509460085,0.010342558032000682
2020-02-13,186668077.28489998,166026614.4281,1124.3262288272404,-0.01660400613487345
2020-02-14,187245367.13040003,166026614.4281,1127.8033210241067,0.0030926008018983264
2020-02-17,190409854.3114,166026614.4281,1146.8634409446415,0.016900216168211912
2020-02-18,189698969.4317,166026614.4281,1142.5816883946136,-0.0037334458464394205
2020-02-19,185920305.1767,166026614.4281,1119.8222996784364,-0.019919266121055546
2020-02-20,187865529.8831,166026614.4281,1131.5386423449456,0.010462680257281587
2020-02-21,188765200.556,166026614.4281,1136.9574764035633,0.004788907648251461
2020-02-24,190439811.95090002,166026614.4281,1147.0438797231059,0.008871398912339234
2020-02-25,193131696.40590003,166026614.4281,1163.2574516511522,0.01413509301140281
2020-02-26,187214349.92479998,166026614.4281,1127.6165003405258,-0.030638919406909326
2020-02-27,187834917.1433,166026614.4281,1131.354257811746,0.003314741731866633
2020-02-28,181954639.95800003,166026614.4281,1095.9365797150424,-0.031305559555862006
2020-03-02,185548499.7103,166026614.4281,1117.5828667557046,0.019751404817868634
2020-03-03,189935926.0917,166026614.4281,1144.0089093303425,0.02364571197422838
2020-03-04,189546054.92779997,166026614.4281,1141.660664350205,-0.0020526457101737172
2020-03-05,194263531.3597,166026614.4281,1170.0746415197689,0.024888286035269713
2020-03-06,195302190.4489,166026614.4281,1176.3306209769048,0.005346649893215538
