,name,corr_score,ret_score,score,rank
76,茂硕电源,0.2174102503322097,0.6174309135560603,0.32890538849810047,115
77,二六三,0.5080398162057708,0.5179398550844945,0.511228045174014,40
78,海联金汇,0.5736982917849055,0.1576581680342694,0.2559274877921237,143
79,信息发展,0.36905079251960704,0.5933415156852483,0.44935492722238746,58
80,今天国际,0.19458395106100976,0.31438958096156555,0.1422870622978314,204
81,新开普,0.10036801613480432,0.08410914142708682,-0.08381999174754085,237
82,旋极信息,0.2606106807653715,0.4141462284690369,0.2566436479170232,141
83,达实智能,0.11681283146877453,0.43343851989580817,0.15070905588771244,201
84,润和软件,0.06228864847795741,0.5376440713686064,0.15449744930301867,199
85,飞天诚信,0.21366375702289575,0.06735047152458952,-0.019901565694852685,232
86,交控科技,0.7588467042566559,0.5956873318606839,0.7292307936304567,4
87,华扬联众,0.4435602960226598,0.36656074357744106,0.3568686723056992,103
88,赢时胜,0.07476960293307064,0.5426988877056983,0.16792655544179746,191
89,积成电子,0.377750887617318,0.7830594787218459,0.5410180976434384,31
90,中科金财,0.15524599468799058,0.2828081070020729,0.09186032429452617,220
91,北信源,0.3468423419914583,0.049685350807061164,0.04686823880100266,226
92,鸿利智汇,0.33522105373000244,0.08372381238632494,0.06796947947871179,224
93,奇信股份,0.17056121710805033,0.7548211533295983,0.3350830320661369,112
94,四维图新,0.6113463180464926,0.4354052726174589,0.5145666402310257,39
95,新朋股份,0.6650797781080083,0.3959804587283194,0.5093400538106814,41
96,金运激光,0.5889833322142577,0.13616830899081206,0.24337055680400033,154
97,众信旅游,0.3803346443826116,0.4710069268956988,0.3852492256249418,93
98,国盛金控,0.520743846844725,0.7114239312961049,0.6405693896775153,14
99,天源迪科,0.5326344617143859,0.10610761839868307,0.19130077016888913,180
100,朗新科技,0.07844007433593528,0.6984288309342945,0.23035167890538122,157
101,科达股份,0.005536378812096609,0.8333426869271279,0.1916684305909948,179
102,汉威科技,0.5643063523395093,0.15449523232149562,0.24883899008696453,150
103,思创医惠,0.4402646054343862,0.5557408188245296,0.4853882648681014,48
104,*ST当代,0.21391445745882834,0.9050986024380191,0.40820662073274094,81
105,辉煌科技,0.36447031362976257,0.6417086572878065,0.47043117629632847,51
106,新华文轩,0.42813998467354,0.4574515196782086,0.41172166677710564,79
107,和仁科技,0.34976370690955305,0.18975612420400967,0.16110521460692961,195
108,中国长城,0.1476498343506539,0.5812032537472491,0.2503203068642782,148
109,浙数文化,0.8071929620294293,0.12672363507089035,0.30569235526314287,125
110,东港股份,0.5402710749701711,0.0912240810564136,0.18155787824695602,184
111,润建股份,0.34062643255146563,0.35154202607837315,0.2751912384755709,137
112,普路通,0.3177036200196656,0.3368337246911373,0.24851807224661426,151
113,海能达,0.7440817266480289,0.4556931051382623,0.5985316646493507,21
114,浪潮软件,0.320525566087775,0.3349831712774653,0.24924614708931336,149
115,顺丰控股,0.5897991436434068,0.41856175827260295,0.4884276765509148,46
116,常山北明,0.184331659882988,0.1354578816977257,0.011409273388091279,228
117,视觉中国,0.5760475574157096,0.3653191896057451,0.43674682794246156,67
118,美盛文化,0.4898095645688229,0.6526034092484838,0.5827653026026238,23
119,中科曙光,0.713474995602596,0.0561228592921156,0.21359205452519592,167
120,太阳能,0.4115331591551035,0.8935698034894429,0.6019861126167314,19
121,国脉科技,0.4593109721695288,0.3975542213021778,0.3905029085369822,91
122,爱施德,0.2212814325520397,0.2227873502208137,0.09978996993074651,218
123,华闻集团,0.2516743739372125,0.7534974878859917,0.4121201036320449,78
124,华媒控股,0.3472293315858712,0.3830809182625604,0.30183592871146636,127
125,榕基软件,0.14641645165790276,0.5887180582896643,0.25249922977481987,147
126,格尔软件,0.8040537579336866,0.03800537805970474,0.21825228168232436,164
127,杭州银行,0.28468948087570023,0.6226164518199512,0.3912432496684566,89
128,御银股份,0.11175843925577543,0.08218164678830295,-0.07724844870744207,235
129,利欧股份,0.039265202736972565,0.6729126449614182,0.1851120808196769,181
130,同花顺,0.1923140498671936,0.3619944834073951,0.17072470483134072,189
131,南威软件,0.4448447866899295,0.31707015611665845,0.3198917779432604,118
132,创意信息,0.0,0.4317509095424461,0.04982304456842934,225
133,卓翼科技,0.19953157503099914,0.1030099053080446,-0.002223327567651312,231
134,海峡创新,0.5585325821091597,0.8812840466668417,0.7428490854925405,2
135,浙江富润,0.2601777122171789,0.4967309251181549,0.3052280853577066,126
136,华胜天成,0.5349480757571367,0.43634838839538936,0.46926309008887146,52
137,东软集团,0.4355075610007968,0.8733311500415105,0.6214702157735736,16
138,久其软件,0.5112426170649714,0.3833507944576897,0.4131454886260989,77
139,华金资本,0.7992300541867867,0.1653208889205662,0.3415142461204178,109
140,第一创业,0.02228428806784358,0.8697699272993352,0.21364920784001795,166
141,恒生电子,0.34306399156395584,0.1592582970162412,0.1330363031874453,211
142,精准信息,0.09894579719383567,0.09386991133759158,-0.07787730787192415,236
143,怡亚通,0.42017511999522,0.4000507712961133,0.365652369515592,102
144,*ST联络,0.5688460803048395,0.7929707617701702,0.7217168119716892,6
145,苏宁易购,0.7399989398491982,0.5856626154666239,0.710841519033453,8
146,银之杰,0.06983165015845967,0.5761025266868081,0.17779540847820363,185
147,兴业银行,0.34856812760909384,0.9817452932030176,0.5483124071405335,29
148,合纵科技,0.6801454634112173,0.369468261763284,0.49298005862618033,44
149,合金投资,0.049239604974398776,0.7010386048180026,0.20334396878441374,172
150,二三四五,0.028154933759674906,0.7677086825885139,0.20077925916220807,173
151,浙大网新,0.5547656599592509,0.3187564395635334,0.38616561501268876,92
152,荣联科技,0.3004914622435975,0.3024174364026244,0.21210646958835333,168
153,青岛双星,0.2743560515091625,0.5212471453269379,0.3306534431890932,113
154,天永智能,0.3909362526873489,0.4735823671188363,0.39496945865468136,86
155,塞力斯,0.2866720618698586,0.3385150669883868,0.22716956055108073,158
156,洪涛股份,0.3894707516646554,0.6452767634909149,0.49390189237443693,43
157,安居宝,0.059026907410185236,0.5706367364635393,0.16569676929213828,193
158,皖通科技,0.023621901284579947,0.5544652607819532,0.12677337178896297,214
159,众应互联,0.2231576502690948,0.7086971326944114,0.3703365761732704,100
160,人民网,0.31410055691312466,0.6373506877029173,0.4241310872728352,73
