,name,corr_score,ret_score,score,rank
0,浦发银行,0.6547477718247674,0.5230245777861905,0.6111836836024287,132
1,白云机场,0.2615897756375474,0.5189766611323203,0.3187320997685106,707
2,东风汽车,0.07918716279512884,0.8924903482435516,0.27293225361785045,845
3,中国国贸,0.0904240363255278,0.2871646351016304,0.04437779047643042,1307
4,首创股份,0.14915231139202775,0.22627943412901946,0.04996291222359295,1305
5,上海机场,0.4102871505282694,0.3853190848728363,0.34818201929424186,641
6,包钢股份,0.19349000192680885,0.9743468929486072,0.39308212382336627,529
7,华能国际,0.293178827651532,0.6194257157108239,0.3972341838728549,519
8,皖通高速,0.524875458801461,0.8033052149238036,0.6857703157874944,69
9,华夏银行,0.3795538530163725,0.9845829524564028,0.5793623386695014,181
10,民生银行,0.2709472495053218,0.8807201301950996,0.46125403531083187,371
11,日照港,0.29300636864380586,0.6865758881235785,0.42664712537953164,451
12,上港集团,0.6450176018994078,0.8478381797931783,0.8137802147870976,19
13,宝钢股份,0.4223749537320404,0.989144456959083,0.6222729564138653,121
14,中原高速,0.5502017457690573,0.8417074059523459,0.7231614373401212,49
15,上海电力,0.4533240627328042,0.9144128364195976,0.6466648909054246,94
16,山东钢铁,0.2286907658834711,0.871272451303011,0.4180225601547305,466
17,浙能电力,0.3682263516653395,0.6408146213997671,0.4732592766809609,344
18,华能水电,0.2576953182960157,0.9101960859769652,0.45228281853797814,391
19,中远海能,0.6651493195791525,0.5779885833310551,0.6612805795432706,83
20,华电国际,0.462492924046345,0.2412422414350905,0.2701466820607168,854
21,中国石化,0.5082688261020399,0.9447794918289486,0.7051779593573715,57
22,南方航空,0.4855826439253524,0.888237277538093,0.6735817989820944,76
23,中信证券,0.3170497619334968,0.3757568088146485,0.2747429603529814,837
24,三一重工,0.17333561246009374,0.8661781949194574,0.36257401214092777,607
25,福建高速,0.1574410366227558,0.9385259671162436,0.35520140655518984,624
26,楚天高速,0.3729392603203093,0.7026933464311644,0.5060285182344013,293
27,招商银行,0.2988098259533609,0.7858842690419955,0.46684707841867223,361
28,歌华有线,0.3190926958771895,0.11314194326187885,0.08189805044034104,1274
29,中直股份,0.5549268641519549,0.5867598810888138,0.5926636087543051,161
30,四川路桥,0.5634467747648475,0.4413374274010486,0.4909988797709185,318
31,保利地产,0.4803660870321375,0.7499121764505422,0.6233169648810563,119
32,中国联通,0.6506371417026079,0.7478531202985846,0.7691491491236395,34
33,宁波联合,0.5899738441239903,0.2988950835558673,0.3877995614599853,546
34,浙江广厦,0.6908121299225595,0.2421747912682272,0.3815281397675425,560
35,九鼎投资,0.6610142844849888,0.3456289090357669,0.46303810138315515,366
36,黄山旅游,0.7087630687427057,0.7401954409901731,0.8097214340878343,20
37,万东医疗,0.4688071766556581,0.327437736313841,0.34296685355396916,653
38,中国医药,0.7666127021175166,0.5521065272403639,0.6949473356633252,62
39,厦门象屿,0.6627325305894366,0.021306320695909545,0.16482336587788882,1126
40,五矿发展,0.5074135919224878,0.4639852492291621,0.4720211661960021,348
41,古越龙山,0.18975428061477828,0.4560730120978762,0.2241133805864779,974
42,海信视像,0.3524999334843549,0.10856255687209466,0.09822096083280729,1251
43,国投资本,0.04486221710047178,0.7525352776079478,0.21332529517028664,1002
44,华润双鹤,0.7060760326253795,0.6273444264759761,0.7253807051164521,46
45,皖维高新,0.29810954105375165,0.39117369523502665,0.27085001978499323,851
46,南京高科,0.3244083593750314,0.19293091786260544,0.147486547247764,1164
47,宇通客车,0.2742831750759869,0.8882554532310982,0.465730462493249,362
48,冠城大通,0.02787414324115666,0.6712200587486217,0.17378124595758093,1105
49,葛洲坝,0.6438820259247959,0.6422030394929106,0.6951845125122056,61
50,浙江富润,0.3729447632735355,0.4279985235012385,0.3512456427075936,635
51,凤凰光学,0.6332565979708987,0.19116635519855724,0.3119050794567815,730
52,中船科技,0.5559779358139375,0.5153492335989934,0.5427010125847334,230
53,上海梅林,0.5780705837228397,0.0,0.1146316605317872,1225
54,新疆天业,0.5597258095523809,0.5330007167400655,0.5581825077643966,208
55,康欣新材,0.3993178604299889,0.5440999178383527,0.44590191771003485,407
56,宋都股份,0.2560247790459929,0.3632823466110662,0.22076126530315687,986
57,澄星股份,0.7496357904133301,0.3603621693691437,0.5131093305218755,278
58,人福医药,0.6354073386044421,0.11032044257946394,0.2385128583098487,932
59,东风科技,0.4903947839068534,0.8018324315213431,0.6532204635631598,86
60,海泰发展,0.4244102149719398,0.30465003534211066,0.2973288672066794,783
61,同仁堂,0.5020732288990583,0.16926237954215262,0.23146705609825735,948
62,中视传媒,0.5769476670216955,0.3384504663718459,0.41474777180703626,478
63,特变电工,0.5627443280033199,0.810300282574902,0.7233675362667473,47
64,易见股份,0.3890298802638633,0.3062967592829121,0.2756036167358835,834
65,大名城,0.2992283022497642,0.6269667569726954,0.40612672751174195,497
66,湘财股份,0.27514065350190514,0.2226825107465579,0.13715309131327835,1185
67,云天化,0.6794825378374638,0.20215322343720665,0.3401797150434558,665
68,开创国际,0.41712879477503056,0.3025553874750475,0.2910622521753816,799
69,广州发展,0.5627968658242025,0.7723144985123641,0.7070626123727105,56
70,林海股份,0.4290866845862144,0.10851593426220958,0.14137548999603178,1177
71,同方股份,0.2902379362233842,0.1966568191741921,0.12802870684156487,1196
72,明星电力,0.4830750339597048,0.6981256849739709,0.6013853304602411,146
73,青山纸业,0.37299799523794375,0.7125651904678724,0.5102534641577327,285
74,上汽集团,0.16048705557367274,0.9209135119134696,0.35677010462316827,618
75,永鼎股份,0.035766749125974814,0.5127518212309895,0.11964980223780741,1215
