date,新和成,华兰生物,大族激光,传化智联,中航机电,亿帆医药,苏宁易购,分众传媒,苏泊尔,美年健康,紫光国微,三花智控,东华软件,国轩高科,沙钢股份,太阳纸业,金螳螂,三钢闽光,韵达股份,南极电商,中环股份,宁波银行,荣盛发展,广电运通,石基信息,正邦科技,中航光电,纳思达,华天科技,二三四五,金风科技,合力泰,鱼跃医疗,科大讯飞,大华股份,歌尔股份,上海莱士,卫士通,东方雨虹,光迅科技,信立泰,圣农发展,洋河股份,海大集团,格林美,顺丰控股,杰瑞股份,北方华创,伟星新材,千方科技,东山精密,大北农,海普瑞,四维图新,广联达,高德红外,海康威视,科伦药业,启明星辰,欧菲光,赣锋锂业,沪电股份,海格通信,天齐锂业,申通快递,立讯精密,荣盛石化,山西证券,涪陵榨菜,老板电器,三七互娱,巨人网络,森马服饰,索菲亚,比亚迪,领益智造,龙蟒佰利,世纪华通,中公教育,完美世界,国盛金控,西部证券,美亚光电,牧原股份,国信证券,万达电影,康弘药业,第一创业,恩捷股份,凯莱英,视源股份,大博医疗,深南电路,盈趣科技,华西证券,鹏鼎控股,长城证券,青农商行,苏州银行,中国广核
2019-09-02,-1.8769,-1.5629,2.1995999999999998,1.1676000000000002,4.2883,-0.48419999999999996,-2.7066,1.5764999999999998,-1.934,-3.0101,0.15439999999999987,0.15689999999999982,2.4179,-0.42569999999999997,-0.42910000000000004,-0.6561999999999999,-0.7182,-0.4408000000000001,-1.2536,-2.0614,0.7982,-0.692,-1.0986,0.5346000000000002,0.7147999999999999,-3.7565999999999997,1.6139000000000001,3.8777000000000004,1.8119,0.7822,1.7449,1.0917,1.2656,1.3818000000000001,0.9647999999999999,1.2298,-0.5072000000000001,4.9902,-0.5309999999999999,1.0495,0.21320000000000006,-1.3052000000000001,-4.2745999999999995,1.9171,2.5837,-4.2553,-1.4602,1.5623,-0.8694999999999999,1.4138000000000002,0.7063000000000001,-2.8594,-0.5186999999999999,1.3610000000000002,-2.2664,3.369,-0.08590000000000009,0.8542000000000001,4.5762,1.1494,0.1966000000000001,6.6533999999999995,2.1713999999999998,0.8704999999999998,-1.6996,-0.8996,-1.6846999999999999,-0.2488999999999999,-2.3651,1.9167,6.776199999999999,-0.3469,-3.6242,0.7616,-1.4157,-3.2743,1.3845999999999998,-0.5043,0.968,0.9487999999999999,8.0383,-0.28380000000000005,0.9022999999999999,-2.1234,-0.5685,1.5939,-1.9617,0.4192,-0.526,0.8399000000000001,0.8651,2.2049999999999996,1.9205999999999999,1.1357,1.9159000000000002,6.4969,0.04090000000000016,-0.3143,1.5676999999999999,-8.3324
2019-09-03,0.39859999999999984,-2.4074,4.9488,-0.2826000000000002,-1.4748,-2.4108,-2.1823,-0.9783000000000001,-2.4168000000000003,-4.516500000000001,1.1376999999999997,-1.089,-1.6177000000000001,-1.0195,-1.4638,-2.4978,-2.2592,-1.2132,1.7176999999999998,-2.2362,0.004899999999999904,-0.17070000000000007,-2.0715000000000003,-1.0515,0.6098999999999999,-1.4424000000000001,-2.1843000000000004,2.8766,3.5710999999999995,2.5196,-0.3700000000000001,2.7360999999999995,-2.3651999999999997,-1.5439,2.6547,8.6767,-0.9796,-1.838,-0.7057000000000001,1.0413000000000001,-2.0032,-2.0264,-2.2247000000000003,-0.25860000000000016,3.4446000000000003,-2.6229,-4.0251,1.8719000000000001,0.2825,-1.8628,4.3591,0.8359000000000001,-0.6268,0.08440000000000003,2.552,-0.07279999999999998,4.3445,-1.4082000000000001,0.15639999999999987,2.3258,-1.6197000000000001,8.6833,-2.1124,-2.016,-1.643,2.1382,-2.0746,0.08689999999999998,-2.3731,-1.1455000000000002,-1.6951,-0.48670000000000013,-2.3524000000000003,-0.06550000000000011,-1.8006000000000002,8.6983,-1.6392000000000002,-2.222,-0.26270000000000016,-0.21399999999999997,4.7825999999999995,-1.228,-0.8408000000000001,-0.4286000000000001,-1.6433,-2.0737,-0.6437,-1.6481000000000001,-1.1076000000000001,-1.7375,-1.0994000000000002,0.5488,1.6692999999999998,-2.8292,-1.5345,-0.006500000000000172,-1.8446000000000002,-1.338,-2.1903,-1.338
2019-09-04,-2.9987,0.6325000000000001,-3.3021,0.10470000000000002,-1.6504,0.8993,-0.13369999999999999,-1.1343,-1.0746,0.003400000000000014,6.3469999999999995,-1.0798,0.7045000000000001,2.9158,-0.9213,-0.02639999999999998,2.0618,4.57,-2.5429,0.08599999999999997,3.2044,0.00990000000000002,4.2623,0.4396,3.2914,-5.6449,-2.776,-0.3072,3.3953,-0.7032,1.2049,0.47220000000000006,-0.6431,0.8203,-0.5337999999999999,0.3188,-0.4175,-0.518,3.9808,-0.6167,-0.4175,-1.1836,-1.4043999999999999,-1.1966999999999999,-2.0773,-0.8931,-1.6404,2.2876,1.5094,-0.7692,-0.9849,-0.9494,-1.0766,-0.8443,1.7221000000000002,-0.9265,-1.0784,-1.0499999999999998,0.021100000000000008,0.20620000000000005,2.6898,1.9468,0.07030000000000003,1.1183,0.23809999999999998,-2.3706,3.1075,0.6042000000000001,-0.1447,2.6559,4.9588,2.1149,0.009500000000000008,0.5773,-0.6599999999999999,7.055,3.7365999999999997,5.0451999999999995,-0.48009999999999997,2.0565,5.350099999999999,0.4616,-0.15359999999999996,-1.4545,0.5013,-0.2322,-0.08649999999999997,0.8267,-0.6145,-1.1394,-0.29279999999999995,2.4467,-1.8772,-0.6846,0.5668,-4.3864,1.6831,2.1757,2.5433,-2.2732
2019-09-05,-0.8203,-1.4131,2.6473,-0.9929,-0.863,-1.8569,0.36339999999999995,-2.307,-0.6799999999999999,1.484,-2.2039,-1.5297,-1.1404,-1.0934,0.2762,-1.5123,-0.7622,-1.2193,-1.56,-0.4622,-0.6925,2.4562,-1.2159,1.5449000000000002,-1.2152,0.12980000000000003,-1.6221,2.7727,-2.0316,0.2830999999999999,-2.1692,2.6643,-0.0037000000000000366,0.3015000000000001,-1.0377,-2.059,-0.02969999999999995,-0.7624,-0.5851999999999999,4.1936,-0.7736999999999999,0.20320000000000005,-0.25749999999999995,-2.3754999999999997,-1.2849,-1.1397,4.768000000000001,0.8553,1.4838,-0.09829999999999994,7.077999999999999,0.7413000000000001,-0.626,1.709,-1.2296,3.7882000000000002,-0.8932,0.1625000000000001,4.2524,0.2734000000000001,0.18720000000000003,2.4691,-0.28049999999999997,-0.31679999999999997,1.4383,0.8899999999999999,-1.1318,1.4125999999999999,-0.6362,-1.3848,5.4862,-1.4667,-2.5637,-1.3296000000000001,0.6967000000000001,-0.863,-0.9355,-2.1315,0.3893,-0.758,-0.9432,1.3155999999999999,-0.7643,1.9188999999999998,1.3373,-1.2328999999999999,-0.2308,1.5948000000000002,0.4861,-3.2779,-0.7611,-0.5268999999999999,0.007099999999999995,-0.5059,1.0863,0.7846,0.9450000000000001,3.0864,0.9923,1.0277
2019-09-06,-1.4927,0.33680000000000004,0.5013000000000001,-0.07919999999999999,-0.2006,4.6028,-0.5257000000000001,0.39330000000000004,-1.4351,-0.25739999999999996,-2.1232,2.9324999999999997,0.3561,-1.494,-0.9651000000000001,-0.20859999999999998,0.7685,-0.6969,-0.7713,-2.7345,-0.8499000000000001,0.31970000000000004,0.6052,-0.4776,4.3643,-5.2546,-1.2897,-1.1189,1.0121,1.6437000000000002,-0.5599,0.1718,1.3647,-0.3105,3.5113,-1.5497999999999998,3.6748999999999996,6.5619000000000005,-0.8472,0.8640000000000001,-0.6960999999999999,-1.4305999999999999,0.3181,-2.0522,-1.1868,-0.8689,-0.604,-2.9702,-1.231,1.9374,-0.030899999999999983,-2.0937,-0.954,1.7503,-0.9963,0.32739999999999997,2.1713,-0.1293,1.5005000000000002,1.2950000000000002,-0.746,-1.8417,1.5912000000000002,-1.2169,0.042700000000000016,0.0131,0.020100000000000007,0.03150000000000003,0.4752,0.7847000000000002,-2.8979000000000004,0.04720000000000002,-1.2909,0.33780000000000004,0.35880000000000006,0.6832,2.3457,0.6243000000000001,-1.8235,-0.37429999999999997,0.1422,0.19380000000000003,-0.7665,-8.0708,-1.1559,-0.7725,-0.5032,-0.18939999999999999,-2.0601000000000003,-0.7073,0.2826,-2.2532,0.32370000000000004,-1.051,-0.5305,-1.191,-0.40049999999999997,-0.7952,-1.3411,-2.4012000000000002
2019-09-09,-2.5779,-2.1255,-2.3753,-0.02740000000000009,-1.6959,-1.6786,-0.0121,2.0271,-0.5524,-1.7274,1.1061,-0.10450000000000004,2.5850999999999997,0.5192999999999999,1.0497999999999998,1.2908,-0.5785,-0.7767000000000002,-1.6475,-0.9504000000000001,4.1007,-2.2593,-1.1542000000000001,-0.5879000000000001,4.441,-1.0539,-1.6921000000000002,3.7057,4.0271,7.4715,0.016799999999999926,8.0271,-1.3115,1.5943999999999998,1.117,0.8180999999999998,-0.2703000000000002,1.9756999999999998,0.8112999999999997,0.6867000000000001,-0.18240000000000012,-2.5246,-1.7337,-0.47050000000000014,0.5911999999999997,-3.0885,1.0596999999999999,1.1841,-1.0732,4.8764,1.5404999999999998,-1.6158000000000001,-1.069,2.5885,-0.9676,0.05799999999999983,0.4466999999999999,-1.4839000000000002,3.0096,6.0673,1.1578,0.5196999999999998,-0.9312,0.5987999999999998,-1.6769,-0.2562000000000002,-0.0929000000000002,-0.8645,-1.4343000000000001,-1.7876,0.05119999999999969,-0.2127000000000001,-1.3615,-1.4556,0.18589999999999973,-0.15100000000000002,-1.4075000000000002,-1.0185,-0.9057000000000002,5.7194,-1.1742000000000001,-0.4883000000000002,2.8785999999999996,-5.9718,-0.9998000000000001,-0.41910000000000003,-4.298500000000001,-0.7753000000000001,2.8503999999999996,-1.9729,3.9379,1.1734,5.0172,3.0674,-0.7277,5.7578,-1.0538,-0.9042000000000001,-1.4209,-1.5518
2019-09-10,0.8359000000000001,3.6723,-3.0044,1.9278,-0.15139999999999998,2.1619,-0.42310000000000003,0.7508,0.7512000000000001,1.1358000000000001,-3.7607000000000004,3.6706,-0.7878000000000001,2.9087,0.6456,4.4466,-1.0724,1.9377,-1.7610999999999999,2.1216999999999997,0.7237,0.1549,-0.527,2.7235,0.5963,3.3607,-0.7191000000000001,0.2659,-1.3285,-2.3908,0.25660000000000005,0.09290000000000004,1.54,-1.8489,-1.5608,-1.5194,0.4011,-1.4681,-0.5018,-3.043,5.3263,3.8035,0.08910000000000001,1.4964,1.6511,-0.3681,0.8058000000000001,-3.1004,0.4011,2.1639,-5.4114,2.8922,2.9471,-1.7242000000000002,-0.33230000000000004,-0.248,0.9773000000000001,1.131,-4.2894000000000005,4.029,0.841,-5.6243,-0.7235,3.6892,2.8041,-2.6676,0.2253,0.8883000000000001,6.0261,0.512,-3.245,-0.1935,1.3559999999999999,-0.6797,-0.4326,-3.1774,-0.653,-0.33419999999999994,-0.21999999999999997,-1.5145,-0.7082999999999999,1.1326,0.6529,0.4285,1.2165,0.09510000000000002,-0.2712,1.2887,0.9369000000000001,0.6596,-2.4212,0.7321,-0.6844999999999999,-6.0608,1.158,1.5585,7.9907,-0.6562999999999999,-0.23929999999999996,-0.6471
2019-09-11,-1.8687999999999998,-0.39379999999999993,0.7865000000000001,5.5908,-1.1562999999999999,-0.5976999999999999,2.1282,-0.18889999999999985,-0.6234999999999999,1.4479000000000002,1.6776,1.6681000000000001,0.40270000000000006,4.3923000000000005,-1.1122999999999998,2.4199,0.3075000000000001,1.4376000000000002,0.044600000000000195,-0.18819999999999992,-0.08139999999999992,2.3566000000000003,1.439,-1.9994999999999998,0.13319999999999999,-0.8405,-0.06969999999999987,0.29110000000000014,-0.7151999999999998,0.4215000000000001,-0.5317999999999998,1.3594000000000002,-0.13779999999999992,-0.9832999999999998,-0.7963,-1.7662,1.4280000000000002,-1.0072,-0.4352999999999998,0.13160000000000016,1.0791000000000002,0.1676000000000002,-2.5695,0.033500000000000085,-0.4412999999999998,1.2048,-0.7739999999999998,-0.8237999999999999,0.9500000000000001,0.049900000000000055,1.6102,-2.9618999999999995,0.6531000000000001,-0.8523000000000001,-0.37829999999999986,1.379,-1.4019,-0.34799999999999986,1.6125,-2.4756,-1.0291000000000001,5.9557,0.16210000000000013,-0.1481999999999999,-0.19499999999999984,-2.3567,1.1168,1.326,1.0357,2.6086,0.0918000000000001,0.8785000000000001,1.0328000000000002,-0.3039999999999998,1.1266,0.3801000000000001,-0.3576999999999999,1.7339000000000002,1.0173,-0.6819999999999999,1.9260000000000002,1.516,-0.20809999999999995,-3.1788000000000003,1.2048,0.8979000000000001,-0.5999999999999999,2.5244,1.0794000000000001,-0.15829999999999989,1.0847,4.5515,4.9658,1.4100000000000001,1.5804,3.3914,-1.109,0.4414000000000001,0.6523000000000001,-1.1256999999999997
2019-09-12,-0.5092,-1.1846999999999999,-0.1632,-1.6036000000000001,-0.07420000000000004,-0.4229,0.18020000000000003,-0.6432,0.09609999999999996,3.2371999999999996,-0.1901,-0.8738,-0.778,3.4516,-0.5184,0.6773,-1.0455999999999999,1.6797000000000002,-0.3078,-1.955,3.2656,-0.19590000000000002,1.9269,1.7016000000000002,0.39080000000000004,-1.4333,-1.0257,-1.7019,-0.9695,-0.9064,0.38769999999999993,-0.025900000000000034,-1.0383,-0.17830000000000001,1.0017,0.40060000000000007,-2.3136,0.07940000000000003,1.5336999999999998,1.2713,-1.6084,-1.6551,0.08389999999999997,-0.4951,-0.434,-0.5915,0.10450000000000004,0.23170000000000002,-0.2601,-1.3867,-1.4956,-2.636,-1.1055,1.3405,-0.6968,1.009,0.8273999999999999,-1.7999,-0.8752,2.2459,0.028800000000000048,-4.4043,1.3682999999999998,-0.6029,-1.0607,1.4494999999999998,-0.3789,0.32530000000000003,-0.6009,1.2147000000000001,0.6511,-0.04310000000000003,-2.7965,-1.013,-1.2692999999999999,-1.4748,-0.2103,-0.32739999999999997,-2.6470000000000002,-0.7107,3.4140999999999995,-0.022699999999999942,0.18479999999999996,0.07310000000000005,-1.0844,1.4504,-1.2176,-0.20900000000000002,-0.9571000000000001,0.47730000000000006,-1.9878,-0.6432,-3.2746000000000004,1.3591,-0.7367,-3.2060000000000004,1.3787999999999998,-0.18169999999999997,-0.08760000000000001,-2.1616
2019-09-16,-1.7449,-0.757,6.4156,-0.8791,-0.8388,-1.2986,-1.6341999999999999,-2.2165,0.8983,-0.273,0.5251,1.8070999999999997,1.8861999999999997,1.3833000000000002,-0.02360000000000001,-2.8796,-0.677,-1.2946,0.7019,-1.7045,-0.7432000000000001,-1.609,-0.6147,1.479,0.48239999999999994,-0.7281,0.351,0.037699999999999956,0.709,0.2546999999999999,-1.9493999999999998,0.8006000000000001,-0.31710000000000005,0.1608,0.061799999999999966,3.4459999999999997,-1.9717000000000002,-0.7721,-2.4489,-1.0244,-0.6967000000000001,0.16509999999999997,-1.1753,0.3187,-0.4818,1.7672999999999996,4.4023,1.5482999999999998,-1.6089000000000002,1.7067,1.4465,-0.273,-2.0844,-0.9023,-1.346,-1.6417000000000002,-0.273,-0.6985,0.57,1.0857,1.3291,-0.19640000000000002,-1.3058999999999998,1.2995999999999999,-0.6504000000000001,4.2286,-0.09730000000000003,0.3265,-2.0504000000000002,-1.0241,1.1713999999999998,-0.0019000000000000128,0.7833,-1.2804000000000002,0.4555,4.5488,-2.7874000000000003,-1.0075,-0.33690000000000003,-0.23920000000000002,-2.4137,-1.5063,1.3695,2.1452,-1.9717000000000002,4.4918000000000005,-0.4174,-2.1462,1.3958,-0.8178,-0.7827000000000001,-2.4851,-0.13390000000000002,-2.7936,-1.6775000000000002,3.8638999999999997,-3.444,-1.1918,-1.4701,0.6081
