,name,prob
0,浦发银行,0.5230245777861905
1,白云机场,0.5189766611323203
2,东风汽车,0.8924903482435516
3,中国国贸,0.2871646351016304
4,首创股份,0.22627943412901944
5,上海机场,0.3853190848728363
6,包钢股份,0.9743468929486073
7,华能国际,0.619425715710824
8,皖通高速,0.8033052149238036
9,华夏银行,0.9845829524564028
10,民生银行,0.8807201301950996
11,日照港,0.6865758881235785
12,上港集团,0.8478381797931783
13,宝钢股份,0.989144456959083
14,中原高速,0.8417074059523459
15,上海电力,0.9144128364195975
16,山东钢铁,0.871272451303011
17,浙能电力,0.640814621399767
18,华能水电,0.9101960859769651
19,中远海能,0.5779885833310551
20,华电国际,0.2412422414350905
21,中国石化,0.9447794918289486
22,南方航空,0.888237277538093
23,中信证券,0.3757568088146485
24,三一重工,0.8661781949194574
25,福建高速,0.9385259671162435
26,楚天高速,0.7026933464311644
27,招商银行,0.7858842690419955
28,歌华有线,0.11314194326187885
29,中直股份,0.5867598810888138
30,四川路桥,0.4413374274010486
31,保利地产,0.7499121764505422
32,中国联通,0.7478531202985846
33,宁波联合,0.2988950835558673
34,浙江广厦,0.24217479126822716
35,九鼎投资,0.3456289090357669
36,黄山旅游,0.7401954409901731
37,万东医疗,0.327437736313841
38,中国医药,0.5521065272403639
39,厦门象屿,0.021306320695909545
40,五矿发展,0.4639852492291621
41,古越龙山,0.45607301209787626
42,海信视像,0.10856255687209466
43,国投资本,0.7525352776079478
44,华润双鹤,0.6273444264759761
45,皖维高新,0.39117369523502665
46,南京高科,0.19293091786260544
47,宇通客车,0.8882554532310982
48,冠城大通,0.6712200587486217
49,葛洲坝,0.6422030394929106
50,浙江富润,0.4279985235012385
51,凤凰光学,0.19116635519855724
52,中船科技,0.5153492335989934
53,上海梅林,0.0
54,新疆天业,0.5330007167400655
55,康欣新材,0.5440999178383527
56,宋都股份,0.3632823466110662
57,澄星股份,0.36036216936914367
58,人福医药,0.11032044257946394
59,东风科技,0.8018324315213431
60,海泰发展,0.30465003534211066
61,同仁堂,0.16926237954215262
62,中视传媒,0.3384504663718459
63,特变电工,0.810300282574902
64,易见股份,0.3062967592829121
65,大名城,0.6269667569726954
66,湘财股份,0.2226825107465579
67,云天化,0.20215322343720663
68,开创国际,0.3025553874750475
69,广州发展,0.7723144985123641
70,林海股份,0.10851593426220958
71,同方股份,0.19665681917419206
72,明星电力,0.6981256849739709
73,青山纸业,0.7125651904678724
74,上汽集团,0.9209135119134696
75,永鼎股份,0.5127518212309895
76,重庆路桥,0.9096120509898502
77,美尔雅,0.5911548222262135
78,亚盛集团,0.20541977403114986
79,国金证券,0.6170713270720853
80,诺德股份,0.3337203058288076
81,北方稀土,0.19225424124387794
82,浙江东日,0.22767504006848457
83,东睦股份,0.35073241451904097
84,东方航空,0.8440234374736392
85,三峡水利,0.15922205097219064
86,西宁特钢,0.7463055938735172
87,中国卫星,0.2219239300852283
88,浙江东方,0.7015054745905397
89,郑州煤电,0.9371737171838248
90,兰花科创,0.9324709136380459
91,铁龙物流,0.40642055765965235
92,杭钢股份,0.27119742554773074
93,金健米业,0.0709501474418178
94,弘业股份,0.09241943041991156
95,太极集团,0.05681096474825749
96,波导股份,0.15387806625017983
97,国网信通,0.17025055199634667
98,重庆啤酒,0.855866144116148
99,东湖高新,0.46500641123649483
100,乐凯胶片,0.2167372269713164
101,当代文体,0.27536634509512736
102,浪莎股份,0.057802886849360274
103,中青旅,0.09181469974524342
104,西部资源,0.17206279598855756
105,兴发集团,0.06749437105852978
106,金发科技,0.10382897642347023
107,长春一东,0.14244558570740928
108,中国船舶,0.3392565689934096
109,航天机电,0.08899441197293272
110,维科技术,0.353225812677347
111,建发股份,0.34239935099224034
112,华创阳安,0.22902525881947253
113,华升股份,0.27372478426725466
114,中体产业,0.2862267337282223
115,大龙地产,0.4642756539658039
116,巨化股份,0.8110082651379783
117,天坛生物,0.3932987435886736
118,香江控股,0.671829924086857
119,中闽能源,0.7120176105761237
120,新日恒力,0.5291992042119613
121,福田汽车,0.5147173876814227
122,联美控股,0.733621979624112
123,武汉控股,0.3558248681894227
124,太原重工,0.8569277779824621
125,上海建工,0.8703375645331077
126,上海贝岭,0.2976040741450594
127,黄河旋风,0.7481029813042256
128,卧龙地产,0.8505224344671545
129,中国巨石,0.6722098378033472
130,雅戈尔,0.22219070362115964
131,东安动力,0.5788807871777355
132,瑞茂通,0.37757036231454427
133,S佳通,0.7610599325773926
134,生益科技,0.5252323938556268
135,光电股份,0.7018463393666983
136,格力地产,0.22882064564604424
137,莲花健康,0.42967131164537914
138,国中水务,0.36522949037936014
139,兖州煤业,0.8994810921595945
140,吉林森工,0.0
141,锦州港,0.5776328792382402
142,华资实业,0.10835665886675508
143,长城电工,0.3064954172141038
144,中牧股份,0.0
145,复星医药,0.2648336548086808
146,伊力特,0.14613670971896917
147,大唐电信,0.1851762502003539
148,金种子酒,0.19941367347920894
149,江苏吴中,0.5182182776375768
150,生物股份,0.5035906036575185
151,哈空调,0.210612521437562
152,福日电子,0.7334656694375378
153,有研新材,0.1397268753927962
154,安彩高科,0.7051735473852823
155,新湖中宝,0.774227090734551
156,紫江企业,0.7092907637114994
157,西藏药业,0.1186751678229884
158,亚星客车,0.2522439415744028
159,浙江医药,0.0
160,中再资环,0.3179369618178124
161,全柴动力,0.6285488204643775
162,南山铝业,0.016195670478535207
163,江苏阳光,0.0
164,海航控股,0.9244607284775767
165,太龙药业,0.43571439850986105
166,鲁商发展,0.1294276375950832
167,圣济堂,0.6717357184299696
168,城市传媒,0.46370302304026184
