,name,score,normal_score,rank,prob,prob_flag,prob_sigma
0,文化长城,16336,0.5020194174757282,176,0.057889601586973274,False,0.4
1,飞利信,20441,0.6614368932038835,121,0.6483986952267018,True,0.4
2,中科信息,21126,0.6880388349514563,107,0.8798580793288275,True,0.4
3,中青宝,25253,0.8483106796116505,29,0.2744050929920771,False,0.4
4,林洋能源,19164,0.6118446601941747,141,0.5525610926663458,True,0.4
5,先进数通,24230,0.8085825242718446,50,0.6237340244282329,True,0.4
6,金科文化,15330,0.4629514563106796,189,0.7177046477514469,True,0.4
7,鸿远电子,16073,0.4918058252427184,181,0.8250685414538365,True,0.4
8,万方发展,22981,0.7600776699029126,75,0.9132669418221896,True,0.4
9,汇金科技,17360,0.5417864077669903,164,0.8280869592839558,True,0.4
10,国民技术,18615,0.5905242718446602,151,0.042859894204782235,False,0.4
11,韵达股份,12005,0.3338252427184466,216,0.4475958274484495,True,0.4
12,*ST晨鑫,14172,0.4179805825242718,202,0.6749660910367986,True,0.4
13,恒宝股份,23887,0.7952621359223301,57,0.06065384263450345,False,0.4
14,浩云科技,15448,0.4675339805825243,188,0.5932883414886496,True,0.4
15,天音控股,19810,0.6369320388349514,130,0.2832768934984233,False,0.4
16,星期六,10417,0.2721553398058252,230,0.8300035851685709,True,0.4
17,超图软件,27160,0.922368932038835,11,0.10607331967037947,False,0.4
18,五洋停车,20168,0.6508349514563107,122,0.044847345825571316,False,0.4
19,万马股份,16268,0.499378640776699,177,0.7224633529856339,True,0.4
20,光一科技,21325,0.6957669902912621,104,0.41727749831370303,True,0.4
21,天舟文化,22479,0.7405825242718447,88,0.0,False,0.4
22,数码科技,23598,0.7840388349514563,63,0.5120357451449689,True,0.4
23,思特奇,24922,0.8354563106796117,37,0.5906898553515185,True,0.4
24,复旦复华,12302,0.3453592233009709,211,0.36091368227029774,False,0.4
25,聚龙股份,18931,0.6027961165048543,146,0.005464991464642256,False,0.4
26,佳沃股份,12755,0.3629514563106796,210,0.2554008695859531,False,0.4
27,易华录,22873,0.755883495145631,79,0.3800602252245025,False,0.4
28,乐心医疗,10624,0.2801941747572815,228,0.7693465396022928,True,0.4
29,东方财富,27895,0.9509126213592233,6,0.13906345359436492,False,0.4
30,汇金股份,16690,0.5157669902912622,171,0.5624339014967511,True,0.4
31,汉得信息,27295,0.9276116504854369,10,0.4536697728739992,True,0.4
32,新国都,24381,0.8144466019417476,48,0.2903619992378866,False,0.4
33,福光股份,21372,0.6975922330097087,102,0.8267318683371373,True,0.4
34,宣亚国际,14036,0.4126990291262136,203,0.013573179192237123,False,0.4
35,浪潮信息,23344,0.7741747572815534,67,0.32527481220775023,False,0.4
36,彩讯股份,16069,0.4916504854368932,182,0.07313807344292411,False,0.4
37,银江股份,25389,0.8535922330097088,26,0.11518988251434825,False,0.4
38,通策医疗,9899,0.2520388349514563,231,0.2781771437167686,False,0.4
39,梦网集团,18073,0.5694757281553398,156,0.4506978185892938,True,0.4
40,数字政通,26251,0.8870679611650485,17,0.06543688798549989,False,0.4
41,华鹏飞,22257,0.7319611650485437,91,0.13318580303029595,False,0.4
42,石基信息,18898,0.6015145631067961,147,0.925997063910608,True,0.4
43,吉艾科技,14309,0.4233009708737864,201,0.4784252125626753,True,0.4
44,优博讯,14364,0.4254368932038835,200,0.01789757989010448,False,0.4
45,科蓝软件,25321,0.8509514563106796,28,0.3643024561827707,False,0.4
46,方直科技,21605,0.7066407766990291,100,0.046715568982872484,False,0.4
47,金固股份,20049,0.6462135922330097,127,0.9540412323412834,True,0.4
48,麦达数字,23146,0.7664854368932039,69,0.08083959067748188,False,0.4
49,百邦科技,20554,0.6658252427184466,119,0.8344749982068101,True,0.4
50,金冠股份,15595,0.4732427184466019,187,0.8435508565465581,True,0.4
51,亚联发展,22499,0.7413592233009709,87,0.3458585467806101,False,0.4
52,德邦股份,18892,0.6012815533980582,148,0.11128128879335547,False,0.4
53,东方国信,24521,0.8198834951456311,45,0.4181136516519686,True,0.4
54,博彦科技,26870,0.9111067961165048,14,0.10544812332679762,False,0.4
55,拉卡拉,17219,0.5363106796116505,166,0.7359704722961115,True,0.4
56,深科技,16130,0.4940194174757281,179,0.08379411188648307,False,0.4
57,恺英网络,13218,0.3809320388349515,205,0.3036551348424721,False,0.4
58,金财互联,24150,0.8054757281553399,51,0.2347094701918733,False,0.4
59,神州泰岳,18814,0.598252427184466,149,0.015867494747767715,False,0.4
60,新华网,24989,0.8380582524271845,36,0.09059879646400887,False,0.4
61,生意宝,27749,0.9452427184466019,7,0.5511459171210711,True,0.4
62,高鸿股份,21223,0.6918058252427185,106,0.29286703736367825,False,0.4
63,中元股份,16448,0.5063689320388349,173,0.7203998878083747,True,0.4
64,广博股份,19054,0.6075728155339806,143,0.2863925481018234,False,0.4
65,红相股份,18226,0.5754174757281554,154,0.23759006687766146,False,0.4
66,金桥信息,27471,0.9344466019417476,9,0.5452064252627555,True,0.4
67,美的集团,18376,0.5812427184466019,153,0.8629887819721275,True,0.4
68,蓝盾股份,25213,0.846757281553398,30,0.32926076435335644,False,0.4
69,任子行,25185,0.8456699029126213,32,0.7442236284639291,True,0.4
70,中文在线,16197,0.496621359223301,178,0.04543261169274768,False,0.4
71,巨人网络,15808,0.4815145631067961,184,0.5885390090508762,True,0.4
72,英飞拓,22462,0.7399223300970874,89,0.12815747377525333,False,0.4
73,华宇软件,21018,0.6838446601941748,109,0.5530903366032477,True,0.4
74,中科创达,19300,0.617126213592233,138,0.5294842395436707,True,0.4
